WORKSHOP 3 EXPORTED DATA: [C:\Workshop 96\Data Manager\Sharan Chandran\Ti6242\Ti6242-4-Old-FS\Day 3 - 7106.W02 - 2]
*************************************************************************************************
Source of data: ToolKit
WS3 File Version: 1.04
Number of bytes in subfile: 1113189
Total number of data points: 92734
Test date: 09/01/2018
Test time: 16:26:51
Player Step: 1
Step Capture No: 1
Actuator: 2
*************************************************************************************************
Actuator: 1  Channel:0,  Actuator: 1  Channel:1,  Actuator: 1  Channel:2,  
14.29,  0.44,  11.8281,  
16.98,  0.51,  12.0000,  
14.55,  0.45,  12.1401,  
11.91,  0.39,  12.3120,  
9.13,  0.33,  12.4531,  
7.05,  0.28,  12.6094,  
4.33,  0.22,  12.7500,  
1.57,  0.15,  12.9063,  
1.27,  0.15,  13.0474,  
3.29,  0.19,  13.2031,  
6.03,  0.25,  13.3442,  
8.79,  0.31,  13.5000,  
10.84,  0.38,  13.6401,  
14.29,  0.44,  13.8120,  
16.35,  0.49,  13.9531,  
15.25,  0.47,  14.1250,  
12.56,  0.40,  14.2651,  
9.80,  0.34,  14.4370,  
6.37,  0.26,  14.5942,  
4.29,  0.21,  14.7500,  
1.54,  0.15,  14.8901,  
1.27,  0.15,  15.0474,  
3.30,  0.19,  15.1870,  
6.04,  0.25,  15.3442,  
8.79,  0.31,  15.4844,  
11.55,  0.38,  15.6401,  
13.62,  0.43,  15.7813,  
16.37,  0.49,  15.9370,  
15.25,  0.47,  16.0781,  
13.23,  0.42,  16.2344,  
10.49,  0.36,  16.3750,  
7.74,  0.29,  16.5313,  
4.98,  0.23,  16.6724,  
2.91,  0.18,  16.8281,  
0.22,  0.13,  16.9692,  
2.63,  0.18,  17.1401,  
5.35,  0.23,  17.2813,  
8.11,  0.30,  17.4370,  
10.18,  0.34,  17.5781,  
12.93,  0.41,  17.7500,  
15.68,  0.48,  17.8901,  
15.97,  0.48,  18.0620,  
13.23,  0.42,  18.2031,  
10.48,  0.36,  18.3750,  
7.73,  0.29,  18.5151,  
4.97,  0.23,  18.6724,  
2.91,  0.18,  18.8120,  
0.22,  0.12,  18.9692,  
2.62,  0.17,  19.1094,  
5.35,  0.23,  19.2813,  
8.10,  0.30,  19.4224,  
10.17,  0.35,  19.5781,  
12.93,  0.41,  19.7192,  
15.69,  0.48,  19.8750,  
16.71,  0.50,  20.0151,  
13.21,  0.42,  20.1870,  
11.17,  0.37,  20.3281,  
8.42,  0.31,  20.4844,  
5.66,  0.25,  20.6250,  
2.90,  0.18,  20.7974,  
0.22,  0.12,  20.9370,  
1.96,  0.16,  21.0942,  
4.67,  0.22,  21.2344,  
7.43,  0.28,  21.3901,  
10.18,  0.35,  21.5313,  
12.25,  0.39,  21.6870,  
15.01,  0.46,  21.8281,  
16.70,  0.50,  21.9844,  
14.56,  0.45,  22.1250,  
11.86,  0.39,  22.2813,  
9.11,  0.32,  22.4224,  
6.35,  0.26,  22.5942,  
3.59,  0.20,  22.7344,  
1.51,  0.15,  22.8901,  
1.28,  0.15,  23.0313,  
3.98,  0.20,  23.1870,  
6.73,  0.27,  23.3281,  
8.81,  0.31,  23.4844,  
11.57,  0.38,  23.6250,  
14.33,  0.44,  23.7813,  
16.39,  0.51,  23.9224,  
15.24,  0.47,  24.0781,  
12.56,  0.40,  24.2192,  
9.79,  0.34,  24.3750,  
7.72,  0.29,  24.5151,  
4.96,  0.23,  24.6724,  
2.20,  0.17,  24.8120,  
0.55,  0.13,  24.9692,  
2.63,  0.18,  25.1094,  
5.36,  0.24,  25.2651,  
8.13,  0.30,  25.4063,  
10.88,  0.36,  25.5620,  
12.95,  0.41,  25.7031,  
15.71,  0.48,  25.8750,  
15.97,  0.48,  26.0151,  
13.24,  0.42,  26.1870,  
10.48,  0.36,  26.3281,  
7.72,  0.29,  26.5000,  
4.96,  0.23,  26.6401,  
2.20,  0.17,  26.8120,  
0.54,  0.13,  26.9531,  
3.29,  0.19,  27.1250,  
6.04,  0.25,  27.2974,  
8.81,  0.31,  27.4370,  
10.88,  0.36,  27.5781,  
13.64,  0.43,  27.7192,  
15.71,  0.48,  27.8594,  
15.96,  0.48,  28.0313,  
13.22,  0.42,  28.1724,  
10.48,  0.36,  28.3281,  
7.72,  0.29,  28.4692,  
5.65,  0.25,  28.6250,  
2.88,  0.18,  28.7651,  
0.20,  0.12,  28.9370,  
2.62,  0.17,  29.0781,  
5.35,  0.24,  29.2500,  
8.12,  0.30,  29.3901,  
10.88,  0.36,  29.5474,  
12.95,  0.41,  29.6870,  
15.71,  0.48,  29.8442,  
15.97,  0.48,  29.9844,  
13.89,  0.43,  30.1401,  
11.16,  0.37,  30.2813,  
8.41,  0.31,  30.4370,  
5.64,  0.25,  30.5781,  
3.56,  0.20,  30.7344,  
0.80,  0.14,  30.8750,  
1.95,  0.16,  31.0313,  
3.97,  0.20,  31.1724,  
7.42,  0.28,  31.3442,  
9.50,  0.33,  31.4844,  
12.26,  0.39,  31.6401,  
15.03,  0.46,  31.7813,  
17.03,  0.51,  31.9370,  
14.58,  0.45,  32.0781,  
11.86,  0.39,  32.2344,  
9.10,  0.32,  32.3750,  
7.02,  0.28,  32.5313,  
4.25,  0.21,  32.6724,  
1.49,  0.15,  32.8442,  
1.27,  0.15,  32.9844,  
3.98,  0.20,  33.1401,  
6.04,  0.25,  33.2813,  
8.81,  0.31,  33.4370,  
11.58,  0.38,  33.5781,  
14.35,  0.44,  33.7344,  
16.41,  0.49,  33.8750,  
15.26,  0.47,  34.0474,  
12.55,  0.40,  34.1870,  
9.79,  0.34,  34.3442,  
7.02,  0.28,  34.4844,  
4.94,  0.23,  34.6401,  
2.17,  0.17,  34.7813,  
0.53,  0.13,  34.9370,  
2.61,  0.17,  35.0781,  
5.35,  0.23,  35.2344,  
8.12,  0.30,  35.3750,  
10.89,  0.36,  35.5313,  
12.96,  0.41,  35.6724,  
15.73,  0.48,  35.8281,  
15.97,  0.48,  35.9692,  
13.25,  0.42,  36.1401,  
10.48,  0.36,  36.2813,  
8.40,  0.31,  36.4370,  
5.63,  0.25,  36.5781,  
2.86,  0.18,  36.7500,  
0.18,  0.12,  36.8901,  
2.61,  0.17,  37.0474,  
4.67,  0.22,  37.1870,  
7.43,  0.28,  37.3442,  
10.20,  0.35,  37.4844,  
12.96,  0.41,  37.6401,  
15.04,  0.46,  37.7813,  
16.72,  0.50,  37.9370,  
13.91,  0.44,  38.0781,  
11.16,  0.37,  38.2500,  
8.39,  0.31,  38.3901,  
5.63,  0.25,  38.5620,  
3.54,  0.20,  38.7031,  
0.17,  0.12,  38.8750,  
1.95,  0.16,  39.0151,  
4.67,  0.22,  39.1870,  
7.42,  0.28,  39.3281,  
10.19,  0.35,  39.4844,  
12.96,  0.41,  39.6250,  
15.04,  0.46,  39.7813,  
16.71,  0.50,  39.9224,  
13.94,  0.44,  40.0942,  
11.17,  0.37,  40.2500,  
8.40,  0.31,  40.3901,  
6.32,  0.26,  40.5313,  
3.55,  0.20,  40.6870,  
0.78,  0.14,  40.8281,  
1.95,  0.16,  40.9844,  
3.97,  0.20,  41.1250,  
6.73,  0.27,  41.2813,  
9.50,  0.33,  41.4224,  
12.27,  0.39,  41.5942,  
14.35,  0.46,  41.7344,  
17.04,  0.51,  41.8901,  
14.58,  0.45,  42.0313,  
11.84,  0.39,  42.1870,  
9.78,  0.34,  42.3281,  
7.01,  0.28,  42.4844,  
4.23,  0.21,  42.6250,  
1.47,  0.15,  42.7974,  
1.25,  0.15,  42.9370,  
3.28,  0.19,  43.0942,  
6.04,  0.25,  43.2344,  
8.81,  0.31,  43.3901,  
11.58,  0.38,  43.5313,  
13.66,  0.43,  43.6870,  
16.43,  0.49,  43.8281,  
15.27,  0.47,  44.0000,  
12.55,  0.41,  44.1401,  
9.78,  0.34,  44.3120,  
7.01,  0.28,  44.4531,  
4.24,  0.21,  44.6250,  
1.47,  0.15,  44.7651,  
0.53,  0.13,  44.9224,  
3.28,  0.19,  45.0620,  
6.04,  0.25,  45.2192,  
8.12,  0.30,  45.3594,  
10.89,  0.36,  45.5151,  
13.66,  0.43,  45.6563,  
16.42,  0.49,  45.8120,  
15.99,  0.48,  45.9531,  
13.25,  0.42,  46.1094,  
10.47,  0.36,  46.2500,  
7.70,  0.29,  46.4224,  
4.93,  0.23,  46.5620,  
2.85,  0.18,  46.7192,  
0.16,  0.12,  46.8594,  
2.60,  0.17,  47.0151,  
5.35,  0.23,  47.1563,  
7.43,  0.28,  47.3120,  
10.20,  0.35,  47.4531,  
12.97,  0.41,  47.6250,  
15.74,  0.48,  47.7651,  
15.98,  0.48,  47.9370,  
13.25,  0.42,  48.0781,  
10.48,  0.36,  48.2500,  
7.70,  0.29,  48.4063,  
4.92,  0.23,  48.5620,  
2.85,  0.18,  48.7031,  
0.16,  0.12,  48.8594,  
2.60,  0.17,  49.0000,  
5.35,  0.24,  49.1563,  
7.42,  0.28,  49.2974,  
10.20,  0.35,  49.4692,  
12.97,  0.41,  49.6094,  
15.74,  0.48,  49.7651,  
16.00,  0.48,  49.9063,  
13.94,  0.44,  50.0620,  
11.17,  0.37,  50.2031,  
8.40,  0.31,  50.3594,  
6.32,  0.26,  50.5000,  
3.55,  0.20,  50.6563,  
0.77,  0.14,  50.7974,  
1.93,  0.16,  50.9692,  
4.66,  0.22,  51.1094,  
7.43,  0.28,  51.2651,  
9.51,  0.33,  51.4063,  
12.28,  0.39,  51.5620,  
15.05,  0.46,  51.7031,  
17.05,  0.51,  51.8594,  
14.58,  0.45,  52.0000,  
11.85,  0.39,  52.1724,  
9.08,  0.32,  52.3120,  
6.31,  0.26,  52.4692,  
4.23,  0.21,  52.6094,  
1.45,  0.15,  52.7651,  
1.25,  0.15,  52.9063,  
3.97,  0.20,  53.0620,  
6.04,  0.25,  53.2031,  
8.81,  0.32,  53.3750,  
11.59,  0.38,  53.5151,  
14.36,  0.44,  53.6724,  
17.05,  0.51,  53.8120,  
15.29,  0.47,  53.9692,  
12.55,  0.40,  54.1094,  
9.78,  0.34,  54.2651,  
7.70,  0.29,  54.4063,  
4.92,  0.23,  54.5620,  
2.15,  0.17,  54.7031,  
0.52,  0.13,  54.8750,  
3.27,  0.19,  55.0151,  
6.04,  0.25,  55.1870,  
8.81,  0.31,  55.3281,  
10.90,  0.36,  55.4844,  
13.67,  0.43,  55.6250,  
16.44,  0.49,  55.7974,  
15.29,  0.47,  55.9370,  
12.55,  0.41,  56.0942,  
10.47,  0.36,  56.2344,  
7.69,  0.29,  56.3901,  
4.92,  0.23,  56.5313,  
2.15,  0.17,  56.6870,  
0.16,  0.13,  56.8281,  
2.58,  0.17,  57.0000,  
5.34,  0.24,  57.1401,  
8.12,  0.30,  57.3120,  
10.89,  0.36,  57.4531,  
13.66,  0.43,  57.6094,  
15.74,  0.48,  57.7500,  
16.01,  0.49,  57.9063,  
13.26,  0.42,  58.0474,  
10.47,  0.36,  58.2192,  
7.69,  0.29,  58.3594,  
5.62,  0.24,  58.5151,  
2.84,  0.18,  58.6563,  
0.15,  0.12,  58.8120,  
2.59,  0.18,  58.9531,  
4.66,  0.22,  59.1094,  
7.43,  0.28,  59.2500,  
10.20,  0.35,  59.4224,  
12.97,  0.41,  59.5620,  
15.74,  0.48,  59.7192,  
16.74,  0.50,  59.8594,  
13.94,  0.44,  60.0151,  
11.17,  0.37,  60.1563,  
8.39,  0.31,  60.3120,  
6.31,  0.26,  60.4531,  
3.53,  0.20,  60.6094,  
0.76,  0.14,  60.7500,  
1.92,  0.16,  60.9224,  
4.66,  0.22,  61.0620,  
6.73,  0.27,  61.2192,  
9.50,  0.33,  61.3594,  
12.27,  0.40,  61.5313,  
15.05,  0.46,  61.6724,  
16.74,  0.50,  61.8281,  
14.61,  0.45,  61.9692,  
11.85,  0.39,  62.1401,  
9.08,  0.32,  62.2813,  
6.31,  0.26,  62.4370,  
3.52,  0.20,  62.5781,  
0.76,  0.14,  62.7500,  
1.24,  0.15,  62.8901,  
4.66,  0.22,  63.0620,  
6.73,  0.27,  63.2031,  
9.50,  0.33,  63.3594,  
12.28,  0.39,  63.5000,  
14.36,  0.45,  63.6563,  
17.05,  0.51,  63.7974,  
14.61,  0.45,  63.9531,  
11.86,  0.39,  64.0942,  
9.09,  0.33,  64.2651,  
7.01,  0.28,  64.4063,  
3.54,  0.20,  64.5781,  
1.45,  0.15,  64.7192,  
1.23,  0.15,  64.8901,  
3.97,  0.20,  65.0313,  
6.73,  0.27,  65.1870,  
9.51,  0.33,  65.3281,  
11.60,  0.38,  65.4844,  
14.37,  0.44,  65.6250,  
17.06,  0.51,  65.7974,  
14.63,  0.45,  65.9370,  
11.85,  0.39,  66.0942,  
9.78,  0.34,  66.2344,  
7.00,  0.28,  66.3901,  
4.22,  0.21,  66.5313,  
1.45,  0.15,  66.6870,  
0.51,  0.13,  66.8281,  
3.28,  0.19,  66.9844,  
6.04,  0.25,  67.1250,  
8.82,  0.31,  67.2974,  
10.90,  0.38,  67.4370,  
13.68,  0.43,  67.5942,  
16.44,  0.49,  67.7344,  
15.31,  0.47,  67.8901,  
13.25,  0.42,  68.0313,  
10.47,  0.36,  68.1870,  
7.70,  0.29,  68.3281,  
4.91,  0.23,  68.5000,  
2.14,  0.17,  68.6401,  
0.51,  0.13,  68.8120,  
3.27,  0.19,  68.9531,  
6.04,  0.25,  69.1250,  
8.12,  0.30,  69.2651,  
10.89,  0.36,  69.4224,  
13.67,  0.43,  69.5620,  
16.44,  0.49,  69.7192,  
16.01,  0.48,  69.8594,  
13.26,  0.42,  70.0151,  
10.47,  0.36,  70.1563,  
8.39,  0.31,  70.3120,  
5.61,  0.25,  70.4531,  
2.83,  0.18,  70.6094,  
0.14,  0.12,  70.7500,  
1.92,  0.16,  70.9063,  
4.66,  0.22,  71.0474,  
7.43,  0.28,  71.2192,  
10.20,  0.35,  71.3594,  
12.97,  0.41,  71.5151,  
15.06,  0.46,  71.6563,  
16.75,  0.50,  71.8120,  
13.95,  0.44,  71.9531,  
11.16,  0.37,  72.1250,  
8.38,  0.31,  72.2651,  
6.30,  0.26,  72.4224,  
3.52,  0.20,  72.5620,  
0.74,  0.14,  72.7192,  
1.92,  0.16,  72.8594,  
3.97,  0.21,  73.0151,  
6.73,  0.27,  73.1563,  
9.51,  0.33,  73.3281,  
12.28,  0.40,  73.4692,  
15.06,  0.46,  73.6401,  
16.75,  0.50,  73.7813,  
14.64,  0.45,  73.9370,  
11.86,  0.39,  74.0781,  
9.07,  0.32,  74.2344,  
6.29,  0.26,  74.3750,  
3.52,  0.20,  74.5474,  
1.44,  0.15,  74.6870,  
1.23,  0.15,  74.8442,  
3.97,  0.20,  74.9844,  
6.73,  0.27,  75.1401,  
9.51,  0.33,  75.2974,  
11.59,  0.38,  75.4370,  
14.37,  0.44,  75.5781,  
17.06,  0.51,  75.7500,  
14.61,  0.45,  75.8901,  
12.55,  0.40,  76.0474,  
9.76,  0.34,  76.1870,  
6.99,  0.28,  76.3442,  
4.21,  0.21,  76.4844,  
2.13,  0.17,  76.6401,  
0.49,  0.13,  76.7813,  
3.28,  0.19,  76.9370,  
5.35,  0.24,  77.0781,  
8.82,  0.31,  77.2500,  
10.90,  0.36,  77.3901,  
13.68,  0.43,  77.5620,  
16.44,  0.49,  77.7031,  
15.31,  0.47,  77.8750,  
12.56,  0.41,  78.0313,  
9.78,  0.34,  78.1870,  
6.99,  0.28,  78.3281,  
4.91,  0.23,  78.4692,  
2.13,  0.17,  78.6094,  
0.49,  0.13,  78.7651,  
2.58,  0.17,  78.9063,  
5.35,  0.24,  79.0620,  
8.13,  0.30,  79.2031,  
10.90,  0.36,  79.3594,  
12.98,  0.41,  79.5000,  
15.75,  0.48,  79.6563,  
16.00,  0.48,  79.7974,  
13.26,  0.42,  79.9692,  
11.16,  0.37,  80.1094,  
8.37,  0.31,  80.2651,  
5.60,  0.24,  80.4063,  
2.82,  0.18,  80.5620,  
0.75,  0.14,  80.7031,  
2.58,  0.17,  80.8750,  
4.66,  0.22,  81.0151,  
7.43,  0.28,  81.1870,  
10.21,  0.35,  81.3281,  
12.98,  0.41,  81.5000,  
15.75,  0.48,  81.6401,  
16.02,  0.48,  81.8120,  
13.26,  0.42,  81.9531,  
10.47,  0.36,  82.1094,  
8.39,  0.31,  82.2500,  
5.60,  0.24,  82.4063,  
2.83,  0.18,  82.5474,  
0.14,  0.12,  82.7192,  
1.90,  0.17,  82.8594,  
4.66,  0.22,  83.0151,  
7.43,  0.28,  83.1563,  
10.20,  0.35,  83.3120,  
12.29,  0.40,  83.4531,  
15.75,  0.48,  83.6250,  
16.74,  0.50,  83.7651,  
13.91,  0.44,  83.9370,  
11.16,  0.37,  84.0781,  
8.39,  0.31,  84.2500,  
5.61,  0.24,  84.4224,  
2.83,  0.18,  84.5620,  
0.14,  0.12,  84.7031,  
2.58,  0.18,  84.8750,  
5.36,  0.24,  85.0151,  
7.44,  0.28,  85.1724,  
10.21,  0.35,  85.3120,  
12.99,  0.41,  85.4692,  
15.76,  0.48,  85.6094,  
16.74,  0.50,  85.7651,  
13.95,  0.44,  85.9063,  
11.17,  0.37,  86.0620,  
9.08,  0.32,  86.2031,  
5.61,  0.24,  86.3750,  
3.53,  0.20,  86.5151,  
0.75,  0.14,  86.6870,  
1.93,  0.16,  86.8281,  
4.66,  0.22,  87.0000,  
7.43,  0.28,  87.1401,  
10.21,  0.35,  87.2974,  
12.29,  0.40,  87.4370,  
15.06,  0.46,  87.5942,  
16.75,  0.50,  87.7344,  
13.95,  0.44,  87.8901,  
11.87,  0.39,  88.0313,  
9.09,  0.32,  88.1870,  
6.31,  0.26,  88.3281,  
4.23,  0.21,  88.4844,  
1.45,  0.15,  88.6250,  
1.23,  0.15,  88.7813,  
3.97,  0.20,  88.9224,  
6.04,  0.25,  89.0781,  
8.82,  0.32,  89.2192,  
11.60,  0.38,  89.3901,  
14.38,  0.44,  89.5313,  
17.07,  0.51,  89.6870,  
15.28,  0.47,  89.8281,  
12.57,  0.41,  89.9844,  
9.78,  0.34,  90.1250,  
7.00,  0.28,  90.2974,  
4.21,  0.21,  90.4370,  
2.14,  0.17,  90.5942,  
0.51,  0.13,  90.7344,  
3.27,  0.19,  90.8901,  
6.04,  0.25,  91.0313,  
8.13,  0.30,  91.1870,  
10.90,  0.36,  91.3281,  
13.67,  0.43,  91.5000,  
16.45,  0.49,  91.6401,  
15.29,  0.47,  91.8120,  
12.56,  0.41,  91.9531,  
9.78,  0.34,  92.1250,  
7.00,  0.28,  92.2651,  
4.21,  0.21,  92.4370,  
2.14,  0.17,  92.5781,  
1.22,  0.15,  92.7500,  
3.97,  0.21,  92.9224,  
6.73,  0.27,  93.0620,  
8.82,  0.32,  93.2031,  
11.59,  0.38,  93.3594,  
14.36,  0.44,  93.5000,  
16.45,  0.49,  93.6563,  
15.29,  0.47,  93.7974,  
12.56,  0.41,  93.9531,  
10.48,  0.36,  94.0942,  
7.70,  0.29,  94.2500,  
4.92,  0.23,  94.3901,  
2.14,  0.17,  94.5620,  
0.50,  0.13,  94.7031,  
3.27,  0.19,  94.8750,  
6.05,  0.25,  95.0151,  
8.83,  0.31,  95.1870,  
10.91,  0.36,  95.3281,  
13.68,  0.43,  95.4844,  
16.44,  0.49,  95.6250,  
15.29,  0.47,  95.7813,  
13.26,  0.42,  95.9224,  
10.47,  0.36,  96.0781,  
7.69,  0.29,  96.2192,  
4.91,  0.23,  96.3901,  
2.14,  0.17,  96.5313,  
0.14,  0.12,  96.6870,  
2.57,  0.17,  96.8281,  
5.35,  0.24,  96.9844,  
7.43,  0.28,  97.1250,  
10.21,  0.35,  97.2813,  
12.98,  0.41,  97.4224,  
15.75,  0.48,  97.5942,  
16.00,  0.48,  97.7344,  
13.26,  0.42,  97.8901,  
11.17,  0.37,  98.0313,  
8.38,  0.31,  98.1870,  
5.61,  0.24,  98.3281,  
3.53,  0.20,  98.4844,  
0.75,  0.14,  98.6250,  
1.91,  0.16,  98.7974,  
4.66,  0.22,  98.9370,  
7.43,  0.28,  99.0942,  
9.51,  0.33,  99.2344,  
12.29,  0.40,  99.3901,  
15.06,  0.46,  99.5313,  
16.74,  0.50,  99.6870,  
14.61,  0.45,  99.8281,  
11.86,  0.39,  99.9844,  
9.08,  0.33,  100.1250,  
6.30,  0.26,  100.2974,  
3.52,  0.20,  100.4370,  
1.44,  0.15,  100.5942,  
1.22,  0.15,  100.7344,  
3.96,  0.20,  100.8901,  
6.73,  0.27,  101.0313,  
8.82,  0.32,  101.1870,  
11.59,  0.38,  101.3281,  
14.37,  0.45,  101.5000,  
17.06,  0.51,  101.6401,  
14.60,  0.45,  101.7974,  
12.56,  0.41,  101.9370,  
9.78,  0.34,  102.0942,  
6.99,  0.28,  102.2344,  
4.21,  0.21,  102.4063,  
1.44,  0.15,  102.5474,  
0.50,  0.13,  102.7031,  
3.27,  0.19,  102.8442,  
6.04,  0.25,  103.0000,  
8.13,  0.30,  103.1401,  
11.60,  0.38,  103.3120,  
13.67,  0.43,  103.4531,  
16.45,  0.49,  103.6250,  
15.29,  0.47,  103.7651,  
12.56,  0.40,  103.9370,  
9.78,  0.34,  104.0781,  
7.00,  0.28,  104.2500,  
4.22,  0.21,  104.3901,  
1.43,  0.15,  104.5620,  
1.23,  0.15,  104.7031,  
3.27,  0.19,  104.8594,  
6.04,  0.25,  105.0000,  
8.83,  0.32,  105.1724,  
11.60,  0.38,  105.3120,  
14.37,  0.45,  105.4692,  
16.45,  0.49,  105.6094,  
15.28,  0.47,  105.7651,  
12.56,  0.41,  105.9063,  
9.78,  0.34,  106.0620,  
7.69,  0.29,  106.2031,  
4.91,  0.23,  106.3750,  
2.14,  0.17,  106.5151,  
0.50,  0.13,  106.6870,  
3.27,  0.19,  106.8281,  
6.05,  0.25,  107.0000,  
8.82,  0.32,  107.1401,  
11.60,  0.38,  107.3120,  
14.37,  0.44,  107.4531,  
17.06,  0.51,  107.6250,  
14.58,  0.45,  107.7974,  
11.85,  0.39,  107.9370,  
9.78,  0.34,  108.0781,  
7.00,  0.28,  108.2344,  
4.21,  0.21,  108.3750,  
2.13,  0.17,  108.5151,  
0.50,  0.13,  108.6563,  
3.27,  0.19,  108.8120,  
5.35,  0.24,  108.9531,  
8.13,  0.30,  109.1250,  
10.90,  0.36,  109.2651,  
13.68,  0.43,  109.4370,  
16.45,  0.49,  109.5781,  
15.28,  0.47,  109.7344,  
13.25,  0.42,  109.8750,  
9.78,  0.34,  110.0474,  
7.69,  0.29,  110.1870,  
4.90,  0.23,  110.3442,  
2.13,  0.17,  110.4844,  
0.14,  0.13,  110.6401,  
2.59,  0.17,  110.7813,  
5.35,  0.24,  110.9370,  
8.13,  0.30,  111.0781,  
10.21,  0.35,  111.2344,  
12.99,  0.41,  111.3750,  
15.75,  0.48,  111.5313,  
16.00,  0.48,  111.6724,  
13.26,  0.42,  111.8442,  
11.15,  0.37,  111.9844,  
8.38,  0.31,  112.1401,  
5.60,  0.24,  112.2813,  
2.82,  0.18,  112.4370,  
0.74,  0.14,  112.5781,  
1.92,  0.16,  112.7344,  
4.66,  0.22,  112.8750,  
6.73,  0.27,  113.0313,  
9.51,  0.33,  113.1724,  
12.29,  0.40,  113.3281,  
15.06,  0.46,  113.4692,  
16.73,  0.50,  113.6401,  
14.61,  0.45,  113.7813,  
11.86,  0.39,  113.9370,  
9.08,  0.32,  114.0781,  
6.30,  0.26,  114.2500,  
3.51,  0.20,  114.3901,  
0.74,  0.14,  114.5620,  
1.92,  0.16,  114.7031,  
4.66,  0.22,  114.8750,  
6.73,  0.27,  115.0151,  
10.21,  0.35,  115.1870,  
12.29,  0.40,  115.3281,  
15.07,  0.46,  115.5000,  
16.73,  0.50,  115.6401,  
13.92,  0.44,  115.7974,  
11.16,  0.37,  115.9370,  
9.08,  0.33,  116.0942,  
6.30,  0.26,  116.2344,  
3.52,  0.20,  116.3901,  
1.43,  0.15,  116.5313,  
1.21,  0.15,  116.6870,  
3.96,  0.21,  116.8281,  
6.73,  0.27,  117.0000,  
9.51,  0.33,  117.1401,  
12.29,  0.40,  117.3120,  
15.07,  0.46,  117.4531,  
16.73,  0.50,  117.6250,  
14.57,  0.45,  117.7651,  
11.15,  0.37,  117.9370,  
9.08,  0.32,  118.0781,  
6.30,  0.26,  118.2500,  
2.83,  0.18,  118.4224,  
0.74,  0.14,  118.5620,  
1.91,  0.16,  118.7031,  
4.65,  0.22,  118.8594,  
6.73,  0.27,  119.0000,  
9.51,  0.33,  119.1563,  
12.29,  0.40,  119.2974,  
15.07,  0.46,  119.4692,  
16.73,  0.50,  119.6094,  
