WORKSHOP 3 EXPORTED DATA: [C:\Workshop 96\Data Manager\Sharan Chandran\Ti6242\Ti6242-4-Old-FS\Day 1 - 11222.W02 - 1]
*************************************************************************************************
Source of data: ToolKit
WS3 File Version: 1.04
Number of bytes in subfile: 1761597
Total number of data points: 146768
Test date: 11/12/2017
Test time: 17:15:37
Player Step: 1
Step Capture No: 1
Actuator: 2
*************************************************************************************************
Actuator: 1  Channel:0,  Actuator: 1  Channel:1,  Actuator: 1  Channel:2,  
Load Current (kN),  Stroke Current (mm),  TIME (S),  
10.66,  0.38,  289.1720,  
7.86,  0.31,  289.3120,  
5.07,  0.24,  289.4840,  
2.30,  0.19,  289.6250,  
0.22,  0.14,  289.7810,  
2.45,  0.19,  289.9220,  
5.20,  0.25,  290.0940,  
7.96,  0.31,  290.2340,  
10.73,  0.37,  290.3910,  
12.81,  0.42,  290.5310,  
15.58,  0.49,  290.6870,  
16.16,  0.50,  290.8280,  
13.42,  0.44,  290.9840,  
11.36,  0.39,  291.1250,  
8.54,  0.32,  291.2970,  
5.77,  0.26,  291.4370,  
2.99,  0.20,  291.6090,  
0.23,  0.14,  291.7500,  
2.45,  0.19,  291.9220,  
5.21,  0.25,  292.0620,  
7.95,  0.31,  292.2340,  
10.73,  0.37,  292.3750,  
13.51,  0.44,  292.5470,  
16.29,  0.51,  292.6870,  
16.17,  0.50,  292.8440,  
13.45,  0.44,  292.9840,  
10.63,  0.37,  293.1410,  
8.59,  0.33,  293.2810,  
5.75,  0.26,  293.4370,  
3.02,  0.20,  293.5780,  
0.22,  0.14,  293.7340,  
1.80,  0.17,  293.8750,  
4.50,  0.24,  294.0470,  
7.26,  0.29,  294.1870,  
10.03,  0.36,  294.3590,  
12.82,  0.42,  294.5000,  
15.59,  0.49,  294.6560,  
16.92,  0.52,  294.7970,  
14.11,  0.45,  294.9530,  
11.33,  0.39,  295.0940,  
8.58,  0.33,  295.2500,  
6.42,  0.28,  295.3910,  
2.99,  0.20,  295.5620,  
0.91,  0.16,  295.7030,  
1.83,  0.17,  295.8590,  
4.53,  0.23,  296.0000,  
7.27,  0.29,  296.1720,  
9.34,  0.36,  296.3120,  
12.81,  0.42,  296.4840,  
14.91,  0.47,  296.6250,  
16.91,  0.52,  296.7810,  
14.14,  0.46,  296.9220,  
11.31,  0.39,  297.0780,  
9.26,  0.34,  297.2190,  
6.49,  0.28,  297.3750,  
3.68,  0.21,  297.5160,  
1.60,  0.17,  297.6720,  
1.07,  0.16,  297.8120,  
3.80,  0.22,  297.9840,  
6.57,  0.28,  298.1250,  
9.36,  0.34,  298.2810,  
11.42,  0.39,  298.4220,  
14.89,  0.47,  298.5940,  
16.96,  0.52,  298.7340,  
14.78,  0.47,  298.8910,  
12.02,  0.41,  299.0310,  
9.95,  0.34,  299.1870,  
7.16,  0.29,  299.3280,  
4.38,  0.23,  299.4840,  
1.60,  0.17,  299.6250,  
1.14,  0.16,  299.7970,  
3.09,  0.20,  299.9370,  
6.57,  0.28,  300.1090,  
8.65,  0.32,  300.2500,  
11.42,  0.39,  300.4220,  
14.20,  0.46,  300.5620,  
16.96,  0.52,  300.7190,  
14.80,  0.47,  300.8590,  
12.71,  0.42,  301.0160,  
9.94,  0.36,  301.1560,  
7.18,  0.29,  301.3120,  
5.06,  0.23,  301.4530,  
2.30,  0.18,  301.6090,  
0.35,  0.14,  301.7500,  
3.10,  0.20,  301.9060,  
5.19,  0.25,  302.0470,  
8.64,  0.32,  302.2190,  
10.73,  0.37,  302.3590,  
13.50,  0.44,  302.5160,  
16.30,  0.51,  302.6560,  
16.14,  0.50,  302.8120,  
13.41,  0.44,  302.9530,  
10.65,  0.37,  303.1090,  
7.84,  0.31,  303.2500,  
5.75,  0.26,  303.4060,  
2.97,  0.20,  303.5470,  
0.24,  0.14,  303.7030,  
1.80,  0.19,  303.8440,  
4.50,  0.23,  304.0000,  
7.27,  0.29,  304.1410,  
10.05,  0.36,  304.3120,  
12.81,  0.42,  304.4530,  
15.58,  0.49,  304.6090,  
16.91,  0.52,  304.7500,  
14.09,  0.45,  304.9220,  
11.32,  0.39,  305.0620,  
8.57,  0.33,  305.2340,  
5.76,  0.26,  305.3750,  
2.97,  0.20,  305.5310,  
0.90,  0.15,  305.6720,  
1.79,  0.17,  305.8280,  
4.50,  0.23,  305.9690,  
7.25,  0.29,  306.1410,  
10.03,  0.36,  306.2810,  
12.12,  0.41,  306.4370,  
14.89,  0.47,  306.5780,  
16.89,  0.52,  306.7340,  
14.11,  0.46,  306.8750,  
11.32,  0.39,  307.0470,  
9.24,  0.34,  307.1870,  
5.79,  0.26,  307.3590,  
3.65,  0.22,  307.5000,  
0.91,  0.15,  307.6720,  
1.78,  0.17,  307.8120,  
4.51,  0.23,  307.9840,  
7.28,  0.29,  308.1250,  
10.04,  0.36,  308.2970,  
12.81,  0.42,  308.4370,  
15.60,  0.49,  308.5940,  
16.91,  0.52,  308.7340,  
14.12,  0.46,  308.8910,  
11.35,  0.39,  309.0310,  
8.55,  0.32,  309.2030,  
5.77,  0.26,  309.3440,  
3.65,  0.21,  309.5000,  
0.89,  0.15,  309.6410,  
1.78,  0.17,  309.7970,  
3.79,  0.21,  309.9370,  
7.25,  0.29,  310.1090,  
9.36,  0.34,  310.2500,  
12.14,  0.41,  310.4060,  
14.90,  0.47,  310.5470,  
16.96,  0.52,  310.7030,  
14.77,  0.47,  310.8440,  
12.03,  0.41,  311.0000,  
9.24,  0.34,  311.1410,  
6.39,  0.28,  311.3120,  
4.39,  0.23,  311.4530,  
1.56,  0.17,  311.6090,  
1.09,  0.16,  311.7500,  
3.79,  0.22,  311.9060,  
5.89,  0.26,  312.0470,  
8.67,  0.32,  312.2030,  
11.44,  0.39,  312.3440,  
14.21,  0.46,  312.5160,  
16.96,  0.52,  312.6560,  
15.43,  0.49,  312.8120,  
12.73,  0.42,  312.9530,  
9.97,  0.36,  313.1090,  
7.14,  0.29,  313.2500,  
5.07,  0.25,  313.4060,  
2.27,  0.18,  313.5470,  
0.36,  0.14,  313.7190,  
3.10,  0.20,  313.8590,  
5.88,  0.26,  314.0160,  
7.95,  0.31,  314.1560,  
10.73,  0.37,  314.3120,  
13.53,  0.44,  314.4530,  
15.58,  0.49,  314.6090,  
16.11,  0.50,  314.7500,  
13.39,  0.44,  314.9060,  
10.64,  0.37,  315.0470,  
7.82,  0.31,  315.2190,  
5.79,  0.26,  315.3590,  
2.95,  0.20,  315.5160,  
0.22,  0.14,  315.6560,  
2.44,  0.19,  315.8120,  
4.53,  0.23,  315.9530,  
7.27,  0.29,  316.1090,  
10.03,  0.36,  316.2500,  
12.82,  0.42,  316.4220,  
15.59,  0.49,  316.5620,  
16.14,  0.50,  316.7340,  
13.43,  0.44,  316.8750,  
11.32,  0.39,  317.0310,  
8.54,  0.32,  317.1720,  
5.77,  0.26,  317.3440,  
2.97,  0.20,  317.4840,  
0.21,  0.14,  317.6410,  
1.79,  0.17,  317.7810,  
4.50,  0.23,  317.9370,  
7.26,  0.29,  318.0780,  
9.34,  0.34,  318.2340,  
12.13,  0.41,  318.3750,  
14.90,  0.47,  318.5310,  
16.89,  0.52,  318.6720,  
14.13,  0.46,  318.8440,  
12.02,  0.41,  318.9840,  
9.22,  0.34,  319.1410,  
6.47,  0.28,  319.2810,  
3.68,  0.21,  319.4370,  
1.58,  0.17,  319.5780,  
1.10,  0.17,  319.7500,  
3.80,  0.21,  319.8910,  
6.56,  0.28,  320.0620,  
9.34,  0.34,  320.2030,  
12.13,  0.41,  320.3590,  
14.19,  0.46,  320.5000,  
16.96,  0.52,  320.6560,  
14.76,  0.47,  320.7970,  
12.02,  0.41,  320.9530,  
9.94,  0.36,  321.0940,  
6.45,  0.28,  321.2660,  
4.38,  0.23,  321.4060,  
1.58,  0.17,  321.5780,  
1.11,  0.16,  321.7190,  
3.79,  0.21,  321.8910,  
6.56,  0.28,  322.0310,  
9.35,  0.34,  322.1870,  
11.42,  0.39,  322.3280,  
14.20,  0.46,  322.4840,  
16.96,  0.52,  322.6250,  
14.78,  0.47,  322.7810,  
12.71,  0.42,  322.9220,  
9.95,  0.36,  323.0780,  
7.17,  0.29,  323.2190,  
4.36,  0.23,  323.3910,  
1.58,  0.17,  323.5310,  
0.36,  0.14,  323.6870,  
3.10,  0.20,  323.8280,  
5.87,  0.26,  324.0000,  
8.65,  0.32,  324.1410,  
11.43,  0.39,  324.3120,  
14.19,  0.45,  324.4530,  
16.95,  0.52,  324.6250,  
14.78,  0.47,  324.7660,  
12.00,  0.41,  324.9370,  
9.96,  0.36,  325.0780,  
7.16,  0.29,  325.2340,  
4.36,  0.23,  325.3750,  
1.57,  0.17,  325.5310,  
0.36,  0.14,  325.6720,  
3.10,  0.20,  325.8440,  
5.88,  0.26,  325.9840,  
8.64,  0.32,  326.1410,  
11.43,  0.39,  326.2810,  
13.50,  0.44,  326.4370,  
16.27,  0.51,  326.5780,  
15.44,  0.49,  326.7500,  
12.73,  0.42,  326.8910,  
9.95,  0.36,  327.0620,  
7.17,  0.29,  327.2030,  
5.05,  0.25,  327.3590,  
2.28,  0.18,  327.5000,  
0.35,  0.14,  327.6560,  
3.10,  0.20,  327.7970,  
5.18,  0.24,  327.9530,  
7.96,  0.31,  328.0940,  
10.74,  0.37,  328.2660,  
13.52,  0.44,  328.4060,  
16.27,  0.51,  328.5780,  
15.42,  0.49,  328.7190,  
12.72,  0.42,  328.8910,  
9.95,  0.36,  329.0310,  
7.86,  0.31,  329.1870,  
5.07,  0.25,  329.3280,  
2.29,  0.19,  329.4840,  
0.22,  0.14,  329.6250,  
2.44,  0.19,  329.7810,  
5.19,  0.24,  329.9220,  
7.95,  0.31,  330.0940,  
10.73,  0.37,  330.2340,  
13.51,  0.44,  330.3910,  
15.58,  0.49,  330.5310,  
16.12,  0.50,  330.6870,  
13.43,  0.44,  330.8280,  
11.33,  0.39,  330.9840,  
8.55,  0.33,  331.1250,  
5.77,  0.26,  331.2970,  
2.96,  0.20,  331.4370,  
0.22,  0.14,  331.5940,  
1.80,  0.17,  331.7340,  
4.51,  0.23,  331.8910,  
7.26,  0.29,  332.0310,  
10.04,  0.36,  332.2030,  
12.81,  0.42,  332.3440,  
15.59,  0.49,  332.5160,  
16.12,  0.50,  332.6560,  
13.43,  0.44,  332.8280,  
11.34,  0.39,  332.9690,  
8.55,  0.33,  333.1250,  
5.74,  0.26,  333.2660,  
3.00,  0.20,  333.4220,  
0.89,  0.15,  333.5620,  
1.77,  0.17,  333.7340,  
4.50,  0.23,  333.8750,  
7.28,  0.29,  334.0310,  
10.05,  0.36,  334.1720,  
12.12,  0.41,  334.3280,  
14.88,  0.47,  334.4690,  
16.89,  0.52,  334.6250,  
14.76,  0.47,  334.7660,  
11.31,  0.39,  334.9370,  
9.25,  0.34,  335.0780,  
6.47,  0.28,  335.2340,  
3.67,  0.21,  335.3750,  
0.89,  0.16,  335.5470,  
1.81,  0.17,  335.6870,  
3.80,  0.21,  335.8440,  
6.57,  0.28,  335.9840,  
9.34,  0.34,  336.1410,  
11.41,  0.41,  336.2810,  
14.20,  0.45,  336.4370,  
16.95,  0.52,  336.5780,  
14.76,  0.47,  336.7340,  
12.74,  0.42,  336.8750,  
9.95,  0.36,  337.0310,  
7.15,  0.29,  337.1720,  
4.38,  0.23,  337.3440,  
1.60,  0.17,  337.4840,  
0.35,  0.14,  337.6410,  
3.10,  0.20,  337.7810,  
5.87,  0.26,  337.9370,  
8.65,  0.32,  338.0780,  
10.73,  0.37,  338.2340,  
13.51,  0.44,  338.3750,  
16.27,  0.50,  338.5470,  
15.42,  0.49,  338.6870,  
12.72,  0.42,  338.8590,  
9.97,  0.36,  339.0000,  
7.15,  0.29,  339.1720,  
4.35,  0.23,  339.3120,  
1.59,  0.17,  339.4840,  
0.36,  0.14,  339.6250,  
3.81,  0.22,  339.7970,  
6.55,  0.27,  339.9690,  
9.35,  0.34,  340.1090,  
11.45,  0.39,  340.2500,  
14.19,  0.45,  340.4060,  
16.95,  0.52,  340.5470,  
15.43,  0.49,  340.7030,  
12.73,  0.42,  340.8440,  
9.95,  0.36,  341.0000,  
7.87,  0.31,  341.1410,  
5.06,  0.25,  341.2970,  
2.29,  0.18,  341.4370,  
0.35,  0.14,  341.6090,  
3.10,  0.20,  341.7500,  
5.19,  0.25,  341.9060,  
7.95,  0.31,  342.0470,  
10.72,  0.37,  342.2190,  
13.50,  0.44,  342.3590,  
16.27,  0.50,  342.5160,  
16.14,  0.50,  342.6560,  
13.44,  0.44,  342.8120,  
10.64,  0.37,  342.9530,  
7.85,  0.31,  343.1250,  
5.07,  0.25,  343.2660,  
2.28,  0.18,  343.4370,  
0.36,  0.14,  343.5780,  
2.45,  0.19,  343.7340,  
5.20,  0.25,  343.8750,  
7.96,  0.31,  344.0310,  
10.03,  0.37,  344.1720,  
12.81,  0.42,  344.3280,  
15.58,  0.49,  344.4690,  
16.17,  0.50,  344.6410,  
13.44,  0.44,  344.7810,  
10.63,  0.37,  344.9370,  
8.55,  0.33,  345.0780,  
5.77,  0.26,  345.2340,  
2.98,  0.20,  345.3750,  
0.23,  0.14,  345.5470,  
2.44,  0.19,  345.6870,  
5.19,  0.25,  345.8590,  
7.27,  0.29,  346.0000,  
10.72,  0.37,  346.1720,  
13.51,  0.44,  346.3280,  
16.27,  0.51,  346.4840,  
16.14,  0.50,  346.6250,  
13.44,  0.44,  346.7810,  
10.64,  0.37,  346.9220,  
7.85,  0.31,  347.0940,  
5.77,  0.26,  347.2340,  
3.00,  0.20,  347.3910,  
0.23,  0.14,  347.5310,  
2.45,  0.19,  347.7030,  
5.19,  0.24,  347.8440,  
7.26,  0.29,  348.0000,  
10.05,  0.36,  348.1410,  
12.81,  0.42,  348.2970,  
15.58,  0.49,  348.4370,  
16.90,  0.52,  348.5940,  
14.10,  0.46,  348.7340,  
11.35,  0.39,  348.8910,  
9.25,  0.34,  349.0310,  
6.47,  0.28,  349.1870,  
3.68,  0.21,  349.3280,  
0.91,  0.15,  349.5000,  
1.80,  0.17,  349.6410,  
4.52,  0.23,  349.8120,  
7.25,  0.29,  349.9530,  
9.34,  0.34,  350.1090,  
12.12,  0.41,  350.2500,  
14.89,  0.47,  350.4060,  
16.94,  0.52,  350.5470,  
14.77,  0.47,  350.7030,  
12.03,  0.41,  350.8440,  
9.24,  0.34,  351.0160,  
6.47,  0.28,  351.1560,  
3.67,  0.21,  351.3120,  
1.57,  0.17,  351.4530,  
1.11,  0.16,  351.6090,  
3.80,  0.21,  351.7500,  
5.87,  0.26,  351.9060,  
8.65,  0.32,  352.0470,  
11.42,  0.39,  352.2190,  
14.20,  0.46,  352.3590,  
16.95,  0.52,  352.5160,  
15.42,  0.48,  352.6560,  
12.73,  0.42,  352.8120,  
9.96,  0.36,  352.9530,  
7.17,  0.29,  353.1090,  
5.05,  0.24,  353.2500,  
2.31,  0.18,  353.4060,  
0.36,  0.14,  353.5470,  
3.10,  0.20,  353.7190,  
5.87,  0.26,  353.8590,  
7.98,  0.31,  354.0160,  
10.74,  0.37,  354.1560,  
13.50,  0.44,  354.3120,  
15.58,  0.50,  354.4530,  
16.15,  0.50,  354.6090,  
13.44,  0.44,  354.7500,  
10.63,  0.37,  354.9220,  
7.86,  0.31,  355.0620,  
5.06,  0.25,  355.2340,  
2.29,  0.18,  355.3750,  
0.36,  0.14,  355.5470,  
2.44,  0.18,  355.6870,  
5.19,  0.24,  355.8440,  
7.96,  0.31,  355.9840,  
10.73,  0.37,  356.1410,  
12.81,  0.42,  356.2810,  
15.59,  0.49,  356.4370,  
16.16,  0.50,  356.5780,  
13.44,  0.44,  356.7340,  
11.31,  0.39,  356.8750,  
8.55,  0.33,  357.0310,  
5.78,  0.26,  357.1720,  
2.98,  0.20,  357.3440,  
0.22,  0.14,  357.4840,  
1.80,  0.17,  357.6410,  
4.49,  0.23,  357.7810,  
7.25,  0.29,  357.9370,  
9.35,  0.34,  358.0780,  
12.13,  0.41,  358.2340,  
14.88,  0.47,  358.3750,  
16.90,  0.52,  358.5470,  
14.11,  0.46,  358.6870,  
11.33,  0.39,  358.8590,  
8.55,  0.33,  359.0000,  
5.76,  0.26,  359.1720,  
3.68,  0.21,  359.3120,  
0.23,  0.14,  359.4840,  
1.79,  0.17,  359.6250,  
4.51,  0.23,  359.7810,  
7.27,  0.29,  359.9220,  
10.04,  0.36,  360.0940,  
12.82,  0.42,  360.2340,  
14.89,  0.47,  360.3910,  
16.90,  0.52,  360.5310,  
14.12,  0.46,  360.6870,  
12.03,  0.41,  360.8280,  
9.26,  0.34,  360.9840,  
6.49,  0.28,  361.1250,  
3.68,  0.21,  361.2810,  
1.60,  0.17,  361.4220,  
1.80,  0.17,  361.5940,  
3.80,  0.22,  361.7340,  
6.56,  0.28,  361.8910,  
9.35,  0.34,  362.0310,  
11.43,  0.39,  362.1870,  
14.21,  0.45,  362.3280,  
16.96,  0.52,  362.4840,  
14.75,  0.47,  362.6250,  
12.04,  0.41,  362.7970,  
9.95,  0.36,  362.9370,  
6.48,  0.28,  363.1090,  
4.38,  0.23,  363.2500,  
1.60,  0.17,  363.4220,  
1.10,  0.16,  363.5620,  
3.80,  0.21,  363.7190,  
6.56,  0.28,  363.8590,  
8.66,  0.32,  364.0160,  
11.43,  0.39,  364.1560,  
14.21,  0.46,  364.3120,  
16.27,  0.51,  364.4530,  
15.43,  0.49,  364.6090,  
12.74,  0.42,  364.7500,  
9.96,  0.36,  364.9060,  
7.85,  0.31,  365.0470,  
5.07,  0.23,  365.2190,  
2.30,  0.18,  365.3590,  
0.36,  0.14,  365.5160,  
3.11,  0.20,  365.6560,  
5.21,  0.24,  365.8120,  
7.96,  0.31,  365.9530,  
10.73,  0.37,  366.1090,  
13.51,  0.44,  366.2500,  
15.58,  0.49,  366.4060,  
16.15,  0.50,  366.5470,  
13.44,  0.44,  366.7030,  
11.34,  0.39,  366.8440,  
8.56,  0.33,  367.0000,  
5.76,  0.26,  367.1410,  
3.00,  0.20,  367.3120,  
0.23,  0.14,  367.4530,  
1.81,  0.17,  367.6090,  
4.50,  0.23,  367.7500,  
7.26,  0.29,  367.9060,  
10.05,  0.36,  368.0470,  
12.12,  0.40,  368.2030,  
14.89,  0.47,  368.3440,  
16.90,  0.52,  368.5000,  
14.11,  0.46,  368.6410,  
11.33,  0.39,  368.8120,  
9.26,  0.34,  368.9530,  
6.48,  0.28,  369.1090,  
3.67,  0.21,  369.2500,  
0.90,  0.15,  369.4060,  
1.09,  0.16,  369.5470,  
3.80,  0.21,  369.7190,  
6.56,  0.28,  369.8590,  
9.35,  0.34,  370.0160,  
12.11,  0.41,  370.1560,  
14.20,  0.45,  370.3120,  
16.97,  0.52,  370.4530,  
14.76,  0.47,  370.6090,  
12.73,  0.42,  370.7500,  
9.97,  0.36,  370.9060,  
7.16,  0.29,  371.0470,  
4.37,  0.23,  371.2190,  
1.60,  0.17,  371.3590,  
1.09,  0.16,  371.5160,  
3.10,  0.20,  371.6560,  
5.87,  0.26,  371.8120,  
8.65,  0.32,  371.9530,  
11.42,  0.39,  372.1250,  
13.50,  0.46,  372.2660,  
16.95,  0.52,  372.4370,  
15.43,  0.49,  372.5780,  
12.74,  0.41,  372.7500,  
9.96,  0.36,  372.8910,  
7.17,  0.29,  373.0620,  
4.37,  0.23,  373.2030,  
1.60,  0.17,  373.3590,  
0.35,  0.14,  373.5000,  
3.10,  0.20,  373.6560,  
5.88,  0.26,  373.7970,  
8.65,  0.32,  373.9530,  
10.73,  0.37,  374.0940,  
13.50,  0.44,  374.2500,  
16.27,  0.51,  374.3910,  
15.44,  0.49,  374.5470,  
13.44,  0.44,  374.6870,  
10.65,  0.37,  374.8590,  
7.86,  0.31,  375.0000,  
5.08,  0.25,  375.1720,  
2.28,  0.18,  375.3120,  
0.36,  0.14,  375.4690,  
2.45,  0.19,  375.6090,  
5.20,  0.24,  375.7660,  
7.98,  0.31,  375.9060,  
10.74,  0.37,  376.0620,  
12.81,  0.42,  376.2030,  
15.60,  0.49,  376.3590,  
16.16,  0.50,  376.5000,  
13.44,  0.44,  376.6560,  
11.33,  0.39,  376.7970,  
8.56,  0.33,  376.9530,  
5.77,  0.26,  377.0940,  
3.00,  0.20,  377.2660,  
0.90,  0.14,  377.4060,  
1.80,  0.17,  377.5620,  
4.51,  0.23,  377.7030,  
7.26,  0.29,  377.8590,  
9.36,  0.34,  378.0000,  
12.12,  0.41,  378.1560,  
14.89,  0.47,  378.2970,  
16.90,  0.52,  378.4690,  
14.10,  0.45,  378.6090,  
12.03,  0.41,  378.7660,  
9.27,  0.34,  378.9060,  
6.47,  0.28,  379.0620,  
3.68,  0.21,  379.2030,  
1.61,  0.17,  379.3590,  
1.10,  0.16,  379.5000,  
3.79,  0.21,  379.6560,  
5.88,  0.26,  379.7970,  
9.35,  0.34,  379.9690,  
11.42,  0.39,  380.1090,  
14.19,  0.45,  380.2660,  
16.96,  0.52,  380.4060,  
14.76,  0.47,  380.5620,  
12.74,  0.42,  380.7030,  
9.97,  0.36,  380.8590,  
7.16,  0.29,  381.0000,  
4.37,  0.23,  381.1720,  
1.59,  0.17,  381.3120,  
1.08,  0.16,  381.4840,  
3.10,  0.20,  381.6250,  
6.56,  0.27,  381.7970,  
8.66,  0.32,  381.9370,  
11.42,  0.39,  382.0940,  
14.20,  0.46,  382.2340,  
16.28,  0.50,  382.3910,  
15.42,  0.49,  382.5310,  
12.74,  0.42,  382.7030,  
9.96,  0.36,  382.8440,  
7.14,  0.29,  383.0000,  
5.07,  0.24,  383.1410,  
2.29,  0.18,  383.2970,  
0.35,  0.14,  383.4370,  
3.10,  0.20,  383.6090,  
5.87,  0.26,  383.7500,  
7.95,  0.31,  383.9060,  
10.74,  0.37,  384.0470,  
13.52,  0.44,  384.2030,  
16.27,  0.50,  384.3440,  
16.16,  0.50,  384.5000,  
13.45,  0.44,  384.6410,  
10.63,  0.37,  384.8120,  
7.85,  0.31,  384.9530,  
5.07,  0.24,  385.1090,  
2.98,  0.20,  385.2500,  
0.21,  0.14,  385.4060,  
2.46,  0.19,  385.5470,  
5.20,  0.24,  385.7030,  
7.27,  0.29,  385.8440,  
10.04,  0.36,  386.0160,  
12.81,  0.42,  386.1560,  
15.58,  0.49,  386.3120,  
16.14,  0.50,  386.4530,  
14.11,  0.45,  386.6090,  
11.33,  0.39,  386.7500,  
8.57,  0.33,  386.9060,  
6.47,  0.28,  387.0470,  
3.01,  0.20,  387.2190,  
0.90,  0.15,  387.3590,  
1.80,  0.17,  387.5160,  
4.51,  0.23,  387.6560,  
6.56,  0.28,  387.8120,  
9.35,  0.34,  387.9530,  
12.12,  0.40,  388.1090,  
14.89,  0.47,  388.2500,  
16.96,  0.52,  388.4060,  
14.76,  0.47,  388.5470,  
12.03,  0.40,  388.7030,  
9.25,  0.34,  388.8440,  
6.47,  0.28,  389.0160,  
4.39,  0.23,  389.1560,  
1.60,  0.17,  389.3120,  
1.08,  0.16,  389.4530,  
3.79,  0.21,  389.6090,  
5.87,  0.26,  389.7500,  
8.66,  0.32,  389.9060,  
11.43,  0.39,  390.0470,  
14.21,  0.45,  390.2190,  
16.95,  0.52,  390.3590,  
15.42,  0.49,  390.5160,  
12.73,  0.42,  390.6560,  
9.96,  0.36,  390.8120,  
7.86,  0.31,  390.9530,  
4.36,  0.23,  391.1250,  
2.29,  0.18,  391.2660,  
0.35,  0.14,  391.4370,  
3.10,  0.20,  391.5780,  
5.87,  0.26,  391.7340,  
8.65,  0.32,  391.8750,  
11.42,  0.39,  392.0470,  
13.52,  0.44,  392.1870,  
16.96,  0.52,  392.3590,  
15.43,  0.49,  392.5000,  
12.74,  0.42,  392.6560,  
9.96,  0.36,  392.7970,  
7.18,  0.29,  392.9690,  
4.38,  0.23,  393.1090,  
2.29,  0.19,  393.2660,  
0.36,  0.14,  393.4060,  
3.10,  0.20,  393.5620,  
5.21,  0.25,  393.7030,  
8.66,  0.32,  393.8750,  
10.73,  0.37,  394.0160,  
13.51,  0.44,  394.1870,  
16.28,  0.51,  394.3280,  
15.42,  0.49,  394.4840,  
12.73,  0.42,  394.6250,  
10.65,  0.37,  394.7810,  
7.87,  0.31,  394.9220,  
5.07,  0.25,  395.0780,  
2.98,  0.20,  395.2190,  
0.35,  0.14,  395.3910,  
2.44,  0.19,  395.5310,  
5.19,  0.24,  395.6870,  
7.95,  0.31,  395.8280,  
10.74,  0.37,  395.9840,  
12.81,  0.42,  396.1250,  
15.59,  0.49,  396.2810,  
16.15,  0.50,  396.4220,  
13.44,  0.44,  396.5940,  
10.65,  0.37,  396.7340,  
8.54,  0.32,  396.8910,  
5.76,  0.26,  397.0310,  
2.99,  0.20,  397.1870,  
0.90,  0.15,  397.3280,  
1.81,  0.17,  397.4840,  
4.51,  0.23,  397.6250,  
7.27,  0.29,  397.7810,  
9.34,  0.34,  397.9220,  
12.13,  0.41,  398.0940,  
14.90,  0.47,  398.2340,  
16.90,  0.52,  398.3910,  
14.11,  0.45,  398.5310,  
12.04,  0.41,  398.6870,  
9.28,  0.34,  398.8280,  
6.45,  0.28,  398.9840,  
3.67,  0.21,  399.1250,  
0.91,  0.15,  399.2970,  
1.08,  0.16,  399.4370,  
3.80,  0.21,  399.5940,  
6.57,  0.28,  399.7340,  
9.36,  0.34,  399.8910,  
11.43,  0.39,  400.0310,  
15.59,  0.49,  400.2500,  
16.90,  0.52,  400.3910,  
14.11,  0.46,  400.5310,  
12.04,  0.41,  400.6720,  
9.26,  0.34,  400.8120,  
7.17,  0.29,  400.9530,  
4.38,  0.23,  401.1090,  
0.91,  0.16,  401.2810,  
1.77,  0.17,  401.4370,  
3.79,  0.21,  401.5780,  
6.55,  0.27,  401.7340,  
9.36,  0.34,  401.8750,  
11.43,  0.39,  402.0310,  
14.19,  0.45,  402.1720,  
16.95,  0.52,  402.3280,  
15.43,  0.48,  402.4690,  
12.74,  0.42,  402.6250,  
9.95,  0.36,  402.7660,  
7.18,  0.29,  402.9370,  
4.38,  0.23,  403.0780,  
2.28,  0.18,  403.2340,  
0.35,  0.14,  403.3750,  
3.09,  0.20,  403.5310,  
5.88,  0.26,  403.6720,  
8.65,  0.32,  403.8440,  
10.74,  0.37,  403.9840,  
13.50,  0.44,  404.1410,  
16.28,  0.50,  404.2810,  
15.44,  0.48,  404.4370,  
13.44,  0.44,  404.5780,  
10.62,  0.37,  404.7340,  
7.86,  0.31,  404.8750,  
5.07,  0.24,  405.0470,  
2.30,  0.18,  405.1870,  
0.35,  0.14,  405.3590,  
2.45,  0.19,  405.5000,  
5.87,  0.26,  405.6720,  
7.96,  0.31,  405.8120,  
10.72,  0.37,  405.9840,  
13.50,  0.44,  406.1250,  
16.26,  0.51,  406.2810,  
15.43,  0.49,  406.4220,  
12.75,  0.42,  406.5940,  
10.64,  0.37,  406.7340,  
7.85,  0.31,  406.8910,  
5.08,  0.25,  407.0310,  
2.29,  0.19,  407.2030,  
0.35,  0.14,  407.3440,  
3.10,  0.20,  407.5000,  
5.20,  0.25,  407.6410,  
7.96,  0.31,  407.7970,  
10.74,  0.37,  407.9370,  
13.50,  0.44,  408.1090,  
15.59,  0.50,  408.2500,  
16.16,  0.50,  408.4060,  
13.44,  0.44,  408.5470,  
10.63,  0.37,  408.7190,  
7.86,  0.31,  408.8590,  
5.08,  0.25,  409.0160,  
2.98,  0.20,  409.1560,  
0.24,  0.14,  409.3120,  
2.45,  0.19,  409.4530,  
4.50,  0.23,  409.6090,  
7.27,  0.29,  409.7500,  
10.04,  0.36,  409.9220,  
12.81,  0.42,  410.0620,  
15.59,  0.49,  410.2340,  
16.15,  0.50,  410.3750,  
13.44,  0.44,  410.5310,  
11.34,  0.39,  410.6720,  
8.56,  0.33,  410.8440,  
5.76,  0.26,  410.9840,  
2.98,  0.20,  411.1410,  
