WORKSHOP 3 EXPORTED DATA: [C:\Workshop 96\Data Manager\Sharan Chandran\Ti6242\Ti6242-4-Old-FS\Day 2 - 5800.W02 - 1]
*************************************************************************************************
Source of data: ToolKit
WS3 File Version: 1.04
Number of bytes in subfile: 715209
Total number of data points: 59569
Test date: 08/01/2018
Test time: 17:26:49
Player Step: 1
Step Capture No: 1
Actuator: 2
*************************************************************************************************
Actuator: 1  Channel:0,  Actuator: 1  Channel:1,  Actuator: 1  Channel:2,  
11.98,  0.38,  22.0470,  
14.06,  0.43,  22.1870,  
17.03,  0.50,  22.3590,  
14.89,  0.45,  22.5000,  
12.20,  0.39,  22.6720,  
9.40,  0.32,  22.8120,  
6.60,  0.26,  22.9690,  
3.84,  0.20,  23.1090,  
1.73,  0.15,  23.2660,  
0.92,  0.13,  23.4060,  
3.63,  0.19,  23.5620,  
5.77,  0.23,  23.7030,  
8.53,  0.30,  23.8590,  
11.27,  0.36,  24.0000,  
14.05,  0.43,  24.1720,  
16.81,  0.49,  24.3120,  
14.89,  0.45,  24.4840,  
12.19,  0.39,  24.6250,  
10.09,  0.34,  24.7810,  
7.29,  0.27,  24.9220,  
4.55,  0.21,  25.0780,  
1.75,  0.15,  25.2190,  
0.19,  0.11,  25.3750,  
2.99,  0.17,  25.5160,  
5.74,  0.24,  25.6720,  
7.81,  0.28,  25.8120,  
11.28,  0.36,  25.9840,  
13.39,  0.41,  26.1250,  
16.13,  0.48,  26.2810,  
15.60,  0.47,  26.4220,  
13.57,  0.42,  26.5780,  
10.77,  0.35,  26.7190,  
8.01,  0.29,  26.8750,  
5.22,  0.23,  27.0160,  
2.45,  0.16,  27.1870,  
0.37,  0.12,  27.3280,  
2.33,  0.16,  27.4840,  
5.07,  0.22,  27.6250,  
7.79,  0.28,  27.7810,  
9.90,  0.33,  27.9220,  
13.38,  0.41,  28.0940,  
15.44,  0.46,  28.2340,  
16.32,  0.48,  28.3910,  
13.55,  0.42,  28.5310,  
11.48,  0.37,  28.6870,  
8.72,  0.31,  28.8280,  
5.93,  0.24,  28.9840,  
3.13,  0.18,  29.1250,  
0.38,  0.12,  29.2970,  
1.63,  0.15,  29.4370,  
5.05,  0.22,  29.6090,  
7.10,  0.27,  29.7500,  
9.91,  0.33,  29.9060,  
12.68,  0.40,  30.0470,  
15.42,  0.46,  30.2190,  
16.34,  0.48,  30.3590,  
14.21,  0.43,  30.5160,  
11.47,  0.37,  30.6560,  
8.72,  0.31,  30.8120,  
6.62,  0.26,  30.9530,  
3.13,  0.18,  31.1250,  
1.07,  0.14,  31.2660,  
1.66,  0.15,  31.4370,  
4.32,  0.20,  31.5780,  
7.11,  0.27,  31.7340,  
9.94,  0.33,  31.8750,  
12.67,  0.40,  32.0470,  
14.75,  0.45,  32.1870,  
16.32,  0.48,  32.3590,  
14.20,  0.43,  32.5000,  
11.48,  0.37,  32.6720,  
8.71,  0.31,  32.8120,  
5.89,  0.24,  32.9840,  
3.14,  0.18,  33.1250,  
0.38,  0.12,  33.2810,  
1.63,  0.14,  33.4220,  
4.35,  0.20,  33.5780,  
7.09,  0.27,  33.7190,  
9.91,  0.33,  33.8910,  
12.67,  0.40,  34.0310,  
14.74,  0.45,  34.1870,  
17.04,  0.50,  34.3280,  
14.22,  0.43,  34.4840,  
11.47,  0.37,  34.6250,  
9.40,  0.32,  34.7810,  
6.61,  0.26,  34.9220,  
3.82,  0.19,  35.0940,  
1.07,  0.13,  35.2340,  
1.65,  0.14,  35.3910,  
3.63,  0.19,  35.5310,  
6.45,  0.25,  35.6870,  
9.22,  0.32,  35.8280,  
11.97,  0.38,  35.9840,  
14.06,  0.43,  36.1250,  
16.81,  0.49,  36.2970,  
14.89,  0.45,  36.4370,  
12.20,  0.39,  36.6090,  
9.40,  0.32,  36.7500,  
6.62,  0.26,  36.9220,  
3.83,  0.19,  37.0620,  
1.05,  0.13,  37.2340,  
1.63,  0.14,  37.3750,  
4.34,  0.20,  37.5470,  
6.41,  0.25,  37.6870,  
9.22,  0.32,  37.8440,  
11.98,  0.38,  37.9840,  
14.74,  0.45,  38.1410,  
16.81,  0.50,  38.2810,  
14.88,  0.45,  38.4370,  
12.19,  0.39,  38.5780,  
9.41,  0.32,  38.7340,  
7.32,  0.28,  38.8750,  
4.53,  0.21,  39.0310,  
1.75,  0.15,  39.1720,  
0.91,  0.13,  39.3440,  
2.97,  0.19,  39.4840,  
5.76,  0.24,  39.6410,  
8.52,  0.30,  39.7810,  
11.28,  0.36,  39.9370,  
13.37,  0.41,  40.0780,  
16.12,  0.48,  40.2500,  
15.60,  0.47,  40.3910,  
12.90,  0.40,  40.5310,  
10.76,  0.35,  40.6720,  
8.00,  0.29,  40.8280,  
5.26,  0.23,  40.9690,  
2.42,  0.16,  41.1250,  
0.38,  0.12,  41.2660,  
2.31,  0.16,  41.4370,  
5.07,  0.22,  41.5780,  
7.82,  0.28,  41.7340,  
9.91,  0.35,  41.8750,  
12.70,  0.40,  42.0310,  
15.43,  0.46,  42.1720,  
16.33,  0.48,  42.3280,  
14.21,  0.43,  42.4690,  
10.75,  0.35,  42.6410,  
8.73,  0.31,  42.7810,  
5.89,  0.24,  42.9370,  
3.13,  0.18,  43.0780,  
1.04,  0.13,  43.2340,  
1.65,  0.15,  43.3750,  
4.32,  0.20,  43.5310,  
7.10,  0.27,  43.6720,  
9.89,  0.33,  43.8440,  
11.97,  0.38,  43.9840,  
14.74,  0.45,  44.1410,  
17.04,  0.50,  44.2810,  
14.20,  0.43,  44.4370,  
12.20,  0.39,  44.5780,  
9.42,  0.32,  44.7340,  
6.61,  0.26,  44.8750,  
3.83,  0.20,  45.0310,  
1.76,  0.15,  45.1720,  
0.91,  0.13,  45.3440,  
3.64,  0.19,  45.4840,  
6.41,  0.25,  45.6410,  
9.20,  0.31,  45.7810,  
11.29,  0.36,  45.9370,  
14.05,  0.43,  46.0780,  
16.81,  0.49,  46.2500,  
14.90,  0.45,  46.3910,  
12.20,  0.39,  46.5620,  
9.42,  0.32,  46.7030,  
7.31,  0.27,  46.8590,  
4.54,  0.21,  47.0000,  
1.76,  0.15,  47.1720,  
0.91,  0.13,  47.3120,  
3.62,  0.19,  47.4690,  
5.75,  0.24,  47.6090,  
8.52,  0.30,  47.7660,  
11.27,  0.36,  47.9060,  
14.05,  0.43,  48.0620,  
16.13,  0.48,  48.2030,  
15.62,  0.47,  48.3590,  
12.90,  0.40,  48.5000,  
10.08,  0.34,  48.6560,  
8.02,  0.29,  48.7970,  
5.24,  0.23,  48.9530,  
2.41,  0.16,  49.0940,  
0.20,  0.11,  49.2660,  
2.33,  0.16,  49.4060,  
5.06,  0.22,  49.5620,  
7.79,  0.28,  49.7030,  
10.59,  0.35,  49.8590,  
12.68,  0.40,  50.0000,  
16.12,  0.48,  50.1720,  
16.34,  0.48,  50.3120,  
13.55,  0.42,  50.4840,  
10.76,  0.35,  50.6250,  
8.04,  0.29,  50.7810,  
5.25,  0.23,  50.9220,  
3.12,  0.18,  51.0780,  
0.38,  0.12,  51.2190,  
2.32,  0.16,  51.3910,  
5.05,  0.22,  51.5310,  
7.81,  0.28,  51.7030,  
10.59,  0.35,  51.8440,  
13.38,  0.41,  52.0160,  
15.43,  0.48,  52.1560,  
16.34,  0.49,  52.3120,  
13.55,  0.42,  52.4530,  
10.75,  0.35,  52.6090,  
8.71,  0.31,  52.7500,  
5.93,  0.24,  52.9060,  
3.13,  0.18,  53.0470,  
0.37,  0.12,  53.2030,  
1.62,  0.14,  53.3440,  
4.34,  0.20,  53.5160,  
7.09,  0.27,  53.6560,  
9.88,  0.33,  53.8120,  
12.67,  0.40,  53.9530,  
14.74,  0.45,  54.1090,  
17.04,  0.50,  54.2500,  
14.19,  0.43,  54.4220,  
11.48,  0.37,  54.5620,  
8.70,  0.31,  54.7340,  
5.88,  0.24,  54.8750,  
3.16,  0.18,  55.0310,  
1.07,  0.13,  55.1720,  
1.65,  0.14,  55.3440,  
4.34,  0.20,  55.4840,  
7.08,  0.27,  55.6410,  
9.27,  0.32,  55.7810,  
11.95,  0.38,  55.9370,  
14.77,  0.45,  56.0780,  
17.04,  0.50,  56.2340,  
14.87,  0.45,  56.3750,  
12.20,  0.39,  56.5310,  
9.38,  0.32,  56.6720,  
6.62,  0.26,  56.8440,  
3.86,  0.20,  56.9840,  
1.75,  0.15,  57.1410,  
0.92,  0.13,  57.2810,  
3.63,  0.19,  57.4370,  
6.44,  0.25,  57.5780,  
9.22,  0.32,  57.7500,  
11.27,  0.36,  57.8910,  
14.06,  0.43,  58.0620,  
16.81,  0.50,  58.2030,  
14.88,  0.45,  58.3590,  
12.21,  0.39,  58.5000,  
9.40,  0.32,  58.6720,  
6.59,  0.26,  58.8120,  
3.86,  0.20,  58.9840,  
1.73,  0.15,  59.1250,  
0.91,  0.13,  59.2810,  
3.63,  0.19,  59.4220,  
6.43,  0.25,  59.5940,  
9.24,  0.32,  59.7340,  
11.26,  0.36,  59.8910,  
14.08,  0.43,  60.0310,  
16.81,  0.49,  60.1870,  
14.91,  0.45,  60.3280,  
12.92,  0.40,  60.4840,  
10.05,  0.34,  60.6250,  
7.33,  0.28,  60.7970,  
4.54,  0.21,  60.9370,  
1.77,  0.15,  61.1090,  
0.91,  0.13,  61.2500,  
2.98,  0.17,  61.4060,  
5.75,  0.24,  61.5470,  
8.51,  0.30,  61.7030,  
11.27,  0.36,  61.8440,  
14.05,  0.43,  62.0160,  
16.13,  0.48,  62.1560,  
15.58,  0.47,  62.3120,  
12.90,  0.41,  62.4530,  
10.09,  0.34,  62.6250,  
7.30,  0.27,  62.7660,  
4.53,  0.21,  62.9370,  
1.76,  0.15,  63.0780,  
0.20,  0.11,  63.2340,  
2.98,  0.17,  63.3750,  
5.77,  0.24,  63.5310,  
7.80,  0.28,  63.6720,  
11.27,  0.36,  63.8440,  
13.38,  0.41,  63.9840,  
16.13,  0.48,  64.1410,  
15.60,  0.47,  64.2810,  
12.90,  0.40,  64.4370,  
10.74,  0.35,  64.5780,  
8.04,  0.29,  64.7500,  
5.21,  0.23,  64.8910,  
2.43,  0.17,  65.0620,  
0.20,  0.11,  65.2030,  
2.97,  0.17,  65.3750,  
5.77,  0.24,  65.5160,  
8.54,  0.30,  65.6870,  
11.26,  0.36,  65.8590,  
14.09,  0.43,  66.0000,  
16.11,  0.48,  66.1410,  
15.61,  0.47,  66.2970,  
12.90,  0.40,  66.4370,  
10.09,  0.34,  66.5940,  
8.02,  0.29,  66.7340,  
5.24,  0.23,  66.8910,  
2.44,  0.16,  67.0310,  
0.20,  0.12,  67.1870,  
2.32,  0.16,  67.3280,  
5.07,  0.22,  67.4840,  
7.81,  0.28,  67.6250,  
9.90,  0.33,  67.7810,  
12.67,  0.40,  67.9220,  
15.44,  0.46,  68.0940,  
16.33,  0.48,  68.2340,  
13.56,  0.42,  68.3910,  
11.46,  0.37,  68.5310,  
8.73,  0.31,  68.6870,  
5.91,  0.24,  68.8280,  
3.13,  0.18,  68.9840,  
1.06,  0.13,  69.1250,  
1.64,  0.15,  69.2970,  
4.34,  0.20,  69.4370,  
7.11,  0.27,  69.6090,  
9.89,  0.33,  69.7500,  
12.66,  0.40,  69.9060,  
14.76,  0.45,  70.0470,  
17.03,  0.50,  70.2030,  
14.23,  0.43,  70.3440,  
11.47,  0.37,  70.5160,  
8.71,  0.31,  70.6560,  
5.93,  0.24,  70.8280,  
3.11,  0.18,  70.9690,  
1.07,  0.13,  71.1250,  
1.63,  0.15,  71.2660,  
4.35,  0.20,  71.4220,  
6.41,  0.25,  71.5620,  
9.91,  0.33,  71.7340,  
11.98,  0.38,  71.8750,  
14.74,  0.45,  72.0310,  
17.03,  0.50,  72.1720,  
14.21,  0.44,  72.3440,  
11.48,  0.37,  72.4840,  
9.41,  0.32,  72.6410,  
6.63,  0.26,  72.7810,  
3.84,  0.20,  72.9370,  
1.05,  0.13,  73.0780,  
1.66,  0.15,  73.2500,  
3.63,  0.19,  73.3910,  
6.43,  0.27,  73.5620,  
9.23,  0.32,  73.7030,  
11.97,  0.38,  73.8590,  
14.75,  0.45,  74.0000,  
16.82,  0.50,  74.1560,  
14.89,  0.45,  74.2970,  
12.20,  0.39,  74.4530,  
9.41,  0.32,  74.5940,  
6.61,  0.26,  74.7660,  
4.53,  0.21,  74.9060,  
1.75,  0.15,  75.0620,  
0.91,  0.13,  75.2190,  
3.63,  0.19,  75.3590,  
5.77,  0.24,  75.5000,  
8.52,  0.30,  75.6720,  
11.26,  0.36,  75.8120,  
14.08,  0.43,  75.9840,  
16.82,  0.49,  76.1250,  
14.89,  0.45,  76.2810,  
12.90,  0.41,  76.4220,  
9.39,  0.32,  76.5940,  
7.30,  0.27,  76.7340,  
4.55,  0.21,  76.8910,  
1.74,  0.15,  77.0310,  
0.91,  0.13,  77.2030,  
3.63,  0.19,  77.3440,  
6.42,  0.25,  77.5160,  
8.55,  0.30,  77.6560,  
11.98,  0.38,  77.8280,  
14.06,  0.43,  77.9690,  
16.83,  0.49,  78.1250,  
14.90,  0.45,  78.2660,  
12.90,  0.40,  78.4220,  
10.05,  0.34,  78.5620,  
7.31,  0.27,  78.7190,  
4.54,  0.21,  78.8590,  
2.43,  0.16,  79.0160,  
0.20,  0.12,  79.1560,  
2.97,  0.17,  79.3120,  
5.04,  0.22,  79.4530,  
7.80,  0.28,  79.6090,  
10.59,  0.35,  79.7500,  
13.38,  0.41,  79.9060,  
15.43,  0.46,  80.0470,  
16.32,  0.48,  80.2030,  
13.56,  0.42,  80.3440,  
10.74,  0.36,  80.5000,  
8.72,  0.31,  80.6410,  
5.93,  0.24,  80.8120,  
3.14,  0.18,  80.9530,  
0.37,  0.12,  81.1250,  
2.33,  0.16,  81.2660,  
5.06,  0.22,  81.4370,  
7.82,  0.28,  81.5780,  
10.62,  0.35,  81.7340,  
12.67,  0.40,  81.8750,  
15.42,  0.46,  82.0310,  
16.33,  0.48,  82.1720,  
14.21,  0.43,  82.3280,  
11.48,  0.37,  82.4690,  
8.71,  0.31,  82.6410,  
5.93,  0.24,  82.7810,  
3.13,  0.18,  82.9370,  
1.07,  0.13,  83.0780,  
1.64,  0.15,  83.2340,  
4.35,  0.20,  83.3750,  
7.11,  0.27,  83.5310,  
9.21,  0.32,  83.6720,  
12.00,  0.40,  83.8440,  
14.75,  0.45,  83.9840,  
17.03,  0.50,  84.1410,  
14.21,  0.43,  84.2810,  
12.19,  0.39,  84.4370,  
9.40,  0.32,  84.5780,  
6.60,  0.26,  84.7340,  
3.84,  0.19,  84.8750,  
1.05,  0.13,  85.0470,  
0.91,  0.13,  85.1870,  
4.35,  0.20,  85.3590,  
6.41,  0.25,  85.5000,  
9.23,  0.32,  85.6720,  
12.00,  0.38,  85.8120,  
14.74,  0.45,  85.9690,  
17.03,  0.50,  86.1090,  
14.89,  0.45,  86.2660,  
12.18,  0.39,  86.4060,  
9.42,  0.32,  86.5620,  
7.27,  0.27,  86.7030,  
4.56,  0.21,  86.8590,  
1.72,  0.15,  87.0000,  
0.92,  0.13,  87.1560,  
2.97,  0.17,  87.2970,  
5.75,  0.24,  87.4690,  
8.55,  0.30,  87.6090,  
11.28,  0.36,  87.7660,  
14.05,  0.43,  87.9060,  
16.14,  0.48,  88.0620,  
15.60,  0.47,  88.2030,  
12.90,  0.41,  88.3590,  
10.06,  0.34,  88.5000,  
7.30,  0.27,  88.6720,  
5.21,  0.23,  88.8120,  
1.74,  0.15,  88.9840,  
0.21,  0.11,  89.1250,  
2.97,  0.17,  89.2970,  
5.76,  0.24,  89.4370,  
8.55,  0.30,  89.6090,  
11.27,  0.36,  89.7500,  
14.06,  0.43,  89.9060,  
16.14,  0.48,  90.0470,  
15.58,  0.47,  90.2190,  
12.89,  0.40,  90.3590,  
10.08,  0.34,  90.5160,  
7.30,  0.27,  90.6560,  
5.24,  0.23,  90.8120,  
2.43,  0.16,  90.9530,  
0.21,  0.11,  91.1090,  
2.96,  0.17,  91.2500,  
5.06,  0.22,  91.4060,  
7.81,  0.28,  91.5470,  
10.57,  0.35,  91.7190,  
13.38,  0.41,  91.8590,  
16.14,  0.48,  92.0160,  
16.34,  0.48,  92.1560,  
13.57,  0.42,  92.3120,  
10.75,  0.35,  92.4530,  
8.73,  0.31,  92.6090,  
5.89,  0.24,  92.7500,  
3.14,  0.18,  92.9220,  
0.38,  0.12,  93.0620,  
2.34,  0.16,  93.2340,  
5.06,  0.22,  93.3750,  
7.80,  0.28,  93.5470,  
10.59,  0.35,  93.6870,  
12.70,  0.40,  93.8440,  
15.43,  0.46,  93.9840,  
16.34,  0.48,  94.1410,  
13.56,  0.42,  94.2810,  
10.78,  0.35,  94.4530,  
8.70,  0.31,  94.5940,  
5.93,  0.24,  94.7500,  
3.11,  0.18,  94.8910,  
0.37,  0.12,  95.0470,  
1.65,  0.14,  95.1870,  
4.34,  0.20,  95.3590,  
7.09,  0.27,  95.5000,  
9.92,  0.33,  95.6560,  
12.68,  0.40,  95.7970,  
15.43,  0.46,  95.9690,  
17.03,  0.50,  96.1090,  
14.21,  0.43,  96.2660,  
11.48,  0.37,  96.4060,  
8.72,  0.31,  96.5620,  
6.60,  0.26,  96.7030,  
3.83,  0.19,  96.8590,  
1.06,  0.13,  97.0000,  
1.64,  0.15,  97.1720,  
4.36,  0.20,  97.3120,  
7.09,  0.27,  97.4840,  
9.24,  0.33,  97.6250,  
11.97,  0.38,  97.7810,  
14.75,  0.45,  97.9220,  
17.03,  0.50,  98.0940,  
14.21,  0.44,  98.2340,  
11.48,  0.37,  98.3910,  
9.40,  0.32,  98.5310,  
6.63,  0.26,  98.6870,  
3.83,  0.19,  98.8280,  
1.74,  0.15,  98.9840,  
0.93,  0.13,  99.1250,  
3.63,  0.19,  99.2970,  
6.43,  0.25,  99.4370,  
9.23,  0.32,  99.6090,  
11.99,  0.38,  99.7500,  
14.73,  0.45,  99.9060,  
16.83,  0.50,  100.0470,  
14.89,  0.45,  100.2190,  
12.19,  0.39,  100.3590,  
9.41,  0.32,  100.5160,  
6.61,  0.26,  100.6560,  
4.52,  0.21,  100.8120,  
1.75,  0.15,  100.9530,  
0.94,  0.13,  101.1250,  
3.63,  0.19,  101.2660,  
6.44,  0.25,  101.4370,  
9.23,  0.32,  101.5780,  
11.27,  0.36,  101.7340,  
14.06,  0.43,  101.8750,  
16.82,  0.49,  102.0470,  
14.88,  0.45,  102.1870,  
12.19,  0.39,  102.3590,  
9.40,  0.32,  102.5000,  
6.61,  0.26,  102.6720,  
3.82,  0.19,  102.8120,  
1.06,  0.13,  102.9840,  
1.63,  0.14,  103.1250,  
3.63,  0.19,  103.2810,  
6.42,  0.25,  103.4220,  
9.23,  0.32,  103.5780,  
11.27,  0.36,  103.7190,  
14.74,  0.45,  103.8910,  
16.81,  0.50,  104.0310,  
14.87,  0.45,  104.1870,  
12.19,  0.39,  104.3280,  
10.09,  0.34,  104.4840,  
7.30,  0.27,  104.6250,  
4.54,  0.21,  104.7810,  
1.75,  0.15,  104.9220,  
0.91,  0.13,  105.0940,  
2.97,  0.17,  105.2340,  
5.74,  0.23,  105.3910,  
8.53,  0.30,  105.5310,  
11.27,  0.36,  105.6870,  
13.38,  0.41,  105.8280,  
16.11,  0.48,  105.9840,  
15.59,  0.47,  106.1250,  
12.90,  0.40,  106.2970,  
10.08,  0.34,  106.4370,  
7.31,  0.28,  106.6090,  
5.23,  0.23,  106.7500,  
1.74,  0.15,  106.9220,  
0.20,  0.11,  107.0620,  
2.97,  0.17,  107.2340,  
5.80,  0.24,  107.3750,  
8.52,  0.30,  107.5470,  
11.27,  0.36,  107.6870,  
14.07,  0.43,  107.8440,  
16.11,  0.48,  107.9840,  
15.61,  0.47,  108.1410,  
12.90,  0.40,  108.2810,  
10.09,  0.34,  108.4370,  
8.00,  0.29,  108.5780,  
5.24,  0.23,  108.7340,  
2.43,  0.16,  108.8750,  
0.20,  0.12,  109.0470,  
2.96,  0.17,  109.1870,  
5.77,  0.24,  109.3590,  
7.81,  0.30,  109.5000,  
11.26,  0.36,  109.6720,  
13.39,  0.41,  109.8120,  
16.13,  0.48,  109.9840,  
15.56,  0.47,  110.1250,  
12.89,  0.40,  110.2810,  
10.10,  0.34,  110.4220,  
8.01,  0.29,  110.5780,  
5.22,  0.23,  110.7190,  
2.45,  0.16,  110.8910,  
0.20,  0.11,  111.0310,  
2.97,  0.17,  111.2030,  
5.74,  0.24,  111.3440,  
8.52,  0.30,  111.5160,  
11.28,  0.36,  111.6560,  
13.37,  0.41,  111.8120,  
16.12,  0.48,  111.9530,  
15.59,  0.47,  112.1090,  
13.56,  0.40,  112.2500,  
10.77,  0.35,  112.4060,  
8.00,  0.29,  112.5470,  
5.24,  0.23,  112.7190,  
2.44,  0.16,  112.8590,  
0.20,  0.12,  113.0160,  
2.34,  0.16,  113.1560,  
5.07,  0.22,  113.3120,  
7.79,  0.28,  113.4530,  
9.92,  0.33,  113.6090,  
12.68,  0.40,  113.7500,  
15.43,  0.46,  113.9220,  
16.33,  0.48,  114.0620,  
13.56,  0.42,  114.2340,  
10.75,  0.35,  114.3750,  
8.02,  0.29,  114.5310,  
5.90,  0.24,  114.6720,  
3.13,  0.18,  114.8280,  
0.37,  0.12,  114.9690,  
2.33,  0.16,  115.1410,  
5.03,  0.22,  115.2810,  
7.79,  0.28,  115.4530,  
9.90,  0.33,  115.5940,  
12.67,  0.40,  115.7500,  
15.43,  0.46,  115.8910,  
16.34,  0.49,  116.0470,  
14.22,  0.43,  116.1870,  
11.46,  0.37,  116.3590,  
8.72,  0.31,  116.5000,  
5.93,  0.24,  116.6560,  
3.12,  0.18,  116.7970,  
0.37,  0.12,  116.9690,  
1.64,  0.15,  117.1090,  
4.32,  0.20,  117.2660,  
7.10,  0.27,  117.4060,  
9.90,  0.33,  117.5620,  
11.99,  0.38,  117.7030,  
14.74,  0.46,  117.8750,  
17.03,  0.50,  118.0160,  
14.21,  0.43,  118.1870,  
11.48,  0.37,  118.3280,  
8.73,  0.31,  118.4840,  
6.60,  0.26,  118.6250,  
3.83,  0.20,  118.7810,  
1.07,  0.13,  118.9220,  
1.65,  0.15,  119.0780,  
3.64,  0.19,  119.2190,  
7.10,  0.27,  119.3910,  
9.22,  0.32,  119.5310,  
11.99,  0.38,  119.6870,  
14.74,  0.45,  119.8280,  
