WORKSHOP 3 EXPORTED DATA: [C:\Workshop 96\Data Manager\Sharan Chandran\Ti6242\Ti6242-3-Old-FS\Day 1 - 10881.W02 - 1]
*************************************************************************************************
Source of data: ToolKit
WS3 File Version: 1.04
Number of bytes in subfile: 1706901
Total number of data points: 142210
Test date: 29/11/2017
Test time: 17:24:03
Player Step: 1
Step Capture No: 1
Actuator: 2
*************************************************************************************************
Actuator: 1  Channel:0,  Actuator: 1  Channel:1,  Actuator: 1  Channel:2,  
13.57,  0.35,  5923.2040,  
16.64,  0.42,  5923.3590,  
18.89,  0.47,  5923.5000,  
16.29,  0.42,  5923.6560,  
13.23,  0.35,  5923.7970,  
10.93,  0.30,  5923.9540,  
7.84,  0.23,  5924.0940,  
4.78,  0.17,  5924.2500,  
1.72,  0.11,  5924.3900,  
1.32,  0.10,  5924.5620,  
3.61,  0.14,  5924.7040,  
7.46,  0.22,  5924.8750,  
9.75,  0.27,  5925.0150,  
12.80,  0.34,  5925.1870,  
15.87,  0.40,  5925.3290,  
18.89,  0.47,  5925.5000,  
16.29,  0.42,  5925.6400,  
13.23,  0.35,  5925.8120,  
10.17,  0.28,  5925.9540,  
7.09,  0.22,  5926.1250,  
4.02,  0.15,  5926.2970,  
0.95,  0.09,  5926.4370,  
1.31,  0.10,  5926.5790,  
4.37,  0.16,  5926.7190,  
7.45,  0.22,  5926.8590,  
9.73,  0.27,  5927.0150,  
12.80,  0.34,  5927.1560,  
15.86,  0.41,  5927.3120,  
18.18,  0.46,  5927.4540,  
16.30,  0.41,  5927.6250,  
14.00,  0.36,  5927.7650,  
10.92,  0.30,  5927.9370,  
7.85,  0.23,  5928.0790,  
4.78,  0.17,  5928.2500,  
1.71,  0.11,  5928.4220,  
1.31,  0.10,  5928.5620,  
4.38,  0.16,  5928.7040,  
7.44,  0.22,  5928.8750,  
10.51,  0.29,  5929.0150,  
13.58,  0.35,  5929.1870,  
15.88,  0.41,  5929.3290,  
18.60,  0.47,  5929.5150,  
15.54,  0.40,  5929.6560,  
13.23,  0.35,  5929.8120,  
10.14,  0.28,  5929.9540,  
7.09,  0.22,  5930.1250,  
4.02,  0.15,  5930.2650,  
0.95,  0.09,  5930.4370,  
2.07,  0.11,  5930.5790,  
5.14,  0.17,  5930.7500,  
8.20,  0.24,  5930.8900,  
11.29,  0.30,  5931.0620,  
14.34,  0.37,  5931.2040,  
17.40,  0.44,  5931.3750,  
17.82,  0.45,  5931.5470,  
14.76,  0.38,  5931.6870,  
12.46,  0.33,  5931.8290,  
9.38,  0.27,  5931.9840,  
6.32,  0.20,  5932.1250,  
4.01,  0.15,  5932.2650,  
0.94,  0.09,  5932.4060,  
1.30,  0.10,  5932.5620,  
4.39,  0.16,  5932.7040,  
7.47,  0.22,  5932.8750,  
10.50,  0.29,  5933.0150,  
13.58,  0.35,  5933.1870,  
16.63,  0.42,  5933.3290,  
18.59,  0.47,  5933.5000,  
15.52,  0.40,  5933.6560,  
12.46,  0.33,  5933.8120,  
9.39,  0.27,  5933.9540,  
7.09,  0.22,  5934.1090,  
4.01,  0.15,  5934.2500,  
0.95,  0.09,  5934.4060,  
1.32,  0.10,  5934.5470,  
4.38,  0.16,  5934.7040,  
7.45,  0.22,  5934.8440,  
10.51,  0.29,  5935.0150,  
13.57,  0.35,  5935.1560,  
15.87,  0.40,  5935.3120,  
18.90,  0.47,  5935.4540,  
16.29,  0.41,  5935.6090,  
13.24,  0.35,  5935.7500,  
10.92,  0.30,  5935.9060,  
7.86,  0.23,  5936.0470,  
4.79,  0.17,  5936.2190,  
1.72,  0.11,  5936.3590,  
1.32,  0.10,  5936.5150,  
3.61,  0.14,  5936.6560,  
6.68,  0.21,  5936.8120,  
9.74,  0.27,  5936.9540,  
12.80,  0.34,  5937.1250,  
15.88,  0.40,  5937.2650,  
18.90,  0.47,  5937.4370,  
17.06,  0.43,  5937.5790,  
13.22,  0.35,  5937.7500,  
10.16,  0.28,  5937.9220,  
7.09,  0.22,  5938.0620,  
4.79,  0.17,  5938.2040,  
1.72,  0.11,  5938.3750,  
1.32,  0.10,  5938.5150,  
4.35,  0.16,  5938.6720,  
6.68,  0.21,  5938.8120,  
9.74,  0.27,  5938.9690,  
12.81,  0.34,  5939.1090,  
15.87,  0.41,  5939.2810,  
18.90,  0.47,  5939.4220,  
16.30,  0.42,  5939.5790,  
13.99,  0.37,  5939.7190,  
10.92,  0.30,  5939.8750,  
7.85,  0.23,  5940.0150,  
5.54,  0.19,  5940.1720,  
2.48,  0.12,  5940.3120,  
0.56,  0.08,  5940.4690,  
3.61,  0.14,  5940.6090,  
5.91,  0.19,  5940.7650,  
8.97,  0.26,  5940.9060,  
12.03,  0.32,  5941.0620,  
14.34,  0.37,  5941.2040,  
18.17,  0.46,  5941.3750,  
17.83,  0.45,  5941.5150,  
14.76,  0.38,  5941.6870,  
11.69,  0.32,  5941.8290,  
8.62,  0.25,  5942.0000,  
5.56,  0.19,  5942.1400,  
2.49,  0.12,  5942.3120,  
0.56,  0.08,  5942.4540,  
3.60,  0.14,  5942.6090,  
5.91,  0.19,  5942.7500,  
8.97,  0.25,  5942.9060,  
12.04,  0.32,  5943.0470,  
15.11,  0.39,  5943.2190,  
18.17,  0.46,  5943.3590,  
17.82,  0.45,  5943.5150,  
14.75,  0.38,  5943.6560,  
11.69,  0.32,  5943.8120,  
9.40,  0.27,  5943.9540,  
6.32,  0.20,  5944.1090,  
3.24,  0.14,  5944.2500,  
0.23,  0.08,  5944.4060,  
2.08,  0.11,  5944.5470,  
5.92,  0.19,  5944.7190,  
8.23,  0.24,  5944.8590,  
11.28,  0.30,  5945.0150,  
14.35,  0.37,  5945.1560,  
16.64,  0.42,  5945.3120,  
18.59,  0.46,  5945.4540,  
15.53,  0.40,  5945.6090,  
12.46,  0.33,  5945.7500,  
9.40,  0.27,  5945.9220,  
7.08,  0.22,  5946.0620,  
4.02,  0.15,  5946.2190,  
0.96,  0.09,  5946.3590,  
2.08,  0.11,  5946.5150,  
4.40,  0.16,  5946.6560,  
7.44,  0.22,  5946.8120,  
10.52,  0.29,  5946.9540,  
13.58,  0.35,  5947.1250,  
16.64,  0.42,  5947.2650,  
18.89,  0.47,  5947.4220,  
16.29,  0.42,  5947.5620,  
13.23,  0.35,  5947.7190,  
10.92,  0.28,  5947.8590,  
7.08,  0.22,  5948.0310,  
4.78,  0.17,  5948.1720,  
1.71,  0.11,  5948.3290,  
1.31,  0.10,  5948.4690,  
4.36,  0.16,  5948.6250,  
6.67,  0.20,  5948.7650,  
9.74,  0.27,  5948.9370,  
12.80,  0.34,  5949.0790,  
15.88,  0.40,  5949.2340,  
18.90,  0.47,  5949.3750,  
16.29,  0.42,  5949.5470,  
14.00,  0.37,  5949.6870,  
10.92,  0.30,  5949.8440,  
7.87,  0.23,  5949.9840,  
4.78,  0.17,  5950.1400,  
2.47,  0.12,  5950.2810,  
0.57,  0.08,  5950.4370,  
3.61,  0.14,  5950.5790,  
6.67,  0.20,  5950.7500,  
9.74,  0.27,  5950.8900,  
12.81,  0.34,  5951.0620,  
15.10,  0.39,  5951.2040,  
18.16,  0.46,  5951.3590,  
17.06,  0.43,  5951.5000,  
13.99,  0.37,  5951.6560,  
11.70,  0.32,  5951.7970,  
8.63,  0.25,  5951.9690,  
5.55,  0.18,  5952.1090,  
2.48,  0.12,  5952.2650,  
0.56,  0.08,  5952.4060,  
2.84,  0.13,  5952.5620,  
5.93,  0.19,  5952.7040,  
8.97,  0.25,  5952.8750,  
12.04,  0.32,  5953.0150,  
15.11,  0.39,  5953.1870,  
18.17,  0.46,  5953.3290,  
17.06,  0.43,  5953.5000,  
13.99,  0.37,  5953.6400,  
10.92,  0.30,  5953.8120,  
8.61,  0.25,  5953.9540,  
4.78,  0.17,  5954.1250,  
2.48,  0.12,  5954.2650,  
0.56,  0.08,  5954.4220,  
3.63,  0.14,  5954.5620,  
5.91,  0.19,  5954.7190,  
8.96,  0.25,  5954.8590,  
12.06,  0.32,  5955.0150,  
15.11,  0.39,  5955.1560,  
17.39,  0.44,  5955.3120,  
17.83,  0.45,  5955.4540,  
14.76,  0.38,  5955.6090,  
12.46,  0.31,  5955.7500,  
8.63,  0.25,  5955.9220,  
6.32,  0.20,  5956.0620,  
3.25,  0.14,  5956.2190,  
0.23,  0.08,  5956.3590,  
2.83,  0.13,  5956.5150,  
5.12,  0.17,  5956.6560,  
8.21,  0.24,  5956.8120,  
11.27,  0.30,  5956.9540,  
14.34,  0.37,  5957.1250,  
17.40,  0.44,  5957.2650,  
17.83,  0.45,  5957.4370,  
15.52,  0.40,  5957.5790,  
11.68,  0.32,  5957.7500,  
9.39,  0.27,  5957.8900,  
6.31,  0.20,  5958.0620,  
3.25,  0.14,  5958.2040,  
0.22,  0.08,  5958.3590,  
2.84,  0.13,  5958.5000,  
5.14,  0.17,  5958.6560,  
8.21,  0.24,  5958.7970,  
11.27,  0.30,  5958.9540,  
13.58,  0.35,  5959.0940,  
16.63,  0.42,  5959.2500,  
18.59,  0.46,  5959.3900,  
15.53,  0.40,  5959.5620,  
12.45,  0.33,  5959.7040,  
9.40,  0.27,  5959.8750,  
6.31,  0.20,  5960.0150,  
3.25,  0.14,  5960.1870,  
0.95,  0.09,  5960.3290,  
2.82,  0.13,  5960.5000,  
5.11,  0.17,  5960.6400,  
8.21,  0.24,  5960.8120,  
11.28,  0.30,  5960.9540,  
14.34,  0.37,  5961.1250,  
17.40,  0.44,  5961.2810,  
17.83,  0.45,  5961.4370,  
14.75,  0.38,  5961.5790,  
12.45,  0.33,  5961.7190,  
9.38,  0.27,  5961.8590,  
6.30,  0.20,  5962.0150,  
4.02,  0.15,  5962.1560,  
0.94,  0.09,  5962.3120,  
2.09,  0.11,  5962.4540,  
5.13,  0.17,  5962.6250,  
8.21,  0.24,  5962.7650,  
11.27,  0.30,  5962.9370,  
13.57,  0.35,  5963.0790,  
17.40,  0.44,  5963.2500,  
17.82,  0.45,  5963.4220,  
14.76,  0.38,  5963.5620,  
12.44,  0.33,  5963.7040,  
9.39,  0.27,  5963.8750,  
6.31,  0.20,  5964.0150,  
3.24,  0.14,  5964.1870,  
0.23,  0.08,  5964.3290,  
2.84,  0.13,  5964.5150,  
5.92,  0.19,  5964.6560,  
8.98,  0.25,  5964.8120,  
11.27,  0.30,  5964.9540,  
15.12,  0.39,  5965.1250,  
17.41,  0.44,  5965.2650,  
17.83,  0.45,  5965.4370,  
14.77,  0.38,  5965.5790,  
11.70,  0.31,  5965.7500,  
8.61,  0.25,  5965.8900,  
5.54,  0.18,  5966.0620,  
2.48,  0.12,  5966.2040,  
0.56,  0.08,  5966.3750,  
3.61,  0.14,  5966.5470,  
6.64,  0.20,  5966.6870,  
8.98,  0.27,  5966.8290,  
12.04,  0.32,  5966.9840,  
15.11,  0.39,  5967.1250,  
17.40,  0.44,  5967.2650,  
17.82,  0.45,  5967.4060,  
14.77,  0.38,  5967.5620,  
12.47,  0.33,  5967.7040,  
8.62,  0.25,  5967.8750,  
6.32,  0.20,  5968.0150,  
3.25,  0.14,  5968.1870,  
0.22,  0.08,  5968.3290,  
2.84,  0.13,  5968.5000,  
5.90,  0.21,  5968.6560,  
8.97,  0.25,  5968.8120,  
12.04,  0.32,  5968.9540,  
15.11,  0.39,  5969.1090,  
17.41,  0.44,  5969.2500,  
17.82,  0.45,  5969.4060,  
14.76,  0.38,  5969.5470,  
12.45,  0.33,  5969.7040,  
9.39,  0.27,  5969.8440,  
6.31,  0.20,  5970.0150,  
3.25,  0.14,  5970.1560,  
0.23,  0.08,  5970.3120,  
2.08,  0.11,  5970.4540,  
5.14,  0.17,  5970.6090,  
8.20,  0.24,  5970.7500,  
11.29,  0.30,  5970.9060,  
13.58,  0.36,  5971.0470,  
17.40,  0.44,  5971.2190,  
18.59,  0.46,  5971.3590,  
15.53,  0.40,  5971.5150,  
12.46,  0.33,  5971.6560,  
10.17,  0.28,  5971.8120,  
7.09,  0.22,  5971.9540,  
4.00,  0.15,  5972.1250,  
0.95,  0.09,  5972.2650,  
2.08,  0.11,  5972.4370,  
5.13,  0.17,  5972.5790,  
8.20,  0.24,  5972.7500,  
11.27,  0.30,  5972.9060,  
14.34,  0.37,  5973.0620,  
16.64,  0.42,  5973.2040,  
17.82,  0.45,  5973.3750,  
15.54,  0.40,  5973.5150,  
12.46,  0.33,  5973.6720,  
9.39,  0.27,  5973.8120,  
6.32,  0.20,  5973.9690,  
4.02,  0.15,  5974.1090,  
0.96,  0.09,  5974.2810,  
2.08,  0.11,  5974.4220,  
5.13,  0.17,  5974.5790,  
8.21,  0.24,  5974.7190,  
10.51,  0.29,  5974.8750,  
13.58,  0.35,  5975.0150,  
16.63,  0.42,  5975.1720,  
18.90,  0.47,  5975.3120,  
16.29,  0.42,  5975.4690,  
13.22,  0.35,  5975.6090,  
10.15,  0.28,  5975.7650,  
7.84,  0.23,  5975.9060,  
4.78,  0.17,  5976.0620,  
1.72,  0.11,  5976.2040,  
1.31,  0.10,  5976.3750,  
4.38,  0.16,  5976.5150,  
7.44,  0.22,  5976.6870,  
9.73,  0.27,  5976.8290,  
13.58,  0.35,  5977.0000,  
15.88,  0.41,  5977.1400,  
18.90,  0.47,  5977.3120,  
16.30,  0.42,  5977.4540,  
13.23,  0.35,  5977.6090,  
10.16,  0.28,  5977.7500,  
7.85,  0.23,  5977.9060,  
4.77,  0.17,  5978.0470,  
1.71,  0.11,  5978.2190,  
1.31,  0.10,  5978.3590,  
4.37,  0.16,  5978.5150,  
6.67,  0.21,  5978.6560,  
9.74,  0.27,  5978.8120,  
12.82,  0.34,  5978.9540,  
15.87,  0.40,  5979.1250,  
18.90,  0.47,  5979.2650,  
16.29,  0.42,  5979.4370,  
14.00,  0.36,  5979.5790,  
10.16,  0.28,  5979.7500,  
7.86,  0.23,  5979.8900,  
4.78,  0.17,  5980.0620,  
1.72,  0.11,  5980.2040,  
1.31,  0.10,  5980.3750,  
4.38,  0.16,  5980.5150,  
7.41,  0.22,  5980.6720,  
9.74,  0.27,  5980.8120,  
12.81,  0.34,  5980.9690,  
15.88,  0.40,  5981.1090,  
18.90,  0.47,  5981.2650,  
17.07,  0.43,  5981.4060,  
14.00,  0.36,  5981.5620,  
10.93,  0.30,  5981.7040,  
7.85,  0.23,  5981.8590,  
5.55,  0.19,  5982.0000,  
2.48,  0.12,  5982.1720,  
0.56,  0.09,  5982.3120,  
3.60,  0.14,  5982.4690,  
6.68,  0.21,  5982.6090,  
8.98,  0.26,  5982.7650,  
12.04,  0.32,  5982.9060,  
15.11,  0.39,  5983.0620,  
17.40,  0.44,  5983.2040,  
17.06,  0.43,  5983.3750,  
14.76,  0.38,  5983.5150,  
11.70,  0.32,  5983.6870,  
8.61,  0.25,  5983.8290,  
5.54,  0.19,  5984.0000,  
2.48,  0.12,  5984.1400,  
0.56,  0.08,  5984.3120,  
3.61,  0.14,  5984.4540,  
6.67,  0.21,  5984.6090,  
8.98,  0.25,  5984.7500,  
12.04,  0.32,  5984.9060,  
15.11,  0.39,  5985.0470,  
18.16,  0.46,  5985.2190,  
17.05,  0.43,  5985.3590,  
14.77,  0.38,  5985.5150,  
11.69,  0.32,  5985.6560,  
8.61,  0.25,  5985.8120,  
6.32,  0.20,  5985.9540,  
2.47,  0.12,  5986.1250,  
0.22,  0.08,  5986.2650,  
2.84,  0.13,  5986.4370,  
5.91,  0.19,  5986.5790,  
8.97,  0.25,  5986.7500,  
12.03,  0.32,  5986.8900,  
15.10,  0.39,  5987.0620,  
18.16,  0.45,  5987.2040,  
17.06,  0.43,  5987.3750,  
13.99,  0.36,  5987.5150,  
11.69,  0.31,  5987.6720,  
8.62,  0.25,  5987.8120,  
5.55,  0.18,  5987.9690,  
2.48,  0.12,  5988.1090,  
0.23,  0.08,  5988.2650,  
2.84,  0.13,  5988.4060,  
5.90,  0.19,  5988.5620,  
8.21,  0.24,  5988.7040,  
12.03,  0.32,  5988.8750,  
14.34,  0.37,  5989.0150,  
17.41,  0.44,  5989.1870,  
17.82,  0.45,  5989.3290,  
14.76,  0.38,  5989.5000,  
11.69,  0.32,  5989.6400,  
8.62,  0.25,  5989.8120,  
5.55,  0.19,  5989.9540,  
2.47,  0.12,  5990.1090,  
0.22,  0.08,  5990.2500,  
2.84,  0.13,  5990.4060,  
5.90,  0.19,  5990.5470,  
8.97,  0.25,  5990.7190,  
12.04,  0.32,  5990.8590,  
14.31,  0.37,  5991.0150,  
17.40,  0.44,  5991.1560,  
17.82,  0.45,  5991.3120,  
15.53,  0.40,  5991.4540,  
12.46,  0.33,  5991.6090,  
9.39,  0.27,  5991.7500,  
6.31,  0.20,  5991.9220,  
3.24,  0.14,  5992.0620,  
0.93,  0.08,  5992.2190,  
2.08,  0.11,  5992.3590,  
5.14,  0.17,  5992.5150,  
8.21,  0.24,  5992.6560,  
10.50,  0.29,  5992.8120,  
13.58,  0.35,  5992.9540,  
16.64,  0.42,  5993.1090,  
18.59,  0.47,  5993.2500,  
16.29,  0.42,  5993.4060,  
13.23,  0.35,  5993.5470,  
10.16,  0.28,  5993.7040,  
7.85,  0.23,  5993.8440,  
4.78,  0.17,  5994.0000,  
1.71,  0.11,  5994.1400,  
1.31,  0.10,  5994.3120,  
4.37,  0.16,  5994.4540,  
7.44,  0.22,  5994.6250,  
10.49,  0.29,  5994.7650,  
13.57,  0.35,  5994.9370,  
15.87,  0.41,  5995.0790,  
18.60,  0.47,  5995.2500,  
16.30,  0.42,  5995.3900,  
13.22,  0.35,  5995.5470,  
10.15,  0.28,  5995.6870,  
7.86,  0.23,  5995.8440,  
4.78,  0.17,  5995.9840,  
1.71,  0.11,  5996.1560,  
1.31,  0.10,  5996.2970,  
4.37,  0.16,  5996.4690,  
7.43,  0.22,  5996.6090,  
10.51,  0.29,  5996.7650,  
12.81,  0.34,  5996.9060,  
15.88,  0.40,  5997.0790,  
18.87,  0.47,  5997.2190,  
16.29,  0.42,  5997.3900,  
13.23,  0.35,  5997.5310,  
10.16,  0.28,  5997.6870,  
7.85,  0.23,  5997.8290,  
4.02,  0.15,  5998.0000,  
1.71,  0.11,  5998.1400,  
1.29,  0.10,  5998.3120,  
4.38,  0.16,  5998.4540,  
7.43,  0.22,  5998.6090,  
10.51,  0.29,  5998.7500,  
13.58,  0.35,  5998.9220,  
15.88,  0.40,  5999.0620,  
18.90,  0.47,  5999.2190,  
16.29,  0.42,  5999.3590,  
13.23,  0.35,  5999.5150,  
10.93,  0.30,  5999.6560,  
7.85,  0.23,  5999.8120,  
4.78,  0.17,  5999.9540,  
1.71,  0.11,  6000.1250,  
1.31,  0.10,  6000.2650,  
4.37,  0.16,  6000.4370,  
6.68,  0.20,  6000.5790,  
10.51,  0.29,  6000.7500,  
12.81,  0.34,  6000.8900,  
15.87,  0.41,  6001.0620,  
18.90,  0.47,  6001.2040,  
16.30,  0.42,  6001.3750,  
13.22,  0.35,  6001.5150,  
10.17,  0.28,  6001.6720,  
7.86,  0.23,  6001.8120,  
4.77,  0.17,  6001.9690,  
1.71,  0.11,  6002.1090,  
1.32,  0.10,  6002.2650,  
3.61,  0.14,  6002.4060,  
6.67,  0.21,  6002.5620,  
9.72,  0.27,  6002.7040,  
12.82,  0.34,  6002.8590,  
15.11,  0.39,  6003.0000,  
18.17,  0.46,  6003.1720,  
17.06,  0.43,  6003.3120,  
14.00,  0.37,  6003.4690,  
11.70,  0.30,  6003.6090,  
8.62,  0.25,  6003.7650,  
5.56,  0.18,  6003.9060,  
2.48,  0.12,  6004.0620,  
0.22,  0.08,  6004.2040,  
2.86,  0.13,  6004.3590,  
5.91,  0.19,  6004.5000,  
8.97,  0.25,  6004.6560,  
11.27,  0.30,  6004.7970,  
14.34,  0.37,  6004.9540,  
17.41,  0.44,  6005.0940,  
17.83,  0.45,  6005.2650,  
14.77,  0.38,  6005.4060,  
12.46,  0.33,  6005.5620,  
9.39,  0.27,  6005.7040,  
6.32,  0.20,  6005.8750,  
3.25,  0.14,  6006.0150,  
0.22,  0.08,  6006.1870,  
2.85,  0.13,  6006.3290,  
5.15,  0.17,  6006.4840,  
8.20,  0.24,  6006.6250,  
11.28,  0.30,  6006.7810,  
14.33,  0.37,  6006.9220,  
16.64,  0.42,  6007.0790,  
18.58,  0.47,  6007.2190,  
15.53,  0.40,  6007.3900,  
12.45,  0.33,  6007.5310,  
9.39,  0.27,  6007.6870,  
7.09,  0.22,  6007.8290,  
3.26,  0.14,  6008.0000,  
0.95,  0.09,  6008.1400,  
2.08,  0.11,  6008.3120,  
5.14,  0.17,  6008.4540,  
8.21,  0.24,  6008.6090,  
10.51,  0.30,  6008.7500,  
14.34,  0.37,  6008.9220,  
16.64,  0.42,  6009.0620,  
18.59,  0.47,  6009.2190,  
15.53,  0.40,  6009.3590,  
12.46,  0.33,  6009.5150,  
10.16,  0.28,  6009.6560,  
7.08,  0.22,  6009.8290,  
4.01,  0.15,  6009.9690,  
0.96,  0.09,  6010.1400,  
2.08,  0.11,  6010.2810,  
5.15,  0.17,  6010.4370,  
7.42,  0.22,  6010.5790,  
11.28,  0.30,  6010.7500,  
13.58,  0.35,  6010.8900,  
16.64,  0.42,  6011.0620,  
18.57,  0.47,  6011.2040,  
15.52,  0.40,  6011.3590,  
12.45,  0.33,  6011.5000,  
10.15,  0.28,  6011.6560,  
7.09,  0.22,  6011.7970,  
4.01,  0.15,  6011.9540,  
1.71,  0.11,  6012.0940,  
1.32,  0.10,  6012.2500,  
4.36,  0.16,  6012.3900,  
7.41,  0.22,  6012.5620,  
10.50,  0.29,  6012.7040,  
13.58,  0.35,  6012.8750,  
16.64,  0.42,  6013.0150,  
18.57,  0.47,  6013.1870,  
15.53,  0.40,  6013.3440,  
12.46,  0.33,  6013.5000,  
10.15,  0.28,  6013.6400,  
7.09,  0.22,  6013.7970,  
4.01,  0.15,  6013.9370,  
1.72,  0.11,  6014.0940,  
1.32,  0.10,  6014.2340,  
4.38,  0.16,  6014.3900,  
7.43,  0.22,  6014.5310,  
9.74,  0.27,  6014.6870,  
12.81,  0.34,  6014.8290,  
15.87,  0.41,  6014.9840,  
18.16,  0.46,  6015.1250,  
16.30,  0.42,  6015.2970,  
14.00,  0.37,  6015.4370,  
10.92,  0.30,  6015.5940,  
7.85,  0.23,  6015.7340,  
4.78,  0.17,  6015.8900,  
2.48,  0.12,  6016.0310,  
0.56,  0.08,  6016.1870,  
3.61,  0.14,  6016.3290,  
6.67,  0.20,  6016.5000,  
9.71,  0.27,  6016.6400,  
12.82,  0.34,  6016.8120,  
15.11,  0.39,  6016.9540,  
18.17,  0.47,  6017.1250,  
17.06,  0.43,  6017.2650,  
13.99,  0.37,  6017.4220,  
10.92,  0.30,  6017.5620,  
8.62,  0.25,  6017.7190,  
5.55,  0.19,  6017.8590,  
2.47,  0.12,  6018.0310,  
0.56,  0.08,  6018.1720,  
3.61,  0.14,  6018.3290,  
5.92,  0.19,  6018.4690,  
8.98,  0.25,  6018.6250,  
12.04,  0.32,  6018.7650,  
15.12,  0.39,  6018.9370,  
18.17,  0.46,  6019.0790,  
17.83,  0.45,  6019.2340,  
14.76,  0.38,  6019.3750,  
11.70,  0.32,  6019.5470,  
8.62,  0.25,  6019.6870,  
5.54,  0.18,  6019.8440,  
3.25,  0.14,  6019.9840,  
0.22,  0.08,  6020.1400,  
2.84,  0.13,  6020.2810,  
5.92,  0.19,  6020.4370,  
8.22,  0.24,  6020.5790,  
11.29,  0.30,  6020.7500,  
14.34,  0.37,  6020.8900,  
17.41,  0.44,  6021.0620,  
17.81,  0.45,  6021.2040,  
14.76,  0.38,  6021.3590,  
12.46,  0.33,  6021.5000,  
9.38,  0.27,  6021.6560,  
6.32,  0.20,  6021.7970,  
3.24,  0.14,  6021.9690,  
0.23,  0.08,  6022.1090,  
2.08,  0.13,  6022.2650,  
5.14,  0.17,  6022.4060,  
8.22,  0.24,  6022.5620,  
11.29,  0.30,  6022.7040,  
14.34,  0.37,  6022.8750,  
16.65,  0.42,  6023.0150,  
17.82,  0.45,  6023.1870,  
15.53,  0.40,  6023.3290,  
12.46,  0.33,  6023.5000,  
9.38,  0.26,  6023.6400,  
6.32,  0.20,  6023.8120,  
3.24,  0.14,  6023.9540,  
0.21,  0.08,  6024.1090,  
2.09,  0.11,  6024.2500,  
5.91,  0.19,  6024.4220,  
8.21,  0.24,  6024.5620,  
11.28,  0.30,  6024.7190,  
14.36,  0.37,  6024.8590,  
17.40,  0.44,  6025.0150,  
18.60,  0.46,  6025.1560,  
15.52,  0.40,  6025.3120,  
12.47,  0.33,  6025.4540,  
10.16,  0.28,  6025.6090,  
7.09,  0.22,  6025.7500,  
4.02,  0.15,  6025.9220,  
0.94,  0.09,  6026.0620,  
2.08,  0.11,  6026.2190,  
4.38,  0.16,  6026.3590,  
7.43,  0.22,  6026.5150,  
10.51,  0.29,  6026.6560,  
13.59,  0.35,  6026.8120,  
15.88,  0.40,  6026.9540,  
18.90,  0.47,  6027.1250,  
16.29,  0.41,  6027.2650,  
13.23,  0.35,  6027.4370,  
10.16,  0.28,  6027.5790,  
7.09,  0.22,  6027.7500,  
4.02,  0.15,  6027.8900,  
0.95,  0.09,  6028.0620,  
2.09,  0.11,  6028.2340,  
5.12,  0.17,  6028.3750,  
7.42,  0.24,  6028.5150,  
10.50,  0.29,  6028.6720,  
13.58,  0.35,  6028.8120,  
16.65,  0.42,  6028.9690,  
18.90,  0.47,  6029.1090,  
16.30,  0.42,  6029.2650,  
13.23,  0.35,  6029.4060,  
10.17,  0.28,  6029.5620,  
7.85,  0.23,  6029.7040,  
4.78,  0.17,  6029.8750,  
1.71,  0.11,  6030.0150,  
1.32,  0.10,  6030.1870,  
4.37,  0.16,  6030.3290,  
7.42,  0.22,  6030.5000,  
10.51,  0.29,  6030.6400,  
13.58,  0.35,  6030.8120,  
16.64,  0.42,  6030.9540,  
18.59,  0.47,  6031.1250,  
15.53,  0.40,  6031.2650,  
13.22,  0.35,  6031.4220,  
10.15,  0.28,  6031.5620,  
7.09,  0.22,  6031.7190,  
4.78,  0.17,  6031.8590,  
1.71,  0.11,  6032.0150,  
1.32,  0.10,  6032.1560,  
4.37,  0.16,  6032.3120,  
6.68,  0.20,  6032.4540,  
9.71,  0.27,  6032.6090,  
12.81,  0.34,  6032.7500,  
15.87,  0.40,  6032.9060,  
18.17,  0.46,  6033.0470,  
17.06,  0.43,  6033.2190,  
14.00,  0.37,  6033.3590,  
10.93,  0.30,  6033.5150,  
8.63,  0.23,  6033.6560,  
5.55,  0.19,  6033.8120,  
2.48,  0.12,  6033.9540,  
0.56,  0.08,  6034.1090,  
2.82,  0.13,  6034.2500,  
5.90,  0.19,  6034.4060,  
8.97,  0.25,  6034.5470,  
12.05,  0.32,  6034.7040,  
14.35,  0.37,  6034.8440,  
17.39,  0.44,  6035.0150,  
17.83,  0.45,  6035.1560,  
14.77,  0.38,  6035.3120,  
11.70,  0.32,  6035.4540,  
9.39,  0.27,  6035.6090,  
6.32,  0.20,  6035.7500,  
3.24,  0.14,  6035.9060,  
0.95,  0.08,  6036.0470,  
2.09,  0.11,  6036.2040,  
5.14,  0.17,  6036.3440,  
8.21,  0.24,  6036.5150,  
11.27,  0.30,  6036.6560,  
14.36,  0.37,  6036.8120,  
16.64,  0.42,  6036.9540,  
18.59,  0.46,  6037.1090,  
15.53,  0.40,  6037.2500,  
13.23,  0.35,  6037.4060,  
10.16,  0.28,  6037.5470,  
7.07,  0.22,  6037.7190,  
4.01,  0.15,  6037.8590,  
0.95,  0.09,  6038.0150,  
1.31,  0.10,  6038.1560,  
4.38,  0.16,  6038.3120,  
7.44,  0.22,  6038.4540,  
10.52,  0.29,  6038.6090,  
12.81,  0.34,  6038.7500,  
15.87,  0.41,  6038.9060,  
18.90,  0.47,  6039.0470,  
