WORKSHOP 3 EXPORTED DATA: [C:\Workshop 96\Data Manager\Sharan Chandran\Ti6242\Ti6242-3-Old-FS\Day 1 - 10881.W02 - 1]
*************************************************************************************************
Source of data: ToolKit
WS3 File Version: 1.04
Number of bytes in subfile: 1706901
Total number of data points: 142210
Test date: 29/11/2017
Test time: 17:24:03
Player Step: 1
Step Capture No: 1
Actuator: 2
*************************************************************************************************
Actuator: 1  Channel:0,  Actuator: 1  Channel:1,  Actuator: 1  Channel:2,  
17.79,  0.44,  63.6724,  
14.82,  0.38,  63.8281,  
12.52,  0.33,  63.9692,  
9.42,  0.26,  64.1250,  
6.38,  0.20,  64.2651,  
3.30,  0.13,  64.4370,  
0.24,  0.07,  64.5781,  
2.80,  0.12,  64.7500,  
5.88,  0.18,  64.8901,  
8.94,  0.25,  65.0620,  
11.23,  0.30,  65.2031,  
15.07,  0.38,  65.3750,  
17.36,  0.43,  65.5151,  
17.80,  0.44,  65.6870,  
14.04,  0.36,  65.8594,  
11.75,  0.31,  66.0000,  
8.66,  0.25,  66.1401,  
5.57,  0.18,  66.2974,  
3.31,  0.13,  66.4370,  
0.26,  0.07,  66.5942,  
2.82,  0.12,  66.7344,  
5.85,  0.18,  66.8901,  
8.19,  0.23,  67.0313,  
11.24,  0.30,  67.1870,  
14.31,  0.37,  67.3281,  
17.34,  0.43,  67.5000,  
17.80,  0.44,  67.6401,  
14.83,  0.38,  67.8120,  
12.52,  0.33,  67.9531,  
9.45,  0.26,  68.1094,  
6.36,  0.20,  68.2500,  
3.27,  0.13,  68.4224,  
0.26,  0.07,  68.5620,  
2.79,  0.12,  68.7192,  
5.09,  0.17,  68.8594,  
8.17,  0.23,  69.0313,  
11.24,  0.30,  69.1724,  
14.31,  0.36,  69.3442,  
17.40,  0.43,  69.4844,  
17.81,  0.44,  69.6563,  
14.82,  0.38,  69.7974,  
11.73,  0.31,  69.9531,  
9.42,  0.26,  70.0942,  
6.33,  0.20,  70.2500,  
3.26,  0.13,  70.3901,  
0.28,  0.07,  70.5620,  
2.07,  0.11,  70.7031,  
5.85,  0.18,  70.8750,  
8.18,  0.23,  71.0151,  
11.23,  0.30,  71.1870,  
14.31,  0.37,  71.3281,  
17.38,  0.43,  71.5000,  
17.77,  0.44,  71.6401,  
14.81,  0.38,  71.8120,  
11.77,  0.31,  71.9531,  
8.67,  0.25,  72.1094,  
6.36,  0.20,  72.2500,  
3.30,  0.13,  72.4224,  
0.24,  0.07,  72.5620,  
2.80,  0.12,  72.7192,  
5.89,  0.18,  72.8594,  
8.16,  0.23,  73.0151,  
11.24,  0.30,  73.1563,  
14.29,  0.36,  73.3120,  
16.59,  0.43,  73.4531,  
17.79,  0.44,  73.6250,  
15.58,  0.40,  73.7651,  
12.51,  0.33,  73.9370,  
9.44,  0.26,  74.0781,  
6.34,  0.20,  74.2500,  
2.53,  0.12,  74.4224,  
0.28,  0.07,  74.5620,  
2.83,  0.12,  74.7031,  
5.85,  0.18,  74.8750,  
8.93,  0.25,  75.0151,  
11.99,  0.31,  75.1724,  
14.29,  0.37,  75.3120,  
17.38,  0.43,  75.4692,  
17.81,  0.44,  75.6094,  
14.83,  0.38,  75.7813,  
12.51,  0.33,  75.9224,  
9.43,  0.26,  76.0781,  
6.33,  0.19,  76.2192,  
3.31,  0.13,  76.3750,  
0.97,  0.09,  76.5151,  
2.06,  0.12,  76.6870,  
5.10,  0.17,  76.8281,  
8.16,  0.23,  77.0000,  
11.22,  0.30,  77.1401,  
14.29,  0.36,  77.3120,  
17.38,  0.43,  77.4531,  
17.79,  0.44,  77.6094,  
15.57,  0.40,  77.7500,  
12.54,  0.33,  77.9063,  
9.44,  0.26,  78.0474,  
6.37,  0.20,  78.2192,  
3.29,  0.13,  78.3594,  
0.25,  0.07,  78.5313,  
2.08,  0.11,  78.6724,  
5.87,  0.18,  78.8442,  
8.15,  0.23,  78.9844,  
11.21,  0.30,  79.1401,  
14.28,  0.36,  79.2813,  
17.35,  0.43,  79.4370,  
18.55,  0.46,  79.5781,  
15.56,  0.40,  79.7500,  
12.52,  0.33,  79.8901,  
9.44,  0.26,  80.0620,  
6.37,  0.20,  80.2031,  
3.30,  0.13,  80.3750,  
0.24,  0.07,  80.5151,  
2.79,  0.12,  80.6870,  
5.86,  0.18,  80.8281,  
8.15,  0.23,  80.9844,  
11.23,  0.30,  81.1250,  
14.31,  0.36,  81.2974,  
17.38,  0.43,  81.4370,  
17.80,  0.44,  81.5942,  
15.59,  0.40,  81.7344,  
12.48,  0.33,  81.9063,  
9.44,  0.26,  82.0474,  
6.39,  0.20,  82.2031,  
3.29,  0.13,  82.3442,  
0.97,  0.09,  82.5000,  
2.07,  0.11,  82.6401,  
5.09,  0.17,  82.8120,  
8.16,  0.23,  82.9531,  
11.21,  0.30,  83.1250,  
14.29,  0.36,  83.2651,  
17.36,  0.43,  83.4370,  
17.81,  0.44,  83.5781,  
14.80,  0.38,  83.7500,  
12.53,  0.33,  83.8901,  
8.67,  0.25,  84.0620,  
6.36,  0.20,  84.2031,  
3.27,  0.13,  84.3594,  
0.23,  0.07,  84.5000,  
2.09,  0.11,  84.6563,  
5.10,  0.17,  84.7974,  
8.16,  0.23,  84.9692,  
11.25,  0.30,  85.1094,  
14.32,  0.37,  85.2651,  
16.57,  0.42,  85.4063,  
18.57,  0.46,  85.5620,  
15.57,  0.40,  85.7031,  
12.53,  0.33,  85.8750,  
9.46,  0.26,  86.0151,  
6.36,  0.20,  86.1870,  
3.27,  0.13,  86.3281,  
0.25,  0.07,  86.5000,  
2.07,  0.11,  86.6401,  
5.88,  0.18,  86.8120,  
8.16,  0.23,  86.9531,  
11.23,  0.30,  87.1250,  
15.05,  0.38,  87.2813,  
17.40,  0.43,  87.4370,  
17.82,  0.45,  87.5781,  
15.57,  0.40,  87.7192,  
12.50,  0.33,  87.8594,  
9.45,  0.26,  88.0313,  
6.34,  0.20,  88.1724,  
3.27,  0.13,  88.3281,  
1.01,  0.09,  88.4692,  
2.08,  0.11,  88.6250,  
5.10,  0.17,  88.7651,  
8.16,  0.23,  88.9370,  
11.21,  0.30,  89.0781,  
14.29,  0.37,  89.2500,  
16.63,  0.42,  89.3901,  
18.59,  0.46,  89.5474,  
15.57,  0.39,  89.6870,  
12.50,  0.33,  89.8442,  
10.19,  0.28,  89.9844,  
7.11,  0.20,  90.1563,  
4.04,  0.15,  90.2974,  
0.98,  0.09,  90.4692,  
2.09,  0.11,  90.6094,  
5.11,  0.17,  90.7813,  
8.16,  0.23,  90.9224,  
11.24,  0.30,  91.0942,  
14.30,  0.36,  91.2344,  
16.59,  0.42,  91.3901,  
18.57,  0.46,  91.5313,  
15.55,  0.39,  91.6870,  
12.49,  0.33,  91.8281,  
9.45,  0.26,  92.0000,  
7.13,  0.21,  92.1401,  
3.28,  0.13,  92.3120,  
0.98,  0.09,  92.4531,  
2.09,  0.11,  92.6250,  
5.11,  0.17,  92.7651,  
8.17,  0.23,  92.9370,  
11.24,  0.30,  93.0781,  
14.30,  0.36,  93.2500,  
17.36,  0.43,  93.3901,  
17.79,  0.44,  93.5474,  
15.58,  0.40,  93.6870,  
12.52,  0.33,  93.8442,  
9.43,  0.26,  93.9844,  
6.36,  0.20,  94.1563,  
3.24,  0.13,  94.2974,  
0.97,  0.09,  94.4531,  
2.08,  0.11,  94.5942,  
5.08,  0.17,  94.7500,  
7.40,  0.22,  94.8901,  
11.22,  0.30,  95.0620,  
13.53,  0.35,  95.2031,  
16.59,  0.41,  95.3750,  
18.57,  0.46,  95.5151,  
15.55,  0.40,  95.6870,  
12.50,  0.33,  95.8281,  
9.44,  0.26,  95.9844,  
7.14,  0.21,  96.1250,  
4.05,  0.15,  96.2813,  
0.96,  0.09,  96.4224,  
2.10,  0.11,  96.5942,  
5.08,  0.17,  96.7344,  
7.43,  0.22,  96.8901,  
10.50,  0.28,  97.0313,  
13.57,  0.35,  97.1870,  
16.61,  0.42,  97.3281,  
18.88,  0.47,  97.4844,  
16.33,  0.41,  97.6250,  
13.26,  0.35,  97.7974,  
10.18,  0.28,  97.9370,  
7.12,  0.21,  98.0942,  
4.81,  0.16,  98.2344,  
1.74,  0.10,  98.3901,  
1.34,  0.09,  98.5313,  
4.34,  0.15,  98.6870,  
6.61,  0.20,  98.8281,  
9.71,  0.26,  99.0000,  
12.80,  0.33,  99.1401,  
15.83,  0.40,  99.3120,  
18.90,  0.47,  99.4531,  
16.34,  0.41,  99.6094,  
14.04,  0.36,  99.7500,  
10.20,  0.28,  99.9224,  
7.89,  0.23,  100.0620,  
4.81,  0.16,  100.2192,  
1.76,  0.10,  100.3594,  
1.34,  0.09,  100.5313,  
4.34,  0.15,  100.6724,  
7.41,  0.21,  100.8442,  
9.68,  0.26,  100.9844,  
12.78,  0.33,  101.1401,  
15.83,  0.40,  101.2813,  
18.88,  0.47,  101.4370,  
17.09,  0.43,  101.5781,  
14.05,  0.36,  101.7500,  
10.96,  0.29,  101.8901,  
7.90,  0.23,  102.0620,  
4.80,  0.16,  102.2031,  
1.74,  0.10,  102.3750,  
1.35,  0.09,  102.5151,  
4.34,  0.15,  102.6870,  
7.42,  0.22,  102.8281,  
10.48,  0.28,  103.0000,  
12.81,  0.33,  103.1401,  
16.61,  0.42,  103.3120,  
18.85,  0.47,  103.4531,  
16.33,  0.41,  103.6094,  
13.29,  0.35,  103.7500,  
10.20,  0.28,  103.9224,  
7.13,  0.21,  104.0620,  
4.82,  0.17,  104.2192,  
1.74,  0.10,  104.3594,  
1.35,  0.09,  104.5151,  
4.37,  0.15,  104.6563,  
6.65,  0.20,  104.8120,  
9.72,  0.26,  104.9531,  
12.80,  0.33,  105.1250,  
15.85,  0.40,  105.2651,  
18.87,  0.47,  105.4370,  
16.33,  0.41,  105.5781,  
13.28,  0.35,  105.7500,  
10.95,  0.29,  105.8901,  
7.11,  0.21,  106.0620,  
4.80,  0.16,  106.2031,  
1.73,  0.10,  106.3750,  
2.10,  0.11,  106.5474,  
4.34,  0.15,  106.6870,  
7.38,  0.21,  106.8281,  
10.46,  0.28,  106.9844,  
12.79,  0.33,  107.1250,  
15.85,  0.40,  107.2813,  
18.90,  0.47,  107.4224,  
16.33,  0.41,  107.5781,  
14.04,  0.36,  107.7192,  
10.97,  0.29,  107.8750,  
7.89,  0.23,  108.0151,  
4.82,  0.17,  108.1870,  
1.72,  0.10,  108.3281,  
1.34,  0.09,  108.5000,  
3.60,  0.15,  108.6401,  
7.45,  0.22,  108.8120,  
9.73,  0.26,  108.9531,  
12.76,  0.35,  109.1250,  
15.85,  0.40,  109.2651,  
18.90,  0.47,  109.4370,  
16.34,  0.41,  109.5781,  
13.28,  0.35,  109.7344,  
10.97,  0.30,  109.8750,  
7.09,  0.21,  110.0474,  
4.82,  0.16,  110.1870,  
1.73,  0.10,  110.3442,  
1.34,  0.09,  110.4844,  
4.36,  0.15,  110.6401,  
6.63,  0.20,  110.7813,  
9.70,  0.26,  110.9370,  
12.75,  0.33,  111.0781,  
15.83,  0.40,  111.2500,  
18.89,  0.47,  111.3901,  
16.33,  0.41,  111.5620,  
14.02,  0.36,  111.7031,  
10.96,  0.28,  111.8750,  
7.89,  0.23,  112.0151,  
4.82,  0.16,  112.1870,  
1.73,  0.10,  112.3281,  
1.35,  0.09,  112.5000,  
4.34,  0.15,  112.6401,  
7.42,  0.22,  112.7974,  
9.70,  0.26,  112.9370,  
12.80,  0.33,  113.0942,  
15.85,  0.40,  113.2344,  
18.89,  0.47,  113.4063,  
16.34,  0.41,  113.5474,  
14.03,  0.36,  113.7031,  
10.97,  0.30,  113.8442,  
7.90,  0.23,  114.0000,  
4.80,  0.16,  114.1401,  
1.74,  0.10,  114.3120,  
0.58,  0.08,  114.4531,  
3.58,  0.14,  114.6094,  
6.63,  0.20,  114.7500,  
9.71,  0.26,  114.9063,  
12.02,  0.31,  115.0474,  
15.06,  0.38,  115.2031,  
18.14,  0.45,  115.3442,  
17.10,  0.43,  115.5151,  
14.03,  0.36,  115.6563,  
11.73,  0.31,  115.8120,  
8.66,  0.25,  115.9531,  
5.59,  0.18,  116.1250,  
2.52,  0.12,  116.2651,  
0.59,  0.08,  116.4370,  
3.61,  0.14,  116.5781,  
5.88,  0.18,  116.7344,  
8.98,  0.25,  116.8750,  
12.03,  0.31,  117.0313,  
15.08,  0.38,  117.1724,  
17.39,  0.43,  117.3281,  
17.84,  0.44,  117.4692,  
14.79,  0.38,  117.6401,  
11.71,  0.31,  117.7813,  
8.65,  0.25,  117.9370,  
6.35,  0.20,  118.0781,  
3.26,  0.13,  118.2344,  
0.22,  0.07,  118.3750,  
2.86,  0.12,  118.5474,  
5.90,  0.18,  118.6870,  
8.20,  0.23,  118.8442,  
11.25,  0.30,  118.9844,  
14.31,  0.37,  119.1401,  
17.38,  0.43,  119.2813,  
18.59,  0.46,  119.4370,  
15.56,  0.40,  119.5781,  
12.48,  0.33,  119.7500,  
9.43,  0.26,  119.8901,  
6.35,  0.20,  120.0620,  
3.27,  0.13,  120.2031,  
0.24,  0.07,  120.3750,  
2.07,  0.12,  120.5151,  
5.10,  0.17,  120.6724,  
