WORKSHOP 3 EXPORTED DATA: [C:\Workshop 96\Data Manager\Sharan Chandran\Ti6242\Ti6242-3-Old-FS\Day 2 - 11351.W02 - 2]
*************************************************************************************************
Source of data: ToolKit
WS3 File Version: 1.04
Number of bytes in subfile: 1781181
Total number of data points: 148400
Test date: 08/12/2017
Test time: 17:04:18
Player Step: 1
Step Capture No: 1
Actuator: 2
*************************************************************************************************
Actuator: 1  Channel:0,  Actuator: 1  Channel:1,  Actuator: 1  Channel:2,  
Load Current (kN),  Stroke Current (mm),  TIME (S),  
13.45,  0.38,  3566.7660,  
10.36,  0.31,  3566.9220,  
7.28,  0.25,  3567.0790,  
4.18,  0.18,  3567.2350,  
1.12,  0.12,  3567.3910,  
1.90,  0.14,  3567.5470,  
4.94,  0.20,  3567.7040,  
8.03,  0.26,  3567.8600,  
11.11,  0.33,  3568.0160,  
14.19,  0.39,  3568.1720,  
16.48,  0.46,  3568.3290,  
18.87,  0.50,  3568.4850,  
15.75,  0.43,  3568.6410,  
12.67,  0.36,  3568.7970,  
9.59,  0.30,  3568.9540,  
6.50,  0.23,  3569.1100,  
3.41,  0.17,  3569.2660,  
0.34,  0.11,  3569.4220,  
2.65,  0.15,  3569.5790,  
5.73,  0.21,  3569.7350,  
8.81,  0.28,  3569.8910,  
11.88,  0.34,  3570.0470,  
14.95,  0.41,  3570.2040,  
17.26,  0.46,  3570.3600,  
18.06,  0.48,  3570.5160,  
15.00,  0.41,  3570.6720,  
11.92,  0.35,  3570.8290,  
8.83,  0.28,  3570.9850,  
5.73,  0.22,  3571.1410,  
2.65,  0.16,  3571.2970,  
0.29,  0.11,  3571.4540,  
3.37,  0.17,  3571.6100,  
6.53,  0.23,  3571.7660,  
9.55,  0.29,  3571.9220,  
12.64,  0.36,  3572.0790,  
15.72,  0.43,  3572.2350,  
18.02,  0.48,  3572.3910,  
17.26,  0.46,  3572.5470,  
14.21,  0.40,  3572.7040,  
11.13,  0.33,  3572.8600,  
8.04,  0.27,  3573.0160,  
4.94,  0.20,  3573.1720,  
1.87,  0.14,  3573.3290,  
1.11,  0.13,  3573.4850,  
4.22,  0.18,  3573.6410,  
7.23,  0.24,  3573.7970,  
10.33,  0.31,  3573.9540,  
13.41,  0.38,  3574.1100,  
15.73,  0.43,  3574.2660,  
18.78,  0.50,  3574.4220,  
16.53,  0.45,  3574.5790,  
13.45,  0.38,  3574.7350,  
10.36,  0.31,  3574.8910,  
7.27,  0.25,  3575.0470,  
4.18,  0.19,  3575.2040,  
1.09,  0.13,  3575.3600,  
1.88,  0.14,  3575.5160,  
4.98,  0.20,  3575.6720,  
8.01,  0.26,  3575.8290,  
11.05,  0.33,  3575.9850,  
14.16,  0.39,  3576.1410,  
16.49,  0.44,  3576.2970,  
18.86,  0.50,  3576.4540,  
15.77,  0.43,  3576.6100,  
12.66,  0.36,  3576.7660,  
9.59,  0.30,  3576.9220,  
6.50,  0.23,  3577.0790,  
3.42,  0.17,  3577.2350,  
0.34,  0.11,  3577.3910,  
2.65,  0.15,  3577.5470,  
5.71,  0.21,  3577.7040,  
8.76,  0.28,  3577.8600,  
11.91,  0.34,  3578.0160,  
14.90,  0.41,  3578.1720,  
17.22,  0.46,  3578.3290,  
18.06,  0.48,  3578.4850,  
14.99,  0.41,  3578.6410,  
11.91,  0.35,  3578.7970,  
8.82,  0.28,  3578.9540,  
5.73,  0.22,  3579.1100,  
2.64,  0.16,  3579.2660,  
0.30,  0.11,  3579.4220,  
3.37,  0.17,  3579.5790,  
6.49,  0.23,  3579.7350,  
9.57,  0.29,  3579.8910,  
12.64,  0.36,  3580.0470,  
14.96,  0.41,  3580.2040,  
17.99,  0.48,  3580.3600,  
17.29,  0.46,  3580.5160,  
14.21,  0.40,  3580.6720,  
11.13,  0.33,  3580.8290,  
8.03,  0.26,  3580.9850,  
4.95,  0.20,  3581.1410,  
1.87,  0.14,  3581.2970,  
1.11,  0.12,  3581.4540,  
4.18,  0.18,  3581.6100,  
7.26,  0.25,  3581.7660,  
10.33,  0.31,  3581.9220,  
13.37,  0.38,  3582.0790,  
15.75,  0.43,  3582.2350,  
18.78,  0.50,  3582.3910,  
16.52,  0.45,  3582.5470,  
13.44,  0.38,  3582.7040,  
10.36,  0.31,  3582.8600,  
7.27,  0.25,  3583.0160,  
4.18,  0.19,  3583.1720,  
1.11,  0.12,  3583.3290,  
1.90,  0.14,  3583.4850,  
4.97,  0.20,  3583.6410,  
7.98,  0.26,  3583.7970,  
11.06,  0.33,  3583.9540,  
14.18,  0.39,  3584.1100,  
16.49,  0.45,  3584.2660,  
18.86,  0.50,  3584.4220,  
15.78,  0.43,  3584.5790,  
12.69,  0.36,  3584.7350,  
9.60,  0.30,  3584.8910,  
6.50,  0.23,  3585.0470,  
3.41,  0.17,  3585.2040,  
0.33,  0.11,  3585.3600,  
2.65,  0.15,  3585.5160,  
5.72,  0.21,  3585.6720,  
8.80,  0.28,  3585.8290,  
11.87,  0.34,  3585.9850,  
14.17,  0.39,  3586.1410,  
17.28,  0.46,  3586.2970,  
18.04,  0.48,  3586.4540,  
15.00,  0.41,  3586.6100,  
11.91,  0.35,  3586.7660,  
8.84,  0.28,  3586.9220,  
5.72,  0.22,  3587.0790,  
2.64,  0.15,  3587.2350,  
0.30,  0.11,  3587.3910,  
3.37,  0.17,  3587.5470,  
6.51,  0.23,  3587.7040,  
9.57,  0.29,  3587.8600,  
12.62,  0.36,  3588.0160,  
14.93,  0.41,  3588.1720,  
17.99,  0.48,  3588.3290,  
17.25,  0.46,  3588.4850,  
14.24,  0.40,  3588.6410,  
11.14,  0.33,  3588.7970,  
8.05,  0.27,  3588.9540,  
4.95,  0.20,  3589.1100,  
1.87,  0.14,  3589.2660,  
1.12,  0.12,  3589.4220,  
4.16,  0.18,  3589.5790,  
7.26,  0.25,  3589.7350,  
10.32,  0.31,  3589.8910,  
13.40,  0.38,  3590.0470,  
15.73,  0.43,  3590.2040,  
18.78,  0.49,  3590.3600,  
16.54,  0.45,  3590.5160,  
13.45,  0.38,  3590.6720,  
10.38,  0.31,  3590.8290,  
7.27,  0.25,  3590.9850,  
4.16,  0.19,  3591.1410,  
1.08,  0.12,  3591.2970,  
1.88,  0.14,  3591.4540,  
4.93,  0.20,  3591.6100,  
8.03,  0.26,  3591.7660,  
11.10,  0.33,  3591.9220,  
13.37,  0.38,  3592.0790,  
16.44,  0.44,  3592.2350,  
18.87,  0.50,  3592.3910,  
15.78,  0.43,  3592.5470,  
12.68,  0.36,  3592.7040,  
9.59,  0.30,  3592.8600,  
6.51,  0.23,  3593.0160,  
3.42,  0.17,  3593.1720,  
0.36,  0.11,  3593.3290,  
2.62,  0.15,  3593.4850,  
5.68,  0.21,  3593.6410,  
8.81,  0.28,  3593.7970,  
11.83,  0.34,  3593.9540,  
14.16,  0.39,  3594.1100,  
17.25,  0.46,  3594.2660,  
18.07,  0.48,  3594.4220,  
15.00,  0.41,  3594.5790,  
11.91,  0.35,  3594.7350,  
8.83,  0.28,  3594.8910,  
5.73,  0.22,  3595.0470,  
2.66,  0.16,  3595.2040,  
0.31,  0.11,  3595.3600,  
3.38,  0.17,  3595.5160,  
6.45,  0.23,  3595.6720,  
9.51,  0.29,  3595.8290,  
12.61,  0.36,  3595.9850,  
14.95,  0.41,  3596.1410,  
17.98,  0.48,  3596.2970,  
17.25,  0.46,  3596.4540,  
14.23,  0.40,  3596.6100,  
11.14,  0.33,  3596.7660,  
8.05,  0.26,  3596.9220,  
4.95,  0.20,  3597.0790,  
1.87,  0.14,  3597.2350,  
1.12,  0.12,  3597.3910,  
4.19,  0.18,  3597.5470,  
7.26,  0.25,  3597.7040,  
10.34,  0.31,  3597.8600,  
12.62,  0.36,  3598.0160,  
15.74,  0.43,  3598.1720,  
18.79,  0.50,  3598.3290,  
16.54,  0.45,  3598.4850,  
13.44,  0.38,  3598.6410,  
10.35,  0.31,  3598.7970,  
7.27,  0.25,  3598.9540,  
4.18,  0.19,  3599.1100,  
1.09,  0.13,  3599.2660,  
1.88,  0.14,  3599.4220,  
4.92,  0.20,  3599.5790,  
8.06,  0.26,  3599.7350,  
11.08,  0.33,  3599.8910,  
13.37,  0.38,  3600.0470,  
16.45,  0.44,  3600.2040,  
18.88,  0.50,  3600.3600,  
15.77,  0.43,  3600.5160,  
12.68,  0.36,  3600.6720,  
9.60,  0.30,  3600.8290,  
6.49,  0.23,  3600.9850,  
3.42,  0.17,  3601.1410,  
0.34,  0.11,  3601.2970,  
2.62,  0.15,  3601.4540,  
5.68,  0.21,  3601.6100,  
8.76,  0.28,  3601.7660,  
11.07,  0.34,  3601.9220,  
14.15,  0.39,  3602.0790,  
17.22,  0.46,  3602.2350,  
18.07,  0.48,  3602.3910,  
15.00,  0.41,  3602.5470,  
11.88,  0.35,  3602.7040,  
8.82,  0.28,  3602.8600,  
5.72,  0.22,  3603.0160,  
2.64,  0.16,  3603.1720,  
0.30,  0.11,  3603.3290,  
3.43,  0.17,  3603.4850,  
6.53,  0.23,  3603.6410,  
9.60,  0.29,  3603.7970,  
11.86,  0.34,  3603.9540,  
14.91,  0.41,  3604.1100,  
17.99,  0.48,  3604.2660,  
17.27,  0.46,  3604.4220,  
14.22,  0.40,  3604.5790,  
11.14,  0.33,  3604.7350,  
8.04,  0.27,  3604.8910,  
4.95,  0.20,  3605.0470,  
1.88,  0.14,  3605.2350,  
1.11,  0.12,  3605.3750,  
4.21,  0.18,  3605.5320,  
7.26,  0.25,  3605.6880,  
10.32,  0.31,  3605.8440,  
13.39,  0.38,  3606.0000,  
16.46,  0.44,  3606.1570,  
18.87,  0.50,  3606.3130,  
15.78,  0.43,  3606.4690,  
12.68,  0.36,  3606.6250,  
10.38,  0.31,  3606.7820,  
7.30,  0.25,  3606.9380,  
4.20,  0.19,  3607.0940,  
1.11,  0.12,  3607.2500,  
1.89,  0.14,  3607.4070,  
4.93,  0.20,  3607.5630,  
8.05,  0.26,  3607.7190,  
11.13,  0.33,  3607.8750,  
14.20,  0.39,  3608.0320,  
17.24,  0.46,  3608.1880,  
18.05,  0.48,  3608.3440,  
15.00,  0.41,  3608.5000,  
12.68,  0.35,  3608.6570,  
9.60,  0.30,  3608.8130,  
6.50,  0.23,  3608.9690,  
3.40,  0.17,  3609.1250,  
0.34,  0.11,  3609.2820,  
2.63,  0.15,  3609.4380,  
5.72,  0.21,  3609.5940,  
8.80,  0.28,  3609.7500,  
11.82,  0.34,  3609.9070,  
14.91,  0.41,  3610.0630,  
18.03,  0.48,  3610.2190,  
17.29,  0.46,  3610.3750,  
14.23,  0.40,  3610.5630,  
11.13,  0.33,  3610.7040,  
8.02,  0.26,  3610.8600,  
4.96,  0.20,  3611.0160,  
1.87,  0.14,  3611.1720,  
1.12,  0.12,  3611.3290,  
3.41,  0.17,  3611.4850,  
6.44,  0.23,  3611.6410,  
9.53,  0.29,  3611.7970,  
12.67,  0.36,  3611.9540,  
15.74,  0.43,  3612.1100,  
18.79,  0.50,  3612.2660,  
16.52,  0.45,  3612.4220,  
13.45,  0.38,  3612.5790,  
10.37,  0.31,  3612.7350,  
7.27,  0.25,  3612.8910,  
4.17,  0.19,  3613.0470,  
1.10,  0.13,  3613.2040,  
1.90,  0.14,  3613.3600,  
4.20,  0.18,  3613.5160,  
8.04,  0.26,  3613.7040,  
11.10,  0.33,  3613.8440,  
14.13,  0.39,  3614.0000,  
17.21,  0.46,  3614.1570,  
18.86,  0.50,  3614.3130,  
15.77,  0.43,  3614.4690,  
12.68,  0.36,  3614.6250,  
9.60,  0.30,  3614.7820,  
6.52,  0.23,  3614.9380,  
3.41,  0.17,  3615.0940,  
0.35,  0.11,  3615.2500,  
2.63,  0.15,  3615.4070,  
5.73,  0.21,  3615.5630,  
8.82,  0.28,  3615.7190,  
11.88,  0.34,  3615.8750,  
14.94,  0.41,  3616.0320,  
17.27,  0.46,  3616.1880,  
18.05,  0.48,  3616.3440,  
14.99,  0.41,  3616.5000,  
11.90,  0.35,  3616.6570,  
8.82,  0.28,  3616.8130,  
5.72,  0.22,  3616.9690,  
2.64,  0.16,  3617.1250,  
0.30,  0.11,  3617.2820,  
3.37,  0.17,  3617.4380,  
6.45,  0.23,  3617.5940,  
9.56,  0.29,  3617.7500,  
12.65,  0.36,  3617.9070,  
15.68,  0.43,  3618.0630,  
18.02,  0.48,  3618.2190,  
17.29,  0.46,  3618.3750,  
14.20,  0.40,  3618.5320,  
11.14,  0.33,  3618.6880,  
8.06,  0.26,  3618.8440,  
4.17,  0.19,  3619.0320,  
1.88,  0.14,  3619.1720,  
1.12,  0.12,  3619.3290,  
4.19,  0.18,  3619.4850,  
7.25,  0.25,  3619.6410,  
10.29,  0.31,  3619.7970,  
13.41,  0.38,  3619.9540,  
16.48,  0.44,  3620.1100,  
18.86,  0.50,  3620.2660,  
15.77,  0.43,  3620.4220,  
12.68,  0.36,  3620.5790,  
9.57,  0.30,  3620.7350,  
6.50,  0.23,  3620.8910,  
4.20,  0.19,  3621.0470,  
1.11,  0.13,  3621.2040,  
1.88,  0.14,  3621.3600,  
4.98,  0.20,  3621.5160,  
8.05,  0.26,  3621.6720,  
11.06,  0.33,  3621.8290,  
14.14,  0.39,  3621.9850,  
17.27,  0.46,  3622.1720,  
18.06,  0.48,  3622.3130,  
14.98,  0.41,  3622.4690,  
11.89,  0.35,  3622.6250,  
8.81,  0.28,  3622.7820,  
5.71,  0.22,  3622.9380,  
2.63,  0.15,  3623.0940,  
0.30,  0.11,  3623.2500,  
3.41,  0.17,  3623.4070,  
6.50,  0.23,  3623.5630,  
8.78,  0.28,  3623.7190,  
11.88,  0.34,  3623.8750,  
14.94,  0.41,  3624.0320,  
18.01,  0.48,  3624.1880,  
17.25,  0.46,  3624.3440,  
14.22,  0.40,  3624.5000,  
11.14,  0.33,  3624.6570,  
8.03,  0.26,  3624.8130,  
4.93,  0.20,  3624.9690,  
1.87,  0.14,  3625.1250,  
1.14,  0.12,  3625.3130,  
4.17,  0.18,  3625.4540,  
7.25,  0.25,  3625.6100,  
10.34,  0.31,  3625.7660,  
13.41,  0.38,  3625.9220,  
16.49,  0.44,  3626.0790,  
18.86,  0.50,  3626.2350,  
15.78,  0.43,  3626.3910,  
13.46,  0.38,  3626.5470,  
10.38,  0.32,  3626.7040,  
7.28,  0.25,  3626.8600,  
4.17,  0.19,  3627.0160,  
1.11,  0.13,  3627.1720,  
1.89,  0.14,  3627.3290,  
4.95,  0.20,  3627.4850,  
8.02,  0.26,  3627.6410,  
11.06,  0.33,  3627.7970,  
14.20,  0.39,  3627.9540,  
17.27,  0.46,  3628.1100,  
18.05,  0.48,  3628.2660,  
15.76,  0.41,  3628.4220,  
12.68,  0.36,  3628.5790,  
9.59,  0.30,  3628.7350,  
6.50,  0.23,  3628.8910,  
3.41,  0.17,  3629.0470,  
0.34,  0.11,  3629.2040,  
2.65,  0.15,  3629.3600,  
5.72,  0.21,  3629.5160,  
8.79,  0.28,  3629.6720,  
11.87,  0.34,  3629.8290,  
14.97,  0.41,  3629.9850,  
18.02,  0.48,  3630.1410,  
17.29,  0.46,  3630.2970,  
15.00,  0.41,  3630.4540,  
11.91,  0.35,  3630.6100,  
8.83,  0.28,  3630.7660,  
5.72,  0.22,  3630.9220,  
2.63,  0.16,  3631.0790,  
0.29,  0.11,  3631.2350,  
3.36,  0.17,  3631.3910,  
6.44,  0.23,  3631.5470,  
9.57,  0.29,  3631.7040,  
12.61,  0.36,  3631.8600,  
15.74,  0.43,  3632.0160,  
18.73,  0.49,  3632.1720,  
16.50,  0.45,  3632.3290,  
14.21,  0.40,  3632.4850,  
11.13,  0.33,  3632.6410,  
8.06,  0.27,  3632.7970,  
4.96,  0.20,  3632.9540,  
1.86,  0.14,  3633.1100,  
1.12,  0.12,  3633.2660,  
4.15,  0.18,  3633.4220,  
7.27,  0.24,  3633.5790,  
10.30,  0.31,  3633.7350,  
13.36,  0.38,  3633.8910,  
16.52,  0.45,  3634.0470,  
18.87,  0.50,  3634.2040,  
16.54,  0.43,  3634.3600,  
13.48,  0.38,  3634.5160,  
10.37,  0.32,  3634.6720,  
7.27,  0.25,  3634.8290,  
4.19,  0.19,  3634.9850,  
1.11,  0.13,  3635.1410,  
1.88,  0.14,  3635.2970,  
4.99,  0.20,  3635.4540,  
8.05,  0.26,  3635.6100,  
11.11,  0.33,  3635.7660,  
14.19,  0.39,  3635.9220,  
17.25,  0.46,  3636.0790,  
18.06,  0.48,  3636.2350,  
15.77,  0.43,  3636.3910,  
12.69,  0.36,  3636.5470,  
9.59,  0.30,  3636.7040,  
6.51,  0.23,  3636.8600,  
3.41,  0.17,  3637.0160,  
0.34,  0.11,  3637.1720,  
2.66,  0.15,  3637.3290,  
5.71,  0.21,  3637.4850,  
8.79,  0.28,  3637.6410,  
11.88,  0.34,  3637.7970,  
14.95,  0.41,  3637.9540,  
18.00,  0.48,  3638.1100,  
17.29,  0.46,  3638.2660,  
14.99,  0.41,  3638.4220,  
11.90,  0.35,  3638.5790,  
8.82,  0.28,  3638.7350,  
5.74,  0.22,  3638.8910,  
2.64,  0.15,  3639.0470,  
0.32,  0.11,  3639.2040,  
3.42,  0.17,  3639.3600,  
6.49,  0.23,  3639.5160,  
9.55,  0.29,  3639.6720,  
12.60,  0.36,  3639.8290,  
15.69,  0.43,  3639.9850,  
18.79,  0.50,  3640.1410,  
17.29,  0.45,  3640.2970,  
14.21,  0.40,  3640.4540,  
11.14,  0.33,  3640.6100,  
8.05,  0.27,  3640.7660,  
4.96,  0.20,  3640.9220,  
1.87,  0.14,  3641.0790,  
1.15,  0.13,  3641.2350,  
4.19,  0.18,  3641.3910,  
7.27,  0.24,  3641.5470,  
10.33,  0.31,  3641.7040,  
13.43,  0.38,  3641.8600,  
16.45,  0.44,  3642.0160,  
18.85,  0.50,  3642.1720,  
16.51,  0.45,  3642.3290,  
13.45,  0.38,  3642.4850,  
10.38,  0.32,  3642.6410,  
7.28,  0.25,  3642.7970,  
4.17,  0.19,  3642.9540,  
1.10,  0.12,  3643.1100,  
1.90,  0.14,  3643.2660,  
4.96,  0.20,  3643.4220,  
8.03,  0.26,  3643.5790,  
11.08,  0.33,  3643.7350,  
14.19,  0.39,  3643.8910,  
17.25,  0.46,  3644.0470,  
18.06,  0.48,  3644.2040,  
15.78,  0.43,  3644.3600,  
12.69,  0.36,  3644.5160,  
9.59,  0.30,  3644.6720,  
6.50,  0.23,  3644.8290,  
3.41,  0.17,  3644.9850,  
0.34,  0.11,  3645.1410,  
2.62,  0.15,  3645.2970,  
5.73,  0.21,  3645.4540,  
8.79,  0.28,  3645.6100,  
11.89,  0.34,  3645.7660,  
14.96,  0.41,  3645.9220,  
18.03,  0.48,  3646.0790,  
18.04,  0.46,  3646.2350,  
15.00,  0.41,  3646.3910,  
11.90,  0.35,  3646.5470,  
8.83,  0.28,  3646.7040,  
5.72,  0.22,  3646.8600,  
2.63,  0.16,  3647.0160,  
0.29,  0.11,  3647.1720,  
3.41,  0.17,  3647.3290,  
6.46,  0.23,  3647.4850,  
9.51,  0.29,  3647.6410,  
12.62,  0.36,  3647.7970,  
15.70,  0.43,  3647.9540,  
18.79,  0.50,  3648.1100,  
17.29,  0.46,  3648.2660,  
14.23,  0.40,  3648.4220,  
11.14,  0.33,  3648.5790,  
8.04,  0.27,  3648.7350,  
4.96,  0.20,  3648.8910,  
1.88,  0.14,  3649.0470,  
1.11,  0.12,  3649.2040,  
4.23,  0.19,  3649.3600,  
7.27,  0.25,  3649.5160,  
10.34,  0.31,  3649.6720,  
13.38,  0.38,  3649.8290,  
16.49,  0.45,  3649.9850,  
18.87,  0.50,  3650.1410,  
16.49,  0.45,  3650.2970,  
13.42,  0.38,  3650.4540,  
10.36,  0.32,  3650.6100,  
7.27,  0.25,  3650.7660,  
4.18,  0.19,  3650.9220,  
1.11,  0.13,  3651.0790,  
1.89,  0.14,  3651.2350,  
4.92,  0.20,  3651.3910,  
8.00,  0.26,  3651.5470,  
11.07,  0.33,  3651.7040,  
14.21,  0.39,  3651.8600,  
17.26,  0.46,  3652.0160,  
18.87,  0.48,  3652.1720,  
15.77,  0.43,  3652.3290,  
12.69,  0.37,  3652.4850,  
9.58,  0.30,  3652.6410,  
6.49,  0.23,  3652.7970,  
3.40,  0.17,  3652.9540,  
0.34,  0.11,  3653.1100,  
2.61,  0.15,  3653.2660,  
5.74,  0.22,  3653.4220,  
8.79,  0.28,  3653.5790,  
11.87,  0.34,  3653.7350,  
14.96,  0.41,  3653.8910,  
18.02,  0.48,  3654.0470,  
18.04,  0.48,  3654.2040,  
15.00,  0.41,  3654.3600,  
11.91,  0.35,  3654.5160,  
8.82,  0.28,  3654.6720,  
5.73,  0.22,  3654.8290,  
2.64,  0.16,  3654.9850,  
0.30,  0.11,  3655.1410,  
3.37,  0.17,  3655.2970,  
6.44,  0.23,  3655.4540,  
9.59,  0.30,  3655.6100,  
12.65,  0.36,  3655.7660,  
15.72,  0.43,  3655.9220,  
18.78,  0.50,  3656.0790,  
17.28,  0.46,  3656.2350,  
14.23,  0.40,  3656.3910,  
11.14,  0.33,  3656.5470,  
8.04,  0.27,  3656.7040,  
4.96,  0.20,  3656.8600,  
1.87,  0.14,  3657.0160,  
1.12,  0.12,  3657.1720,  
4.15,  0.18,  3657.3290,  
7.23,  0.25,  3657.4850,  
10.29,  0.31,  3657.6410,  
13.38,  0.38,  3657.7970,  
16.50,  0.44,  3657.9540,  
18.79,  0.49,  3658.1100,  
16.54,  0.45,  3658.2660,  
13.45,  0.38,  3658.4220,  
10.37,  0.31,  3658.5790,  
7.28,  0.25,  3658.7350,  
4.18,  0.19,  3658.8910,  
1.12,  0.13,  3659.0470,  
1.89,  0.14,  3659.2040,  
5.00,  0.20,  3659.3600,  
8.04,  0.26,  3659.5160,  
11.09,  0.33,  3659.6720,  
14.18,  0.40,  3659.8290,  
17.24,  0.46,  3659.9850,  
18.87,  0.50,  3660.1410,  
15.78,  0.43,  3660.2970,  
12.69,  0.36,  3660.4540,  
9.59,  0.30,  3660.6100,  
6.51,  0.23,  3660.7660,  
3.41,  0.17,  3660.9220,  
0.34,  0.11,  3661.0790,  
2.65,  0.15,  3661.2350,  
5.72,  0.21,  3661.3910,  
8.80,  0.28,  3661.5470,  
11.83,  0.34,  3661.7040,  
14.92,  0.41,  3661.8600,  
18.03,  0.48,  3662.0160,  
18.05,  0.48,  3662.1720,  
15.00,  0.41,  3662.3290,  
11.93,  0.35,  3662.4850,  
8.82,  0.28,  3662.6410,  
5.74,  0.22,  3662.7970,  
2.64,  0.16,  3662.9540,  
0.30,  0.11,  3663.1100,  
3.36,  0.17,  3663.2660,  
6.45,  0.23,  3663.4220,  
9.52,  0.29,  3663.5790,  
12.64,  0.36,  3663.7350,  
15.76,  0.43,  3663.8910,  
18.04,  0.48,  3664.0470,  
17.28,  0.46,  3664.2040,  
14.23,  0.40,  3664.3600,  
11.12,  0.33,  3664.5160,  
8.05,  0.27,  3664.6720,  
4.95,  0.20,  3664.8290,  
1.88,  0.14,  3664.9850,  
1.10,  0.12,  3665.1410,  
4.16,  0.18,  3665.2970,  
7.26,  0.25,  3665.4540,  
10.31,  0.31,  3665.6100,  
13.41,  0.38,  3665.7660,  
16.47,  0.44,  3665.9220,  
18.78,  0.50,  3666.0790,  
16.54,  0.45,  3666.2350,  
13.44,  0.38,  3666.3910,  
10.36,  0.32,  3666.5470,  
7.28,  0.25,  3666.7040,  
4.19,  0.19,  3666.8600,  
1.11,  0.13,  3667.0160,  
1.89,  0.14,  3667.1720,  
4.94,  0.20,  3667.3290,  
8.06,  0.26,  3667.4850,  
11.10,  0.33,  3667.6410,  
14.18,  0.39,  3667.7970,  
17.26,  0.46,  3667.9540,  
18.87,  0.50,  3668.1100,  
15.77,  0.43,  3668.2660,  
12.70,  0.37,  3668.4220,  
9.60,  0.30,  3668.5790,  
6.45,  0.23,  3668.7350,  
3.42,  0.17,  3668.8910,  
0.35,  0.11,  3669.0470,  
2.62,  0.15,  3669.2040,  
5.68,  0.21,  3669.3600,  
8.76,  0.28,  3669.5160,  
11.84,  0.34,  3669.6720,  
14.96,  0.41,  3669.8290,  
17.26,  0.46,  3669.9850,  
18.03,  0.48,  3670.1410,  
15.00,  0.41,  3670.2970,  
11.93,  0.35,  3670.4540,  
8.83,  0.28,  3670.6100,  
5.73,  0.22,  3670.7660,  
2.65,  0.16,  3670.9220,  
0.30,  0.11,  3671.0790,  
3.37,  0.17,  3671.2350,  
6.46,  0.23,  3671.3910,  
9.52,  0.29,  3671.5470,  
12.60,  0.36,  3671.7040,  
15.69,  0.43,  3671.8600,  
17.99,  0.48,  3672.0160,  
17.28,  0.46,  3672.1720,  
14.24,  0.40,  3672.3290,  
11.15,  0.33,  3672.4850,  
8.03,  0.27,  3672.6410,  
4.95,  0.20,  3672.7970,  
1.88,  0.14,  3672.9540,  
1.12,  0.12,  3673.1100,  
4.19,  0.18,  3673.2660,  
7.26,  0.25,  3673.4220,  
10.33,  0.31,  3673.5790,  
13.41,  0.38,  3673.7350,  
16.48,  0.44,  3673.8910,  
18.79,  0.50,  3674.0470,  
16.54,  0.45,  3674.2040,  
13.45,  0.38,  3674.3600,  
10.36,  0.32,  3674.5160,  
7.25,  0.25,  3674.6720,  
4.18,  0.19,  3674.8290,  
1.10,  0.13,  3674.9850,  
1.89,  0.14,  3675.1410,  
4.95,  0.20,  3675.2970,  
8.02,  0.26,  3675.4540,  
11.05,  0.33,  3675.6100,  
14.13,  0.39,  3675.7660,  
16.51,  0.45,  3675.9220,  
18.87,  0.50,  3676.0790,  
15.75,  0.43,  3676.2350,  
12.68,  0.37,  3676.3910,  
9.58,  0.30,  3676.5470,  
6.50,  0.23,  3676.7040,  
3.41,  0.17,  3676.8600,  
0.34,  0.11,  3677.0160,  
2.66,  0.15,  3677.1720,  
5.72,  0.22,  3677.3290,  
8.81,  0.28,  3677.4850,  
11.90,  0.34,  3677.6410,  
14.96,  0.41,  3677.7970,  
17.25,  0.46,  3677.9540,  
18.03,  0.48,  3678.1100,  
14.99,  0.41,  3678.2660,  
11.93,  0.35,  3678.4220,  
8.85,  0.28,  3678.5790,  
5.73,  0.22,  3678.7350,  
2.65,  0.16,  3678.9070,  
0.30,  0.11,  3679.0630,  
3.37,  0.17,  3679.2190,  
6.47,  0.23,  3679.3750,  
9.56,  0.29,  3679.5320,  
12.65,  0.36,  3679.6880,  
15.73,  0.43,  3679.8440,  
18.79,  0.50,  3680.0320,  
16.54,  0.45,  3680.1720,  
13.46,  0.38,  3680.3290,  
10.37,  0.31,  3680.4850,  
7.27,  0.25,  3680.6410,  
4.18,  0.19,  3680.7970,  
1.12,  0.12,  3680.9540,  
1.89,  0.14,  3681.1100,  
4.96,  0.20,  3681.2660,  
7.25,  0.26,  3681.4220,  
10.32,  0.31,  3681.5790,  
13.40,  0.38,  3681.7350,  
16.49,  0.44,  3681.8910,  
18.86,  0.50,  3682.0470,  
15.76,  0.43,  3682.2040,  
12.68,  0.36,  3682.3600,  
9.59,  0.30,  3682.5160,  
6.49,  0.23,  3682.6720,  
3.40,  0.17,  3682.8290,  
0.34,  0.11,  3682.9850,  
2.63,  0.15,  3683.1720,  
5.71,  0.21,  3683.3130,  
8.79,  0.28,  3683.4690,  
11.87,  0.34,  3683.6250,  
14.95,  0.41,  3683.7820,  
18.02,  0.48,  3683.9380,  
17.25,  0.46,  3684.0940,  
14.99,  0.41,  3684.2500,  
11.92,  0.35,  3684.4070,  
8.81,  0.28,  3684.5630,  
5.74,  0.22,  3684.7190,  
2.64,  0.16,  3684.8750,  
0.31,  0.11,  3685.0320,  
3.36,  0.17,  3685.1880,  
6.46,  0.23,  3685.3440,  
9.54,  0.29,  3685.5000,  
12.66,  0.36,  3685.6570,  
15.72,  0.43,  3685.8130,  
