##Temp./oC;Time/min;DSC/(mW/mg);Sensit./(uV/mW)
  49.32300;0.0000e+000;-2.8553e-002;0.96038
  49.38866;1.3496e-002;-2.8486e-002;0.96036
  49.45431;2.7556e-002;-2.8521e-002;0.96033
  49.51997;4.1880e-002;-2.8532e-002;0.96030
  49.58562;5.6163e-002;-2.8534e-002;0.96027
  49.65128;7.0423e-002;-2.8517e-002;0.96025
  49.71693;8.4632e-002;-2.8576e-002;0.96022
  49.78259;9.8782e-002;-2.8567e-002;0.96019
  49.84824;    0.11290;-2.8482e-002;0.96016
  49.91390;    0.12703;-2.8450e-002;0.96014
  49.97955;    0.14116;-2.8454e-002;0.96011
  50.04520;    0.15523;-2.8451e-002;0.96008
  50.11086;    0.16923;-2.8427e-002;0.96005
  50.17651;    0.18318;-2.8400e-002;0.96002
  50.24217;    0.19707;-2.8352e-002;0.96000
  50.30782;    0.21087;-2.8300e-002;0.95997
  50.37348;    0.22459;-2.8339e-002;0.95994
  50.43913;    0.23823;-2.8352e-002;0.95991
  50.50479;    0.25179;-2.8340e-002;0.95989
  50.57044;    0.26527;-2.8381e-002;0.95986
  50.63610;    0.27866;-2.8256e-002;0.95983
  50.70175;    0.29194;-2.8307e-002;0.95980
  50.76741;    0.30511;-2.8381e-002;0.95977
  50.83306;    0.31817;-2.8353e-002;0.95975
  50.89872;    0.33111;-2.8289e-002;0.95972
  50.96437;    0.34390;-2.8267e-002;0.95969
  51.03003;    0.35656;-2.8244e-002;0.95966
  51.09568;    0.36908;-2.8274e-002;0.95964
  51.16134;    0.38148;-2.8377e-002;0.95961
  51.22699;    0.39376;-2.8408e-002;0.95958
  51.29265;    0.40591;-2.8341e-002;0.95955
  51.35830;    0.41793;-2.8563e-002;0.95952
  51.42396;    0.42983;-2.8580e-002;0.95950
  51.48961;    0.44161;-2.8594e-002;0.95947
  51.55527;    0.45325;-2.8581e-002;0.95944
  51.62092;    0.46477;-2.8619e-002;0.95941
  51.68658;    0.47616;-2.8735e-002;0.95938
  51.75223;    0.48745;-2.8733e-002;0.95936
  51.81788;    0.49864;-2.8930e-002;0.95933
  51.88354;    0.50971;-2.9064e-002;0.95930
  51.94919;    0.52069;-2.9067e-002;0.95927
  52.01485;    0.53160;-2.9149e-002;0.95925
  52.08050;    0.54241;-2.9188e-002;0.95922
  52.14616;    0.55315;-2.9273e-002;0.95919
  52.21181;    0.56381;-2.9360e-002;0.95916
  52.27747;    0.57438;-2.9430e-002;0.95913
  52.34312;    0.58488;-2.9604e-002;0.95911
  52.40878;    0.59530;-2.9756e-002;0.95908
  52.47443;    0.60566;-2.9938e-002;0.95905
  52.54009;    0.61595;-3.0079e-002;0.95902
  52.60574;    0.62617;-3.0226e-002;0.95900
  52.67140;    0.63634;-3.0267e-002;0.95897
  52.73705;    0.64644;-3.0368e-002;0.95894
  52.80271;    0.65649;-3.0382e-002;0.95891
  52.86836;    0.66648;-3.0548e-002;0.95888
  52.93402;    0.67642;-3.0470e-002;0.95886
  52.99967;    0.68630;-3.0490e-002;0.95883
  53.06533;    0.69613;-3.0707e-002;0.95880
  53.13098;    0.70591;-3.0818e-002;0.95877
  53.19664;    0.71564;-3.0848e-002;0.95874
  53.26229;    0.72532;-3.0960e-002;0.95872
  53.32795;    0.73495;-3.1065e-002;0.95869
  53.39360;    0.74452;-3.1213e-002;0.95866
  53.45926;    0.75406;-3.1303e-002;0.95863
  53.52491;    0.76355;-3.1445e-002;0.95860
  53.59056;    0.77299;-3.1652e-002;0.95858
  53.65622;    0.78239;-3.1827e-002;0.95855
  53.72187;    0.79176;-3.1976e-002;0.95852
  53.78753;    0.80108;-3.2151e-002;0.95849
  53.85318;    0.81037;-3.2301e-002;0.95846
  53.91884;    0.81961;-3.2454e-002;0.95844
  53.98449;    0.82882;-3.2618e-002;0.95841
  54.05015;    0.83799;-3.2697e-002;0.95838
  54.11580;    0.84713;-3.2750e-002;0.95835
  54.18146;    0.85623;-3.2860e-002;0.95833
  54.24711;    0.86529;-3.3031e-002;0.95830
  54.31277;    0.87432;-3.3267e-002;0.95827
  54.37842;    0.88332;-3.3443e-002;0.95824
  54.44408;    0.89229;-3.3600e-002;0.95821
  54.50973;    0.90123;-3.3706e-002;0.95819
  54.57539;    0.91014;-3.3875e-002;0.95816
  54.64104;    0.91903;-3.4064e-002;0.95813
  54.70670;    0.92789;-3.4188e-002;0.95810
  54.77235;    0.93672;-3.4290e-002;0.95807
  54.83801;    0.94553;-3.4418e-002;0.95805
  54.90366;    0.95432;-3.4508e-002;0.95802
  54.96932;    0.96307;-3.4618e-002;0.95799
  55.03497;    0.97180;-3.4729e-002;0.95796
  55.10063;    0.98051;-3.4842e-002;0.95793
  55.16628;    0.98918;-3.5057e-002;0.95791
  55.23193;    0.99784;-3.5233e-002;0.95788
  55.29759;    1.00646;-3.5420e-002;0.95785
  55.36324;    1.01506;-3.5608e-002;0.95782
  55.42890;    1.02364;-3.5719e-002;0.95779
  55.49455;    1.03220;-3.5821e-002;0.95777
  55.56021;    1.04073;-3.5827e-002;0.95774
  55.62586;    1.04923;-3.6052e-002;0.95771
  55.69152;    1.05772;-3.6201e-002;0.95768
  55.75717;    1.06619;-3.6377e-002;0.95765
  55.82283;    1.07463;-3.6464e-002;0.95763
  55.88848;    1.08306;-3.6586e-002;0.95760
  55.95414;    1.09146;-3.6714e-002;0.95757
  56.01979;    1.09984;-3.6743e-002;0.95754
  56.08545;    1.10819;-3.6826e-002;0.95751
  56.15110;    1.11652;-3.6922e-002;0.95749
  56.21676;    1.12482;-3.7221e-002;0.95746
  56.28241;    1.13310;-3.7324e-002;0.95743
  56.34807;    1.14135;-3.7366e-002;0.95740
  56.41372;    1.14958;-3.7423e-002;0.95737
  56.47938;    1.15778;-3.7503e-002;0.95734
  56.54503;    1.16596;-3.7727e-002;0.95732
  56.61069;    1.17413;-3.7945e-002;0.95729
  56.67634;    1.18228;-3.7969e-002;0.95726
  56.74200;    1.19040;-3.8113e-002;0.95723
  56.80765;    1.19850;-3.8334e-002;0.95720
  56.87331;    1.20658;-3.8450e-002;0.95718
  56.93896;    1.21464;-3.8565e-002;0.95715
  57.00461;    1.22268;-3.8652e-002;0.95712
  57.07027;    1.23069;-3.8800e-002;0.95709
  57.13592;    1.23869;-3.8949e-002;0.95706
  57.20158;    1.24667;-3.9048e-002;0.95704
  57.26723;    1.25462;-3.9112e-002;0.95701
  57.33289;    1.26255;-3.9164e-002;0.95698
  57.39854;    1.27046;-3.9246e-002;0.95695
  57.46420;    1.27835;-3.9402e-002;0.95692
  57.52985;    1.28622;-3.9683e-002;0.95690
  57.59551;    1.29407;-3.9760e-002;0.95687
  57.66116;    1.30189;-3.9828e-002;0.95684
  57.72682;    1.30970;-4.0048e-002;0.95681
  57.79247;    1.31748;-4.0224e-002;0.95678
  57.85813;    1.32526;-4.0283e-002;0.95675
  57.92378;    1.33301;-4.0369e-002;0.95673
  57.98944;    1.34075;-4.0441e-002;0.95670
  58.05509;    1.34847;-4.0567e-002;0.95667
  58.12075;    1.35617;-4.0685e-002;0.95664
  58.18640;    1.36385;-4.0875e-002;0.95661
  58.25206;    1.37151;-4.1007e-002;0.95659
  58.31771;    1.37915;-4.1092e-002;0.95656
  58.38337;    1.38678;-4.1193e-002;0.95653
  58.44902;    1.39438;-4.1343e-002;0.95650
  58.51468;    1.40197;-4.1465e-002;0.95647
  58.58033;    1.40954;-4.1599e-002;0.95644
  58.64599;    1.41710;-4.1753e-002;0.95642
  58.71164;    1.42464;-4.1870e-002;0.95639
  58.77729;    1.43216;-4.1946e-002;0.95636
  58.84295;    1.43967;-4.2051e-002;0.95633
  58.90860;    1.44716;-4.2127e-002;0.95630
  58.97426;    1.45464;-4.2349e-002;0.95628
  59.03991;    1.46210;-4.2540e-002;0.95625
  59.10557;    1.46954;-4.2646e-002;0.95622
  59.17122;    1.47697;-4.2668e-002;0.95619
  59.23688;    1.48439;-4.2723e-002;0.95616
  59.30253;    1.49179;-4.2877e-002;0.95613
  59.36819;    1.49918;-4.3020e-002;0.95611
  59.43384;    1.50655;-4.3111e-002;0.95608
  59.49950;    1.51391;-4.3218e-002;0.95605
  59.56515;    1.52125;-4.3333e-002;0.95602
  59.63081;    1.52857;-4.3463e-002;0.95599
  59.69646;    1.53588;-4.3601e-002;0.95597
  59.76212;    1.54318;-4.3723e-002;0.95594
  59.82777;    1.55046;-4.3798e-002;0.95591
  59.89343;    1.55774;-4.3944e-002;0.95588
  59.95908;    1.56499;-4.4043e-002;0.95585
  60.02474;    1.57223;-4.4187e-002;0.95582
  60.09039;    1.57946;-4.4355e-002;0.95580
  60.15605;    1.58668;-4.4464e-002;0.95577
  60.22170;    1.59389;-4.4566e-002;0.95574
  60.28736;    1.60108;-4.4609e-002;0.95571
  60.35301;    1.60827;-4.4757e-002;0.95568
  60.41867;    1.61544;-4.4880e-002;0.95565
  60.48432;    1.62259;-4.5038e-002;0.95563
  60.54997;    1.62974;-4.5119e-002;0.95560
  60.61563;    1.63687;-4.5251e-002;0.95557
  60.68128;    1.64399;-4.5475e-002;0.95554
  60.74694;    1.65110;-4.5507e-002;0.95551
  60.81259;    1.65820;-4.5551e-002;0.95548
  60.87825;    1.66529;-4.5517e-002;0.95546
  60.94390;    1.67236;-4.5651e-002;0.95543
  61.00956;    1.67942;-4.5774e-002;0.95540
  61.07521;    1.68647;-4.5818e-002;0.95537
  61.14087;    1.69351;-4.5920e-002;0.95534
  61.20652;    1.70055;-4.6041e-002;0.95532
  61.27218;    1.70757;-4.6166e-002;0.95529
  61.33783;    1.71458;-4.6196e-002;0.95526
  61.40349;    1.72159;-4.6294e-002;0.95523
  61.46914;    1.72858;-4.6523e-002;0.95520
  61.53480;    1.73556;-4.6609e-002;0.95517
  61.60045;    1.74252;-4.6612e-002;0.95515
  61.66611;    1.74948;-4.6720e-002;0.95512
  61.73176;    1.75643;-4.6847e-002;0.95509
  61.79742;    1.76336;-4.6980e-002;0.95506
  61.86307;    1.77028;-4.7055e-002;0.95503
  61.92873;    1.77720;-4.7216e-002;0.95500
  61.99438;    1.78410;-4.7365e-002;0.95498
  62.06004;    1.79099;-4.7521e-002;0.95495
  62.12569;    1.79787;-4.7605e-002;0.95492
  62.19135;    1.80474;-4.7590e-002;0.95489
  62.25700;    1.81159;-4.7636e-002;0.95486
  62.32265;    1.81844;-4.7707e-002;0.95483
  62.38831;    1.82527;-4.7818e-002;0.95481
  62.45396;    1.83209;-4.8078e-002;0.95478
  62.51962;    1.83890;-4.8223e-002;0.95475
  62.58527;    1.84570;-4.8253e-002;0.95472
  62.65093;    1.85248;-4.8271e-002;0.95469
  62.71658;    1.85926;-4.8383e-002;0.95466
  62.78224;    1.86602;-4.8471e-002;0.95463
  62.84789;    1.87278;-4.8541e-002;0.95461
  62.91355;    1.87952;-4.8614e-002;0.95458
  62.97920;    1.88626;-4.8758e-002;0.95455
  63.04486;    1.89298;-4.8958e-002;0.95452
  63.11051;    1.89969;-4.9143e-002;0.95449
  63.17617;    1.90639;-4.9203e-002;0.95446
  63.24182;    1.91308;-4.9257e-002;0.95444
  63.30748;    1.91976;-4.9329e-002;0.95441
  63.37313;    1.92643;-4.9413e-002;0.95438
  63.43879;    1.93310;-4.9511e-002;0.95435
  63.50444;    1.93975;-4.9592e-002;0.95432
  63.57010;    1.94639;-4.9788e-002;0.95429
  63.63575;    1.95303;-4.9890e-002;0.95427
  63.70141;    1.95966;-4.9930e-002;0.95424
  63.76706;    1.96628;-5.0011e-002;0.95421
  63.83272;    1.97289;-5.0150e-002;0.95418
  63.89837;    1.97949;-5.0305e-002;0.95415
  63.96403;    1.98609;-5.0346e-002;0.95412
  64.02968;    1.99268;-5.0448e-002;0.95410
  64.09533;    1.99926;-5.0527e-002;0.95407
  64.16099;    2.00583;-5.0627e-002;0.95404
  64.22664;    2.01240;-5.0694e-002;0.95401
  64.29230;    2.01897;-5.0745e-002;0.95398
  64.35795;    2.02552;-5.0780e-002;0.95395
  64.42361;    2.03207;-5.1040e-002;0.95392
  64.48926;    2.03861;-5.1085e-002;0.95390
  64.55492;    2.04515;-5.1100e-002;0.95387
  64.62057;    2.05168;-5.1164e-002;0.95384
  64.68623;    2.05821;-5.1259e-002;0.95381
  64.75188;    2.06473;-5.1358e-002;0.95378
  64.81754;    2.07124;-5.1430e-002;0.95375
  64.88319;    2.07775;-5.1481e-002;0.95373
  64.94885;    2.08425;-5.1639e-002;0.95370
  65.01450;    2.09075;-5.1857e-002;0.95367
  65.08016;    2.09724;-5.1932e-002;0.95364
  65.14581;    2.10373;-5.2003e-002;0.95361
  65.21147;    2.11021;-5.2086e-002;0.95358
  65.27712;    2.11668;-5.2154e-002;0.95355
  65.34278;    2.12315;-5.2304e-002;0.95353
  65.40843;    2.12961;-5.2450e-002;0.95350
  65.47409;    2.13607;-5.2566e-002;0.95347
  65.53974;    2.14252;-5.2602e-002;0.95344
  65.60540;    2.14896;-5.2628e-002;0.95341
  65.67105;    2.15540;-5.2622e-002;0.95338
  65.73670;    2.16182;-5.2674e-002;0.95335
  65.80236;    2.16825;-5.2817e-002;0.95333
  65.86801;    2.17466;-5.2924e-002;0.95330
  65.93367;    2.18107;-5.3022e-002;0.95327
  65.99932;    2.18748;-5.3163e-002;0.95324
  66.06498;    2.19387;-5.3184e-002;0.95321
  66.13063;    2.20026;-5.3240e-002;0.95318
  66.19629;    2.20665;-5.3267e-002;0.95315
  66.26194;    2.21303;-5.3333e-002;0.95313
  66.32760;    2.21940;-5.3445e-002;0.95310
  66.39325;    2.22577;-5.3552e-002;0.95307
  66.45891;    2.23213;-5.3710e-002;0.95304
  66.52456;    2.23849;-5.3751e-002;0.95301
  66.59022;    2.24484;-5.3847e-002;0.95298
  66.65587;    2.25119;-5.3939e-002;0.95295
  66.72153;    2.25752;-5.4036e-002;0.95293
  66.78718;    2.26385;-5.4104e-002;0.95290
  66.85284;    2.27017;-5.4199e-002;0.95287
  66.91849;    2.27649;-5.4265e-002;0.95284
  66.98415;    2.28280;-5.4321e-002;0.95281
  67.04980;    2.28911;-5.4406e-002;0.95278
  67.11546;    2.29540;-5.4571e-002;0.95275
  67.18111;    2.30170;-5.4695e-002;0.95273
  67.24677;    2.30799;-5.4808e-002;0.95270
  67.31242;    2.31427;-5.4887e-002;0.95267
  67.37808;    2.32054;-5.4919e-002;0.95264
  67.44373;    2.32681;-5.4930e-002;0.95261
  67.50938;    2.33308;-5.5075e-002;0.95258
  67.57504;    2.33934;-5.5128e-002;0.95255
  67.64069;    2.34560;-5.5166e-002;0.95253
  67.70635;    2.35186;-5.5216e-002;0.95250
  67.77200;    2.35811;-5.5311e-002;0.95247
  67.83766;    2.36436;-5.5442e-002;0.95244
  67.90331;    2.37060;-5.5536e-002;0.95241
  67.96897;    2.37684;-5.5778e-002;0.95238
  68.03462;    2.38307;-5.5817e-002;0.95235
  68.10028;    2.38930;-5.5789e-002;0.95233
  68.16593;    2.39552;-5.5899e-002;0.95230
  68.23159;    2.40173;-5.5961e-002;0.95227
  68.29724;    2.40794;-5.6056e-002;0.95224
  68.36290;    2.41415;-5.6180e-002;0.95221
  68.42855;    2.42035;-5.6247e-002;0.95218
  68.49421;    2.42654;-5.6367e-002;0.95215
  68.55986;    2.43273;-5.6398e-002;0.95212
  68.62552;    2.43892;-5.6451e-002;0.95210
  68.69117;    2.44510;-5.6475e-002;0.95207
  68.75683;    2.45127;-5.6524e-002;0.95204
  68.82248;    2.45745;-5.6614e-002;0.95201
  68.88814;    2.46361;-5.6631e-002;0.95198
  68.95379;    2.46978;-5.6759e-002;0.95195
  69.01945;    2.47594;-5.6970e-002;0.95192
  69.08510;    2.48209;-5.7131e-002;0.95190
  69.15076;    2.48824;-5.7209e-002;0.95187
  69.21641;    2.49439;-5.7191e-002;0.95184
  69.28206;    2.50052;-5.7150e-002;0.95181
  69.34772;    2.50665;-5.7221e-002;0.95178
  69.41337;    2.51278;-5.7276e-002;0.95175
  69.47903;    2.51890;-5.7307e-002;0.95172
  69.54468;    2.52502;-5.7416e-002;0.95169
  69.61034;    2.53113;-5.7463e-002;0.95167
  69.67599;    2.53724;-5.7556e-002;0.95164
  69.74165;    2.54334;-5.7702e-002;0.95161
  69.80730;    2.54943;-5.7794e-002;0.95158
  69.87296;    2.55552;-5.7827e-002;0.95155
  69.93861;    2.56160;-5.7804e-002;0.95152
  70.00427;    2.56768;-5.7801e-002;0.95149
  70.06992;    2.57375;-5.7894e-002;0.95146
  70.13558;    2.57982;-5.7934e-002;0.95144
  70.20123;    2.58589;-5.8018e-002;0.95141
  70.26689;    2.59195;-5.8137e-002;0.95138
  70.33254;    2.59800;-5.8286e-002;0.95135
  70.39820;    2.60406;-5.8343e-002;0.95132
  70.46385;    2.61011;-5.8403e-002;0.95129
  70.52951;    2.61615;-5.8650e-002;0.95126
  70.59516;    2.62219;-5.8734e-002;0.95123
  70.66082;    2.62822;-5.8735e-002;0.95121
  70.72647;    2.63425;-5.8796e-002;0.95118
  70.79213;    2.64028;-5.8825e-002;0.95115
  70.85778;    2.64630;-5.8892e-002;0.95112
  70.92344;    2.65232;-5.8918e-002;0.95109
  70.98909;    2.65833;-5.8986e-002;0.95106
  71.05474;    2.66434;-5.9082e-002;0.95103
  71.12040;    2.67034;-5.9325e-002;0.95100
  71.18605;    2.67634;-5.9350e-002;0.95098
  71.25171;    2.68233;-5.9349e-002;0.95095
  71.31736;    2.68833;-5.9453e-002;0.95092
  71.38302;    2.69431;-5.9482e-002;0.95089
  71.44867;    2.70030;-5.9507e-002;0.95086
  71.51433;    2.70628;-5.9481e-002;0.95083
  71.57998;    2.71226;-5.9549e-002;0.95080
  71.64564;    2.71824;-5.9632e-002;0.95077
  71.71129;    2.72421;-5.9678e-002;0.95075
  71.77695;    2.73018;-5.9782e-002;0.95072
  71.84260;    2.73615;-5.9871e-002;0.95069
  71.90826;    2.74211;-5.9954e-002;0.95066
  71.97391;    2.74807;-6.0065e-002;0.95063
  72.03957;    2.75403;-6.0117e-002;0.95060
  72.10522;    2.75999;-6.0246e-002;0.95057
  72.17088;    2.76595;-6.0324e-002;0.95054
  72.23653;    2.77190;-6.0347e-002;0.95051
  72.30219;    2.77784;-6.0348e-002;0.95049
  72.36784;    2.78379;-6.0384e-002;0.95046
  72.43350;    2.78973;-6.0458e-002;0.95043
  72.49915;    2.79566;-6.0598e-002;0.95040
  72.56481;    2.80159;-6.0607e-002;0.95037
  72.63046;    2.80752;-6.0685e-002;0.95034
  72.69612;    2.81344;-6.0708e-002;0.95031
  72.76177;    2.81936;-6.0799e-002;0.95028
  72.82742;    2.82528;-6.0888e-002;0.95025
  72.89308;    2.83120;-6.0984e-002;0.95023
  72.95873;    2.83711;-6.1009e-002;0.95020
  73.02439;    2.84301;-6.1100e-002;0.95017
  73.09004;    2.84891;-6.1168e-002;0.95014
  73.15570;    2.85481;-6.1255e-002;0.95011
  73.22135;    2.86070;-6.1273e-002;0.95008
  73.28701;    2.86660;-6.1236e-002;0.95005
  73.35266;    2.87248;-6.1239e-002;0.95002
  73.41832;    2.87837;-6.1256e-002;0.94999
  73.48397;    2.88425;-6.1350e-002;0.94997
  73.54963;    2.89013;-6.1383e-002;0.94994
  73.61528;    2.89600;-6.1452e-002;0.94991
  73.68094;    2.90188;-6.1604e-002;0.94988
  73.74659;    2.90774;-6.1666e-002;0.94985
  73.81225;    2.91361;-6.1696e-002;0.94982
  73.87790;    2.91947;-6.1747e-002;0.94979
  73.94356;    2.92533;-6.1807e-002;0.94976
  74.00921;    2.93119;-6.1834e-002;0.94973
  74.07487;    2.93704;-6.1901e-002;0.94971
  74.14052;    2.94288;-6.1991e-002;0.94968
  74.20618;    2.94873;-6.2026e-002;0.94965
  74.27183;    2.95457;-6.2096e-002;0.94962
  74.33749;    2.96041;-6.2219e-002;0.94959
  74.40314;    2.96624;-6.2240e-002;0.94956
  74.46880;    2.97207;-6.2278e-002;0.94953
  74.53445;    2.97790;-6.2315e-002;0.94950
  74.60010;    2.98374;-6.2315e-002;0.94947
  74.66576;    2.98956;-6.2327e-002;0.94945
  74.73141;    2.99539;-6.2401e-002;0.94942
  74.79707;    3.00122;-6.2457e-002;0.94939
  74.86272;    3.00704;-6.2548e-002;0.94936
  74.92838;    3.01286;-6.2623e-002;0.94933
  74.99403;    3.01868;-6.2695e-002;0.94930
  75.05969;    3.02450;-6.2716e-002;0.94927
  75.12534;    3.03031;-6.2776e-002;0.94924
  75.19100;    3.03612;-6.2826e-002;0.94921
  75.25665;    3.04194;-6.2840e-002;0.94918
  75.32231;    3.04775;-6.2868e-002;0.94916
  75.38796;    3.05357;-6.3038e-002;0.94913
  75.45362;    3.05938;-6.3085e-002;0.94910
  75.51927;    3.06519;-6.3154e-002;0.94907
  75.58493;    3.07100;-6.3263e-002;0.94904
  75.65058;    3.07681;-6.3233e-002;0.94901
  75.71624;    3.08262;-6.3264e-002;0.94898
  75.78189;    3.08843;-6.3293e-002;0.94895
  75.84755;    3.09424;-6.3340e-002;0.94892
  75.91320;    3.10004;-6.3395e-002;0.94889
  75.97886;    3.10584;-6.3469e-002;0.94887
  76.04451;    3.11165;-6.3547e-002;0.94884
  76.11017;    3.11745;-6.3566e-002;0.94881
  76.17582;    3.12325;-6.3568e-002;0.94878
  76.24147;    3.12905;-6.3590e-002;0.94875
  76.30713;    3.13484;-6.3668e-002;0.94872
  76.37278;    3.14064;-6.3673e-002;0.94869
  76.43844;    3.14643;-6.3713e-002;0.94866
  76.50409;    3.15223;-6.3765e-002;0.94863
  76.56975;    3.15802;-6.3799e-002;0.94860
  76.63540;    3.16381;-6.3855e-002;0.94858
  76.70106;    3.16960;-6.3931e-002;0.94855
  76.76671;    3.17539;-6.3972e-002;0.94852
  76.83237;    3.18117;-6.4025e-002;0.94849
  76.89802;    3.18695;-6.4050e-002;0.94846
  76.96368;    3.19272;-6.4090e-002;0.94843
  77.02933;    3.19850;-6.4121e-002;0.94840
  77.09499;    3.20427;-6.4164e-002;0.94837
  77.16064;    3.21004;-6.4154e-002;0.94834
  77.22630;    3.21581;-6.4188e-002;0.94831
  77.29195;    3.22158;-6.4244e-002;0.94828
  77.35761;    3.22735;-6.4331e-002;0.94826
  77.42326;    3.23311;-6.4366e-002;0.94823
  77.48892;    3.23887;-6.4440e-002;0.94820
  77.55457;    3.24463;-6.4448e-002;0.94817
  77.62023;    3.25038;-6.4475e-002;0.94814
  77.68588;    3.25613;-6.4491e-002;0.94811
  77.75154;    3.26187;-6.4489e-002;0.94808
  77.81719;    3.26762;-6.4565e-002;0.94805
  77.88285;    3.27336;-6.4704e-002;0.94802
  77.94850;    3.27910;-6.4737e-002;0.94799
  78.01415;    3.28483;-6.4777e-002;0.94796
  78.07981;    3.29056;-6.4814e-002;0.94794
  78.14546;    3.29629;-6.4884e-002;0.94791
  78.21112;    3.30202;-6.5050e-002;0.94788
  78.27677;    3.30774;-6.5042e-002;0.94785
  78.34243;    3.31346;-6.4966e-002;0.94782
  78.40808;    3.31918;-6.4947e-002;0.94779
  78.47374;    3.32490;-6.5066e-002;0.94776
  78.53939;    3.33061;-6.5117e-002;0.94773
  78.60505;    3.33632;-6.5130e-002;0.94770
  78.67070;    3.34203;-6.5129e-002;0.94767
  78.73636;    3.34774;-6.5144e-002;0.94764
  78.80201;    3.35344;-6.5135e-002;0.94761
  78.86767;    3.35914;-6.5184e-002;0.94759
  78.93332;    3.36484;-6.5199e-002;0.94756
  78.99898;    3.37053;-6.5228e-002;0.94753
  79.06463;    3.37623;-6.5317e-002;0.94750
  79.13029;    3.38192;-6.5359e-002;0.94747
  79.19594;    3.38761;-6.5312e-002;0.94744
  79.26160;    3.39331;-6.5357e-002;0.94741
  79.32725;    3.39900;-6.5416e-002;0.94738
  79.39291;    3.40469;-6.5541e-002;0.94735
  79.45856;    3.41037;-6.5616e-002;0.94732
  79.52422;    3.41606;-6.5663e-002;0.94729
  79.58987;    3.42174;-6.5704e-002;0.94726
  79.65553;    3.42743;-6.5903e-002;0.94724
  79.72118;    3.43311;-6.6307e-002;0.94721
  79.78683;    3.43879;-6.6607e-002;0.94718
  79.85249;    3.44447;-6.6717e-002;0.94715
  79.91814;    3.45015;-6.6756e-002;0.94712
  79.98380;    3.45583;-6.6852e-002;0.94709
  80.04945;    3.46151;-6.6895e-002;0.94706
  80.11511;    3.46719;-6.6963e-002;0.94703
  80.18076;    3.47287;-6.7009e-002;0.94700
  80.24642;    3.47855;-6.7080e-002;0.94697
  80.31207;    3.48423;-6.7146e-002;0.94694
  80.37773;    3.48990;-6.7145e-002;0.94691
  80.44338;    3.49558;-6.7162e-002;0.94689
  80.50904;    3.50125;-6.7170e-002;0.94686
  80.57469;    3.50693;-6.7148e-002;0.94683
  80.64035;    3.51260;-6.7131e-002;0.94680
  80.70600;    3.51827;-6.7211e-002;0.94677
  80.77166;    3.52395;-6.7291e-002;0.94674
  80.83731;    3.52962;-6.7313e-002;0.94671
  80.90297;    3.53529;-6.7310e-002;0.94668
  80.96862;    3.54096;-6.7363e-002;0.94665
  81.03428;    3.54663;-6.7347e-002;0.94662
  81.09993;    3.55230;-6.7310e-002;0.94659
  81.16559;    3.55797;-6.7364e-002;0.94656
  81.23124;    3.56364;-6.7375e-002;0.94653
  81.29690;    3.56931;-6.7521e-002;0.94650
  81.36255;    3.57498;-6.7512e-002;0.94648
  81.42821;    3.58065;-6.7464e-002;0.94645
  81.49386;    3.58631;-6.7406e-002;0.94642
  81.55951;    3.59198;-6.7418e-002;0.94639
  81.62517;    3.59764;-6.7536e-002;0.94636
  81.69082;    3.60330;-6.7618e-002;0.94633
  81.75648;    3.60896;-6.7643e-002;0.94630
  81.82213;    3.61462;-6.7684e-002;0.94627
  81.88779;    3.62028;-6.7725e-002;0.94624
  81.95344;    3.62594;-6.7705e-002;0.94621
  82.01910;    3.63159;-6.7677e-002;0.94618
  82.08475;    3.63725;-6.7694e-002;0.94615
  82.15041;    3.64290;-6.7717e-002;0.94612
  82.21606;    3.64855;-6.7757e-002;0.94609
  82.28172;    3.65421;-6.7762e-002;0.94607
  82.34737;    3.65986;-6.7764e-002;0.94604
  82.41303;    3.66551;-6.7875e-002;0.94601
  82.47868;    3.67115;-6.7947e-002;0.94598
  82.54434;    3.67680;-6.8008e-002;0.94595
  82.60999;    3.68245;-6.8037e-002;0.94592
  82.67565;    3.68809;-6.8101e-002;0.94589
  82.74130;    3.69374;-6.8069e-002;0.94586
  82.80696;    3.69938;-6.8058e-002;0.94583
  82.87261;    3.70503;-6.8087e-002;0.94580
  82.93827;    3.71068;-6.8048e-002;0.94577
  83.00392;    3.71633;-6.8078e-002;0.94574
  83.06958;    3.72197;-6.8067e-002;0.94571
  83.13523;    3.72761;-6.8063e-002;0.94568
  83.20089;    3.73326;-6.8112e-002;0.94565
  83.26654;    3.73890;-6.8130e-002;0.94563
  83.33219;    3.74454;-6.8136e-002;0.94560
  83.39785;    3.75018;-6.8131e-002;0.94557
  83.46350;    3.75582;-6.8132e-002;0.94554
  83.52916;    3.76145;-6.8144e-002;0.94551
  83.59481;    3.76709;-6.8231e-002;0.94548
  83.66047;    3.77272;-6.8270e-002;0.94545
  83.72612;    3.77836;-6.8262e-002;0.94542
  83.79178;    3.78400;-6.8257e-002;0.94539
  83.85743;    3.78963;-6.8323e-002;0.94536
  83.92309;    3.79527;-6.8336e-002;0.94533
  83.98874;    3.80090;-6.8330e-002;0.94530
  84.05440;    3.80654;-6.8321e-002;0.94527
  84.12005;    3.81217;-6.8356e-002;0.94524
  84.18571;    3.81781;-6.8386e-002;0.94521
  84.25136;    3.82344;-6.8397e-002;0.94518
  84.31702;    3.82908;-6.8402e-002;0.94516
  84.38267;    3.83471;-6.8471e-002;0.94513
  84.44833;    3.84035;-6.8502e-002;0.94510
